step,time_s,success,routeB_residual,tip_x,tip_y,tip_z,target_x,target_y,target_z,err_x,err_y,err_z,tension_margin_low,tension_margin_low_physical,tension_margin_high,torque_margin_low,torque_margin_high,active_lower_count,active_upper_count,cable_active_lower_count,cable_active_upper_count,jacobian_backend,jacobian_fallback,du_norm,dqdd_norm,allow_mujoco_smoke_test,allow_formal_mujoco_validation,backend_dynamics,backend_sim,T_1,Tsafe_1,Tref_1,Tsafe_margin_1,Tlow_1,Tup_1,T_2,Tsafe_2,Tref_2,Tsafe_margin_2,Tlow_2,Tup_2,T_3,Tsafe_3,Tref_3,Tsafe_margin_3,Tlow_3,Tup_3,T_4,Tsafe_4,Tref_4,Tsafe_margin_4,Tlow_4,Tup_4,T_5,Tsafe_5,Tref_5,Tsafe_margin_5,Tlow_5,Tup_5,T_6,Tsafe_6,Tref_6,Tsafe_margin_6,Tlow_6,Tup_6,T_7,Tsafe_7,Tref_7,Tsafe_margin_7,Tlow_7,Tup_7,T_8,Tsafe_8,Tref_8,Tsafe_margin_8,Tlow_8,Tup_8,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,uwo_1,ua_1,uwo_2,ua_2,uwo_3,ua_3,uwo_4,ua_4,uwo_5,ua_5,uwo_6,ua_6,uwo_7,ua_7,uwo_8,ua_8,uwo_9,ua_9,uwo_10,ua_10,uwo_11,ua_11,uwo_12,ua_12,uwo_13,ua_13,uwo_14,ua_14,tension_margin_low_min,tension_margin_low_mean,num_steps_near_lower_bound,near_lower_bound_ratio,worst_cable_index,tension_spread,tension_balance_metric
1,0,1,3.36380980244523e-14,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,3.33022498466562e-11,2.0000000000333,392.984077136409,30.4838005216958,8.12472168913749,4,0,4,0,pinocchio,0,169.884715474529,947.814569635275,1,0,pinocchio,mujoco,7.00000000111843,7,13,2,1,0,7.00000000111843,7,13,2,1,0,107.015922863591,7,13,2,0,0,107.015922863591,7,13,2,0,0,47.0658536196893,7,13,2,0,0,47.0658536196893,7,13,2,0,0,7.0000000000333,7,13,2,1,0,7.0000000000333,7,13,2,1,0,-9.51619947830421,31.8752783108625,15.9394391317444,-0.400967879622534,-2.82926489165389,-0.0526371955479163,7.00000000111843,7.00000000111843,7.00000000111843,7.00000000111843,107.015922863591,107.015922863591,107.015922863591,107.015922863591,47.0658536196893,47.0658536196893,47.0658536196893,47.0658536196893,7.0000000000333,7.0000000000333,7.0000000000333,7.0000000000333,-9.51619947830421,-9.51619947830421,30.9425866342759,31.8752783108625,16.5257709151548,15.9394391317444,-0.400967879622534,-0.400967879622534,-2.88886393787411,-2.82926489165389,-0.0526371955479163,-0.0526371955479163,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
2,0.02,1,3.21902250953235e-14,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,6.11129813421485e-10,2.00000000061113,391.043126932821,29.2620340483559,1.46371803566581e-12,4,1,4,0,pinocchio,0,9.16909654912419,103.62599069097,1,0,pinocchio,mujoco,7.00000000061113,7,13,2,1,0,7.00000000061113,7,13,2,1,0,108.956873067179,7,13,2,0,0,108.956873067179,7,13,2,0,0,49.1877921369462,7,13,2,0,0,49.1877921369462,7,13,2,0,0,7.0000000008569,7,13,2,1,0,7.0000000008569,7,13,2,1,0,-10.7379659516441,39.9999999999985,15.8093651559446,-0.4225749142728,-2.9355890168869,-0.0544359406394008,7.00000000061113,7.00000000061113,7.00000000061113,7.00000000061113,108.956873067179,108.956873067179,108.956873067179,108.956873067179,49.1877921369462,49.1877921369462,49.1877921369462,49.1877921369462,7.0000000008569,7.0000000008569,7.0000000008569,7.0000000008569,-10.7379659516441,-10.7379659516441,39.067308323412,39.9999999999985,16.395696939355,15.8093651559446,-0.422574914272801,-0.4225749142728,-2.99518806310712,-2.9355890168869,-0.0544359406394008,-0.0544359406394008,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
3,0.04,1,2.34711683932159e-14,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,7.33542560027445e-09,2.00000000733543,390.922014211844,29.2269556446914,1.90425453183707e-12,4,1,4,0,pinocchio,0,1.78269830365642,20.8627371715734,1,0,pinocchio,mujoco,7.00000000733543,7,13,2,1,0,7.00000000733543,7,13,2,1,0,109.077985788156,7,13,2,0,0,109.077985788156,7,13,2,0,0,50.4362126226421,7,13,2,0,0,50.4362126226421,7,13,2,0,0,7.00000000738602,7,13,2,1,0,7.00000000738602,7,13,2,1,0,-10.7730443553086,39.9999999999981,15.9818139236168,-0.445750280207889,-2.92765664415472,-0.054049565779259,7.00000000733543,7.00000000733543,7.00000000733543,7.00000000733543,109.077985788156,109.077985788156,109.077985788156,109.077985788156,50.4362126226421,50.4362126226421,50.4362126226421,50.4362126226421,7.00000000738602,7.00000000738602,7.00000000738602,7.00000000738602,-10.7730443553086,-10.7730443553086,39.0673083234115,39.9999999999981,16.5681457070272,15.9818139236168,-0.445750280207889,-0.445750280207889,-2.98725569037494,-2.92765664415472,-0.054049565779259,-0.054049565779259,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
4,0.06,1,6.55043007142305e-14,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,0,2,391.078989688607,29.2369877860111,0,4,1,4,0,pinocchio,0,0.295370148501258,9.77816485196924,1,0,pinocchio,mujoco,7,7,13,2,1,0,7,7,13,2,1,0,108.921010311393,7,13,2,0,0,108.921010311393,7,13,2,0,0,50.5736107186789,7,13,2,0,0,50.5736107186789,7,13,2,0,0,7,7,13,2,1,0,7,7,13,2,1,0,-10.7630122139889,40,15.9876831794849,-0.453966580187881,-2.92891900058794,-0.0535423441886564,7,7,7,7,108.921010311393,108.921010311393,108.921010311393,108.921010311393,50.5736107186789,50.5736107186789,50.5736107186789,50.5736107186789,7,7,7,7,-10.7630122139889,-10.7630122139889,39.0673083234134,40,16.5740149628953,15.9876831794849,-0.453966580187881,-0.453966580187881,-2.98851804680815,-2.92891900058794,-0.0535423441886564,-0.0535423441886564,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
5,0.08,1,1.12286218138896e-11,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,4.13091783002528e-12,2.00000000000413,391.151073774111,29.2447363844878,-1.73372427525464e-11,4,1,4,0,pinocchio,0,0.102443164719527,4.82388978032166,1,0,pinocchio,mujoco,7.00000000001258,7,13,2,1,0,7.00000000001258,7,13,2,1,0,108.848926225889,7,13,2,0,0,108.848926225889,7,13,2,0,0,50.575490255074,7,13,2,0,0,50.575490255074,7,13,2,0,0,7.00000000000413,7,13,2,1,0,7.00000000000413,7,13,2,1,0,-10.7552636155122,40.0000000000173,15.9837045397366,-0.457630006606877,-2.93135454491013,-0.0532542543918026,7.00000000001258,7.00000000001258,7.00000000001258,7.00000000001258,108.848926225889,108.848926225889,108.848926225889,108.848926225889,50.575490255074,50.575490255074,50.575490255074,50.575490255074,7.00000000000413,7.00000000000413,7.00000000000413,7.00000000000413,-10.7552636155122,-10.7552636155122,39.0673083234308,40.0000000000173,16.570036323147,15.9837045397366,-0.457630006606877,-0.457630006606877,-2.99095359113035,-2.93135454491013,-0.0532542543918026,-0.0532542543918026,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
6,0.1,1,1.10758159085726e-11,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,4.13091783002528e-12,2.00000000000413,391.183309999628,29.2489408554995,-1.7095658222388e-11,4,1,4,0,pinocchio,0,0.0478449611097556,2.38818438668119,1,0,pinocchio,mujoco,7.00000000001265,7,13,2,1,0,7.00000000001265,7,13,2,1,0,108.816690000371,7,13,2,0,0,108.816690000371,7,13,2,0,0,50.5660056711431,7,13,2,0,0,50.5660056711431,7,13,2,0,0,7.00000000000413,7,13,2,1,0,7.00000000000413,7,13,2,1,0,-10.7510591445005,40.0000000000171,15.9809412399176,-0.459383573731806,-2.93292516795217,-0.0531062310068435,7.00000000001265,7.00000000001265,7.00000000001265,7.00000000001265,108.816690000371,108.816690000371,108.816690000371,108.816690000371,50.5660056711431,50.5660056711431,50.5660056711431,50.5660056711431,7.00000000000413,7.00000000000413,7.00000000000413,7.00000000000413,-10.7510591445005,-10.7510591445005,39.0673083234305,40.0000000000171,16.567273023328,15.9809412399176,-0.459383573731806,-0.459383573731806,-2.99252421417238,-2.93292516795217,-0.0531062310068435,-0.0531062310068435,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
7,0.12,1,1.15990239347928e-11,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,4.11848333214948e-12,2.00000000000412,391.198536310851,29.2510799177291,-1.79483095053001e-11,4,1,4,0,pinocchio,0,0.0235518054925158,1.1827847006511,1,0,pinocchio,mujoco,7.00000000001241,7,13,2,1,0,7.00000000001241,7,13,2,1,0,108.801463689149,7,13,2,0,0,108.801463689149,7,13,2,0,0,50.5595722058805,7,13,2,0,0,50.5595722058805,7,13,2,0,0,7.00000000000412,7,13,2,1,0,7.00000000000412,7,13,2,1,0,-10.7489200822709,40.0000000000179,15.9794588381231,-0.460242146979261,-2.9337688102692,-0.053032056961186,7.00000000001241,7.00000000001241,7.00000000001241,7.00000000001241,108.801463689149,108.801463689149,108.801463689149,108.801463689149,50.5595722058805,50.5595722058805,50.5595722058805,50.5595722058805,7.00000000000412,7.00000000000412,7.00000000000412,7.00000000000412,-10.7489200822709,-10.7489200822709,39.0673083234314,40.0000000000179,16.5657906215335,15.9794588381231,-0.460242146979262,-0.460242146979261,-2.99336785648941,-2.9337688102692,-0.053032056961186,-0.053032056961186,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
8,0.14,1,6.23539487661418e-13,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,4.12825329476618e-12,2.00000000000413,391.20594218753,29.2521487376415,-2.1316282072803e-13,4,1,4,0,pinocchio,0,0.0116624929206689,0.585819238952575,1,0,pinocchio,mujoco,7.00000000001582,7,13,2,1,0,7.00000000001582,7,13,2,1,0,108.79405781247,7,13,2,0,0,108.79405781247,7,13,2,0,0,50.5560903948131,7,13,2,0,0,50.5560903948131,7,13,2,0,0,7.00000000000413,7,13,2,1,0,7.00000000000413,7,13,2,1,0,-10.7478512623585,40.0000000000002,15.9787063523459,-0.460665711632359,-2.93419814415668,-0.0529951748884585,7.00000000001582,7.00000000001582,7.00000000001582,7.00000000001582,108.79405781247,108.79405781247,108.79405781247,108.79405781247,50.5560903948131,50.5560903948131,50.5560903948131,50.5560903948131,7.00000000000413,7.00000000000413,7.00000000000413,7.00000000000413,-10.7478512623585,-10.7478512623585,39.0673083234136,40.0000000000002,16.5650381357563,15.9787063523459,-0.460665711632359,-0.460665711632359,-2.9937971903769,-2.93419814415668,-0.0529951748884585,-0.0529951748884585,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
9,0.16,1,5.86132526496932e-13,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,4.12114786740858e-12,2.00000000000412,391.209586453839,29.2526796994959,-2.1316282072803e-13,4,1,4,0,pinocchio,0,0.00577728021098711,0.290150979198252,1,0,pinocchio,mujoco,7.00000000001577,7,13,2,1,0,7.00000000001577,7,13,2,1,0,108.790413546161,7,13,2,0,0,108.790413546161,7,13,2,0,0,50.5543152611315,7,13,2,0,0,50.5543152611315,7,13,2,0,0,7.00000000000412,7,13,2,1,0,7.00000000000412,7,13,2,1,0,-10.7473203005041,40.0000000000002,15.9783305863601,-0.460875213976123,-2.93441277690146,-0.0529768829681601,7.00000000001577,7.00000000001577,7.00000000001577,7.00000000001577,108.790413546161,108.790413546161,108.790413546161,108.790413546161,50.5543152611315,50.5543152611315,50.5543152611315,50.5543152611315,7.00000000000412,7.00000000000412,7.00000000000412,7.00000000000412,-10.7473203005041,-10.7473203005041,39.0673083234136,40.0000000000002,16.5646623697705,15.9783305863601,-0.460875213976124,-0.460875213976123,-2.99401182312167,-2.93441277690146,-0.0529768829681601,-0.0529768829681601,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
10,0.18,1,1.58870790955345e-14,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,0,2,391.211387305941,29.2529429495378,0,4,1,4,0,pinocchio,0,0.00286168417521995,0.143709265896725,1,0,pinocchio,mujoco,7,7,13,2,1,0,7,7,13,2,1,0,108.788612694059,7,13,2,0,0,108.788612694059,7,13,2,0,0,50.5534273555408,7,13,2,0,0,50.5534273555408,7,13,2,0,0,7,7,13,2,1,0,7,7,13,2,1,0,-10.7470570504622,40,15.9781439498044,-0.460978930440397,-2.93451942589667,-0.0529678189674669,7,7,7,7,108.788612694059,108.788612694059,108.788612694059,108.788612694059,50.5534273555408,50.5534273555408,50.5534273555408,50.5534273555408,7,7,7,7,-10.7470570504622,-10.7470570504622,39.0673083234134,40,16.5644757332148,15.9781439498044,-0.460978930440398,-0.460978930440397,-2.99411847211689,-2.93451942589667,-0.0529678189674669,-0.0529678189674669,0,1.03245267890628e-10,80,1,1,101.77366235416,1.03052263248629
