x_m,y_m,psi_rad,rank,sigma_min,rank_rejected,sigma_rejected,gamma_feasible,rejection_reason,solver_status
0.228,-0.323,0.785398,3,0.45094,0,0,0,solver_infeasible,primal infeasible
0.228,-0.3135,0.785398,3,0.451653,0,0,0,solver_infeasible,primal infeasible
0.228,-0.304,0.785398,3,0.452335,0,0,0,solver_infeasible,primal infeasible
0.228,-0.2945,0.785398,3,0.452988,0,0,0,solver_infeasible,primal infeasible
0.228,-0.285,0.785398,3,0.453613,0,0,0,solver_infeasible,primal infeasible
0.228,-0.2755,0.785398,3,0.454212,0,0,0,solver_infeasible,primal infeasible
0.228,-0.266,0.785398,3,0.454785,0,0,0,solver_infeasible,primal infeasible
0.228,-0.2565,0.785398,3,0.455334,0,0,0,solver_infeasible,primal infeasible
0.228,-0.247,0.785398,3,0.455859,0,0,0,solver_infeasible,primal infeasible
0.228,-0.2375,0.785398,3,0.456362,0,0,0,solver_infeasible,primal infeasible
0.228,-0.228,0.785398,3,0.456842,0,0,0,solver_infeasible,primal infeasible
0.228,-0.2185,0.785398,3,0.457301,0,0,0,solver_infeasible,primal infeasible
0.228,-0.209,0.785398,3,0.45774,0,0,0,solver_infeasible,primal infeasible
0.228,-0.1995,0.785398,3,0.458158,0,0,0,solver_infeasible,primal infeasible
0.228,-0.19,0.785398,3,0.458557,0,0,0,solver_infeasible,primal infeasible
0.228,-0.1805,0.785398,3,0.458938,0,0,0,solver_infeasible,primal infeasible
0.228,-0.171,0.785398,3,0.459299,0,0,0,solver_infeasible,primal infeasible
0.228,-0.1615,0.785398,3,0.459643,0,0,0,solver_infeasible,primal infeasible
0.228,-0.152,0.785398,3,0.459969,0,0,0,solver_infeasible,primal infeasible
0.228,-0.1425,0.785398,3,0.460277,0,0,0,solver_infeasible,primal infeasible
0.228,-0.133,0.785398,3,0.460569,0,0,0,solver_infeasible,primal infeasible
0.228,-0.1235,0.785398,3,0.460843,0,0,0,solver_infeasible,primal infeasible
0.228,-0.114,0.785398,3,0.4611,0,0,0,solver_infeasible,primal infeasible
0.228,-0.1045,0.785398,3,0.461341,0,0,0,solver_infeasible,primal infeasible
0.228,-0.095,0.785398,3,0.461565,0,0,0,solver_infeasible,primal infeasible
0.228,-0.0855,0.785398,3,0.461772,0,0,0,solver_infeasible,primal infeasible
0.228,-0.076,0.785398,3,0.461963,0,0,0,solver_infeasible,primal infeasible
0.228,-0.0665,0.785398,3,0.462137,0,0,0,solver_infeasible,primal infeasible
0.228,-0.057,0.785398,3,0.462294,0,0,0,solver_infeasible,primal infeasible
0.228,-0.0475,0.785398,3,0.462434,0,0,0,solver_infeasible,primal infeasible
0.228,-0.038,0.785398,3,0.462556,0,0,0,solver_infeasible,primal infeasible
0.228,-0.0285,0.785398,3,0.462661,0,0,0,solver_infeasible,primal infeasible
0.228,-0.019,0.785398,3,0.462749,0,0,0,solver_infeasible,primal infeasible
0.228,-0.0095,0.785398,3,0.462818,0,0,0,solver_infeasible,primal infeasible
0.228,0,0.785398,3,0.462869,0,0,0,solver_infeasible,primal infeasible
0.228,0.0095,0.785398,3,0.462901,0,0,0,solver_infeasible,primal infeasible
0.228,0.019,0.785398,3,0.462913,0,0,0,solver_infeasible,primal infeasible
0.228,0.0285,0.785398,3,0.462906,0,0,0,solver_infeasible,primal infeasible
0.228,0.038,0.785398,3,0.462878,0,0,0,solver_infeasible,primal infeasible
0.228,0.0475,0.785398,3,0.462829,0,0,0,solver_infeasible,primal infeasible
0.228,0.057,0.785398,3,0.462759,0,0,0,solver_infeasible,primal infeasible
0.228,0.0665,0.785398,3,0.462667,0,0,0,solver_infeasible,primal infeasible
0.228,0.076,0.785398,3,0.462551,0,0,0,solver_infeasible,primal infeasible
0.228,0.0855,0.785398,3,0.462412,0,0,0,solver_infeasible,primal infeasible
0.228,0.095,0.785398,3,0.462248,0,0,0,solver_infeasible,primal infeasible
0.228,0.1045,0.785398,3,0.46206,0,0,0,solver_infeasible,primal infeasible
0.228,0.114,0.785398,3,0.461844,0,0,0,solver_infeasible,primal infeasible
0.228,0.1235,0.785398,3,0.461602,0,0,0,solver_infeasible,primal infeasible
0.228,0.133,0.785398,3,0.461332,0,0,0,solver_infeasible,primal infeasible
0.228,0.1425,0.785398,3,0.461033,0,0,0,solver_infeasible,primal infeasible
0.228,0.152,0.785398,3,0.460703,0,0,0,solver_infeasible,primal infeasible
0.228,0.1615,0.785398,3,0.460342,0,0,0,solver_infeasible,primal infeasible
0.228,0.171,0.785398,3,0.459949,0,0,0,solver_infeasible,primal infeasible
0.228,0.1805,0.785398,3,0.459523,0,0,0,solver_infeasible,primal infeasible
0.228,0.19,0.785398,3,0.459061,0,0,0,solver_infeasible,primal infeasible
0.228,0.1995,0.785398,3,0.458564,0,0,0,solver_infeasible,primal infeasible
0.228,0.209,0.785398,3,0.458029,0,0,0,solver_infeasible,primal infeasible
0.228,0.2185,0.785398,3,0.457456,0,0,0,solver_infeasible,primal infeasible
0.228,0.228,0.785398,3,0.456842,0,0,0,solver_infeasible,primal infeasible
0.228,0.2375,0.785398,3,0.456187,0,0,0,solver_infeasible,primal infeasible
0.228,0.247,0.785398,3,0.455488,0,0,0,solver_infeasible,primal infeasible
0.228,0.2565,0.785398,3,0.454745,0,0,0,solver_infeasible,primal infeasible
0.228,0.266,0.785398,3,0.453956,0,0,0,solver_infeasible,primal infeasible
0.228,0.2755,0.785398,3,0.453119,0,0,0,solver_infeasible,primal infeasible
0.228,0.285,0.785398,3,0.452232,0,0,0,solver_infeasible,primal infeasible
0.228,0.2945,0.785398,3,0.451294,0,0,0,solver_infeasible,primal infeasible
0.228,0.304,0.785398,3,0.450302,0,0,0,solver_infeasible,primal infeasible
0.228,0.3135,0.785398,3,0.449256,0,0,0,solver_infeasible,primal infeasible
0.228,0.323,0.785398,3,0.448153,0,0,0,solver_infeasible,primal infeasible
0.228,0.3325,0.785398,3,0.446991,0,0,0,solver_infeasible,primal infeasible
0.228,0.342,0.785398,3,0.445769,0,0,0,solver_infeasible,primal infeasible
0.228,0.3515,0.785398,3,0.444484,0,0,0,solver_infeasible,primal infeasible
0.228,0.361,0.785398,3,0.443135,0,0,0,solver_infeasible,primal infeasible
0.228,0.3705,0.785398,3,0.441719,0,0,0,solver_infeasible,primal infeasible
0.228,0.38,0.785398,3,0.440235,0,0,0,solver_infeasible,primal infeasible
0.228,0.3895,0.785398,3,0.43868,0,0,0,solver_infeasible,primal infeasible
0.228,0.399,0.785398,3,0.437052,0,0,0,solver_infeasible,primal infeasible
0.228,0.4085,0.785398,3,0.435349,0,0,0,solver_infeasible,primal infeasible
0.228,0.418,0.785398,3,0.43357,0,0,0,solver_infeasible,primal infeasible
0.228,0.4275,0.785398,3,0.431711,0,0,0,solver_infeasible,primal infeasible
0.228,0.437,0.785398,3,0.429772,0,0,0,solver_infeasible,primal infeasible
0.228,0.4465,0.785398,3,0.427749,0,0,0,solver_infeasible,primal infeasible
0.228,0.456,0.785398,3,0.425641,0,0,0,solver_infeasible,primal infeasible
0.228,0.4655,0.785398,3,0.423445,0,0,0,solver_infeasible,primal infeasible
0.228,0.475,0.785398,3,0.421161,0,0,0,solver_infeasible,primal infeasible
0.228,0.4845,0.785398,3,0.418785,0,0,0,solver_infeasible,primal infeasible
0.228,0.494,0.785398,3,0.416315,0,0,0,solver_infeasible,primal infeasible
0.228,0.5035,0.785398,3,0.413751,0,0,0,solver_infeasible,primal infeasible
0.228,0.513,0.785398,3,0.411089,0,0,0,solver_infeasible,primal infeasible
0.228,0.5225,0.785398,3,0.408329,0,0,0,solver_infeasible,primal infeasible
0.228,0.532,0.785398,3,0.405469,0,0,0,solver_infeasible,primal infeasible
0.228,0.5415,0.785398,3,0.402507,0,0,0,solver_infeasible,primal infeasible
0.228,0.551,0.785398,3,0.399441,0,0,0,solver_infeasible,primal infeasible
0.228,0.5605,0.785398,3,0.39627,0,0,0,solver_infeasible,primal infeasible
0.228,0.57,0.785398,3,0.392994,0,0,0,solver_infeasible,primal infeasible
0.228,0.5795,0.785398,3,0.38961,0,0,0,solver_infeasible,primal infeasible
0.228,0.589,0.785398,3,0.386119,0,0,0,solver_infeasible,primal infeasible
0.228,0.5985,0.785398,3,0.382518,0,0,0,solver_infeasible,primal infeasible
0.228,0.608,0.785398,3,0.378809,0,0,0,solver_infeasible,primal infeasible
0.228,0.6175,0.785398,3,0.374989,0,0,0,solver_infeasible,primal infeasible
0.228,0.627,0.785398,3,0.37106,0,0,0,solver_infeasible,primal infeasible
0.228,0.6365,0.785398,3,0.36702,0,0,0,solver_infeasible,primal infeasible
0.228,0.646,0.785398,3,0.36287,0,0,0,solver_infeasible,primal infeasible
0.228,0.6555,0.785398,3,0.358611,0,0,0,solver_infeasible,primal infeasible
0.228,0.665,0.785398,3,0.354242,0,0,0,solver_infeasible,primal infeasible
0.228,0.6745,0.785398,3,0.349765,0,0,0,solver_infeasible,primal infeasible
0.228,0.684,0.785398,3,0.345181,0,0,0,solver_infeasible,primal infeasible
0.228,0.6935,0.785398,3,0.34049,0,0,0,solver_infeasible,primal infeasible
0.228,0.703,0.785398,3,0.335695,0,0,0,solver_infeasible,primal infeasible
0.228,0.7125,0.785398,3,0.330797,0,0,0,solver_infeasible,primal infeasible
0.228,0.722,0.785398,3,0.325798,0,0,0,solver_infeasible,primal infeasible
0.228,0.7315,0.785398,3,0.320701,0,0,0,solver_infeasible,primal infeasible
0.228,0.741,0.785398,3,0.315507,0,0,0,solver_infeasible,primal infeasible
0.228,0.7505,0.785398,3,0.310219,0,0,0,solver_infeasible,primal infeasible
0.228,0.76,0.785398,3,0.30484,0,0,0,solver_infeasible,primal infeasible
0.228,0.7695,0.785398,3,0.299374,0,0,0,solver_infeasible,primal infeasible
0.228,0.779,0.785398,3,0.293822,0,0,0,solver_infeasible,primal infeasible
0.228,0.7885,0.785398,3,0.28819,0,0,0,solver_infeasible,primal infeasible
0.228,0.798,0.785398,3,0.28248,0,0,0,solver_infeasible,primal infeasible
0.228,0.8075,0.785398,3,0.276697,0,0,0,solver_infeasible,primal infeasible
0.228,0.817,0.785398,3,0.270844,0,0,0,solver_infeasible,primal infeasible
0.228,0.8265,0.785398,3,0.264925,0,0,0,solver_infeasible,primal infeasible
0.228,0.836,0.785398,3,0.258946,0,0,0,solver_infeasible,primal infeasible
0.228,0.8455,0.785398,3,0.252909,0,0,0,solver_infeasible,primal infeasible
0.228,0.855,0.785398,3,0.24682,0,0,0,solver_infeasible,primal infeasible
0.228,0.8645,0.785398,3,0.240683,0,0,0,solver_infeasible,primal infeasible
0.228,0.874,0.785398,3,0.234503,0,0,0,solver_infeasible,primal infeasible
0.228,0.8835,0.785398,3,0.228285,0,0,0,solver_infeasible,primal infeasible
0.228,0.893,0.785398,3,0.222033,0,0,0,solver_infeasible,primal infeasible
0.228,0.9025,0.785398,3,0.215752,0,0,0,solver_infeasible,primal infeasible
0.228,0.912,0.785398,3,0.209447,0,0,0,solver_infeasible,primal infeasible
0.228,0.9215,0.785398,3,0.203123,0,0,0,solver_infeasible,primal infeasible
0.228,0.931,0.785398,3,0.196784,0,0,0,solver_infeasible,primal infeasible
0.228,0.9405,0.785398,3,0.190435,0,0,0,solver_infeasible,primal infeasible
0.228,0.95,0.785398,3,0.184081,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.95,0.785398,3,0.223354,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.9405,0.785398,3,0.230643,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.931,0.785398,3,0.237859,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.9215,0.785398,3,0.244994,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.912,0.785398,3,0.25204,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.9025,0.785398,3,0.258989,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.893,0.785398,3,0.265834,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.8835,0.785398,3,0.272569,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.874,0.785398,3,0.279186,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.8645,0.785398,3,0.285682,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.855,0.785398,3,0.292049,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.8455,0.785398,3,0.298283,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.836,0.785398,3,0.304379,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.8265,0.785398,3,0.310335,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.817,0.785398,3,0.316145,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.8075,0.785398,3,0.321809,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.798,0.785398,3,0.327323,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.7885,0.785398,3,0.332686,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.779,0.785398,3,0.337896,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.7695,0.785398,3,0.342952,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.76,0.785398,3,0.347855,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.7505,0.785398,3,0.352605,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.741,0.785398,3,0.357201,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.7315,0.785398,3,0.361646,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.722,0.785398,3,0.36594,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.7125,0.785398,3,0.370085,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.703,0.785398,3,0.374084,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.6935,0.785398,3,0.377938,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.684,0.785398,3,0.38165,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.6745,0.785398,3,0.385224,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.665,0.785398,3,0.388661,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.6555,0.785398,3,0.391965,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.646,0.785398,3,0.395139,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.6365,0.785398,3,0.398188,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.627,0.785398,3,0.401114,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.6175,0.785398,3,0.403921,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.608,0.785398,3,0.406612,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.5985,0.785398,3,0.409192,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.589,0.785398,3,0.411664,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.5795,0.785398,3,0.414032,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.57,0.785398,3,0.4163,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.5605,0.785398,3,0.41847,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.551,0.785398,3,0.420548,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.5415,0.785398,3,0.422535,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.532,0.785398,3,0.424437,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.5225,0.785398,3,0.426256,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.513,0.785398,3,0.427996,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.5035,0.785398,3,0.429659,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.494,0.785398,3,0.43125,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.4845,0.785398,3,0.432771,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.475,0.785398,3,0.434226,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.4655,0.785398,3,0.435616,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.456,0.785398,3,0.436946,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.4465,0.785398,3,0.438217,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.437,0.785398,3,0.439433,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.4275,0.785398,3,0.440595,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.418,0.785398,3,0.441707,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.4085,0.785398,3,0.442771,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.399,0.785398,3,0.443788,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.3895,0.785398,3,0.444761,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.38,0.785398,3,0.445692,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.3705,0.785398,3,0.446583,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.361,0.785398,3,0.447436,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.3515,0.785398,3,0.448252,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.342,0.785398,3,0.449033,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.3325,0.785398,3,0.449781,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.323,0.785398,3,0.450498,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.3135,0.785398,3,0.451183,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.304,0.785398,3,0.45184,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.2945,0.785398,3,0.45247,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.285,0.785398,3,0.453072,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.2755,0.785398,3,0.453649,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.266,0.785398,3,0.454202,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.2565,0.785398,3,0.454731,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.247,0.785398,3,0.455238,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.2375,0.785398,3,0.455723,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.228,0.785398,3,0.456187,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.2185,0.785398,3,0.456631,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.209,0.785398,3,0.457055,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.1995,0.785398,3,0.45746,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.19,0.785398,3,0.457847,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.1805,0.785398,3,0.458216,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.171,0.785398,3,0.458567,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.1615,0.785398,3,0.458902,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.152,0.785398,3,0.459219,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.1425,0.785398,3,0.45952,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.133,0.785398,3,0.459805,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.1235,0.785398,3,0.460074,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.114,0.785398,3,0.460327,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.1045,0.785398,3,0.460564,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.095,0.785398,3,0.460785,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.0855,0.785398,3,0.46099,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.076,0.785398,3,0.461179,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.0665,0.785398,3,0.461353,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.057,0.785398,3,0.46151,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.0475,0.785398,3,0.461651,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.038,0.785398,3,0.461776,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.0285,0.785398,3,0.461884,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.019,0.785398,3,0.461975,0,0,0,solver_infeasible,primal infeasible
0.2375,-0.0095,0.785398,3,0.462048,0,0,0,solver_infeasible,primal infeasible
0.2375,0,0.785398,3,0.462104,0,0,0,solver_infeasible,primal infeasible
0.2375,0.0095,0.785398,3,0.462141,0,0,0,solver_infeasible,primal infeasible
0.2375,0.019,0.785398,3,0.46216,0,0,0,solver_infeasible,primal infeasible
0.2375,0.0285,0.785398,3,0.46216,0,0,0,solver_infeasible,primal infeasible
0.2375,0.038,0.785398,3,0.46214,0,0,0,solver_infeasible,primal infeasible
0.2375,0.0475,0.785398,3,0.462099,0,0,0,solver_infeasible,primal infeasible
0.2375,0.057,0.785398,3,0.462038,0,0,0,solver_infeasible,primal infeasible
0.2375,0.0665,0.785398,3,0.461955,0,0,0,solver_infeasible,primal infeasible
0.2375,0.076,0.785398,3,0.461849,0,0,0,solver_infeasible,primal infeasible
0.2375,0.0855,0.785398,3,0.461721,0,0,0,solver_infeasible,primal infeasible
0.2375,0.095,0.785398,3,0.461568,0,0,0,solver_infeasible,primal infeasible
0.2375,0.1045,0.785398,3,0.461391,0,0,0,solver_infeasible,primal infeasible
0.2375,0.114,0.785398,3,0.461188,0,0,0,solver_infeasible,primal infeasible
0.2375,0.1235,0.785398,3,0.460959,0,0,0,solver_infeasible,primal infeasible
0.2375,0.133,0.785398,3,0.460701,0,0,0,solver_infeasible,primal infeasible
0.2375,0.1425,0.785398,3,0.460416,0,0,0,solver_infeasible,primal infeasible
0.2375,0.152,0.785398,3,0.4601,0,0,0,solver_infeasible,primal infeasible
0.2375,0.1615,0.785398,3,0.459754,0,0,0,solver_infeasible,primal infeasible
0.2375,0.171,0.785398,3,0.459375,0,0,0,solver_infeasible,primal infeasible
0.2375,0.1805,0.785398,3,0.458964,0,0,0,solver_infeasible,primal infeasible
0.2375,0.19,0.785398,3,0.458518,0,0,0,solver_infeasible,primal infeasible
0.2375,0.1995,0.785398,3,0.458036,0,0,0,solver_infeasible,primal infeasible
0.2375,0.209,0.785398,3,0.457517,0,0,0,solver_infeasible,primal infeasible
0.2375,0.2185,0.785398,3,0.456959,0,0,0,solver_infeasible,primal infeasible
0.2375,0.228,0.785398,3,0.456362,0,0,0,solver_infeasible,primal infeasible
0.2375,0.2375,0.785398,3,0.455723,0,0,0,solver_infeasible,primal infeasible
0.2375,0.247,0.785398,3,0.455041,0,0,0,solver_infeasible,primal infeasible
0.2375,0.2565,0.785398,3,0.454314,0,0,0,solver_infeasible,primal infeasible
0.2375,0.266,0.785398,3,0.453541,0,0,0,solver_infeasible,primal infeasible
0.2375,0.2755,0.785398,3,0.452721,0,0,0,solver_infeasible,primal infeasible
0.2375,0.285,0.785398,3,0.45185,0,0,0,solver_infeasible,primal infeasible
0.2375,0.2945,0.785398,3,0.450929,0,0,0,solver_infeasible,primal infeasible
0.2375,0.304,0.785398,3,0.449954,0,0,0,solver_infeasible,primal infeasible
0.2375,0.3135,0.785398,3,0.448924,0,0,0,solver_infeasible,primal infeasible
0.2375,0.323,0.785398,3,0.447837,0,0,0,solver_infeasible,primal infeasible
0.2375,0.3325,0.785398,3,0.446691,0,0,0,solver_infeasible,primal infeasible
0.2375,0.342,0.785398,3,0.445485,0,0,0,solver_infeasible,primal infeasible
0.2375,0.3515,0.785398,3,0.444215,0,0,0,solver_infeasible,primal infeasible
0.2375,0.361,0.785398,3,0.442881,0,0,0,solver_infeasible,primal infeasible
0.2375,0.3705,0.785398,3,0.44148,0,0,0,solver_infeasible,primal infeasible
0.2375,0.38,0.785398,3,0.440009,0,0,0,solver_infeasible,primal infeasible
0.2375,0.3895,0.785398,3,0.438468,0,0,0,solver_infeasible,primal infeasible
0.2375,0.399,0.785398,3,0.436853,0,0,0,solver_infeasible,primal infeasible
0.2375,0.4085,0.785398,3,0.435163,0,0,0,solver_infeasible,primal infeasible
0.2375,0.418,0.785398,3,0.433396,0,0,0,solver_infeasible,primal infeasible
0.2375,0.4275,0.785398,3,0.431549,0,0,0,solver_infeasible,primal infeasible
0.2375,0.437,0.785398,3,0.42962,0,0,0,solver_infeasible,primal infeasible
0.2375,0.4465,0.785398,3,0.427607,0,0,0,solver_infeasible,primal infeasible
0.2375,0.456,0.785398,3,0.425507,0,0,0,solver_infeasible,primal infeasible
0.2375,0.4655,0.785398,3,0.42332,0,0,0,solver_infeasible,primal infeasible
0.2375,0.475,0.785398,3,0.421043,0,0,0,solver_infeasible,primal infeasible
0.2375,0.4845,0.785398,3,0.418673,0,0,0,solver_infeasible,primal infeasible
0.2375,0.494,0.785398,3,0.416209,0,0,0,solver_infeasible,primal infeasible
0.2375,0.5035,0.785398,3,0.413649,0,0,0,solver_infeasible,primal infeasible
0.2375,0.513,0.785398,3,0.410991,0,0,0,solver_infeasible,primal infeasible
0.2375,0.5225,0.785398,3,0.408233,0,0,0,solver_infeasible,primal infeasible
0.2375,0.532,0.785398,3,0.405374,0,0,0,solver_infeasible,primal infeasible
0.2375,0.5415,0.785398,3,0.402411,0,0,0,solver_infeasible,primal infeasible
0.2375,0.551,0.785398,3,0.399344,0,0,0,solver_infeasible,primal infeasible
0.2375,0.5605,0.785398,3,0.396171,0,0,0,solver_infeasible,primal infeasible
0.2375,0.57,0.785398,3,0.392891,0,0,0,solver_infeasible,primal infeasible
0.2375,0.5795,0.785398,3,0.389503,0,0,0,solver_infeasible,primal infeasible
0.2375,0.589,0.785398,3,0.386006,0,0,0,solver_infeasible,primal infeasible
0.2375,0.5985,0.785398,3,0.382398,0,0,0,solver_infeasible,primal infeasible
0.2375,0.608,0.785398,3,0.37868,0,0,0,solver_infeasible,primal infeasible
0.2375,0.6175,0.785398,3,0.374851,0,0,0,solver_infeasible,primal infeasible
0.2375,0.627,0.785398,3,0.37091,0,0,0,solver_infeasible,primal infeasible
0.2375,0.6365,0.785398,3,0.366858,0,0,0,solver_infeasible,primal infeasible
0.2375,0.646,0.785398,3,0.362695,0,0,0,solver_infeasible,primal infeasible
0.2375,0.6555,0.785398,3,0.358421,0,0,0,solver_infeasible,primal infeasible
0.2375,0.665,0.785398,3,0.354037,0,0,0,solver_infeasible,primal infeasible
0.2375,0.6745,0.785398,3,0.349544,0,0,0,solver_infeasible,primal infeasible
0.2375,0.684,0.785398,3,0.344942,0,0,0,solver_infeasible,primal infeasible
0.2375,0.6935,0.785398,3,0.340233,0,0,0,solver_infeasible,primal infeasible
0.2375,0.703,0.785398,3,0.335418,0,0,0,solver_infeasible,primal infeasible
0.2375,0.7125,0.785398,3,0.3305,0,0,0,solver_infeasible,primal infeasible
0.2375,0.722,0.785398,3,0.32548,0,0,0,solver_infeasible,primal infeasible
0.2375,0.7315,0.785398,3,0.32036,0,0,0,solver_infeasible,primal infeasible
0.2375,0.741,0.785398,3,0.315143,0,0,0,solver_infeasible,primal infeasible
0.2375,0.7505,0.785398,3,0.309832,0,0,0,solver_infeasible,primal infeasible
0.2375,0.76,0.785398,3,0.30443,0,0,0,solver_infeasible,primal infeasible
0.2375,0.7695,0.785398,3,0.298939,0,0,0,solver_infeasible,primal infeasible
0.2375,0.779,0.785398,3,0.293363,0,0,0,solver_infeasible,primal infeasible
0.2375,0.7885,0.785398,3,0.287706,0,0,0,solver_infeasible,primal infeasible
0.2375,0.798,0.785398,3,0.281972,0,0,0,solver_infeasible,primal infeasible
0.2375,0.8075,0.785398,3,0.276163,0,0,0,solver_infeasible,primal infeasible
0.2375,0.817,0.785398,3,0.270285,0,0,0,solver_infeasible,primal infeasible
0.2375,0.8265,0.785398,3,0.264342,0,0,0,solver_infeasible,primal infeasible
0.2375,0.836,0.785398,3,0.258337,0,0,0,solver_infeasible,primal infeasible
0.2375,0.8455,0.785398,3,0.252276,0,0,0,solver_infeasible,primal infeasible
0.2375,0.855,0.785398,3,0.246163,0,0,0,solver_infeasible,primal infeasible
0.2375,0.8645,0.785398,3,0.240002,0,0,0,solver_infeasible,primal infeasible
0.2375,0.874,0.785398,3,0.233799,0,0,0,solver_infeasible,primal infeasible
