step,time_s,success,routeB_residual,tip_x,tip_y,tip_z,target_x,target_y,target_z,err_x,err_y,err_z,tension_margin_low,tension_margin_high,torque_margin_low,torque_margin_high,active_lower_count,active_upper_count,jacobian_backend,jacobian_fallback,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,uwo_1,ua_1,uwo_2,ua_2,uwo_3,ua_3,uwo_4,ua_4,uwo_5,ua_5,uwo_6,ua_6,uwo_7,ua_7,uwo_8,ua_8,uwo_9,ua_9,uwo_10,ua_10,uwo_11,ua_11,uwo_12,ua_12,uwo_13,ua_13,uwo_14,ua_14
11,0.2,1,1.02857185765051e-14,0.456737215367309,0.172286675393785,1.42447948021753,0.522195061157077,0.135856391502743,1.42445906603865,-0.0654578457897684,0.0364302838910419,2.04141788826551e-05,1.55376067567659e-09,493.381707709915,39.8663882538942,33.1053116295547,4,0,fd,1,6.17832727813235,6.17832727813235,6.61829229008536,6.61829229008536,5.00000000155376,5.00000000155376,5.00000000208192,5.00000000208192,-0.133611746105814,6.89468837044528,0.629430636918545,0.010987334622951,-0.107070712040267,-8.52933507770871e-05,6.17832727813235,6.17832727813235,6.17832727813235,6.17832727813235,6.61829229008536,6.61829229008536,6.61829229008536,6.61829229008536,5.00000000155376,5.00000000155376,5.00000000155376,5.00000000155376,5.00000000208192,5.00000000208192,5.00000000208192,5.00000000208192,-0.13515516524911,-0.133611746105814,-0.0426616591466811,6.89468837044528,0.078452011262975,0.629430636918545,0.00422816472361376,0.010987334622951,-0.00631155720438414,-0.107070712040267,-4.40713525904357e-05,-8.52933507770871e-05
12,0.22,1,7.75569476265877e-15,0.464763079505289,0.1678406896927,1.42448229411587,0.522195061157077,0.135856391502743,1.42445906603865,-0.0574319816517889,0.0319842981899576,2.32280772216598e-05,4.59704274646811e-10,493.630552238976,39.8758491834085,33.0945902695734,4,0,fd,1,6.20778234311355,6.20778234311355,6.36944776102383,6.36944776102383,5.00000000874178,5.00000000874178,5.0000000004597,5.0000000004597,-0.124150816591451,6.90540973042658,0.61750039561562,0.00988878703443596,-0.106885651391304,-7.89676511964272e-05,6.20778234311355,6.20778234311355,6.20778234311355,6.20778234311355,6.36944776102383,6.36944776102383,6.36944776102383,6.36944776102383,5.00000000874178,5.00000000874178,5.00000000874178,5.00000000874178,5.0000000004597,5.0000000004597,5.0000000004597,5.0000000004597,-0.125304027124834,-0.124150816591451,-0.0378048736902556,6.90540973042658,0.0724194660518336,0.61750039561562,0.00388722799583974,0.00988878703443596,-0.00582584780430295,-0.106885651391304,-4.05816977249174e-05,-7.89676511964272e-05
13,0.24,1,9.16517730662897e-15,0.471877776411918,0.163899109663066,1.42448415344381,0.522195061157077,0.135856391502743,1.42445906603865,-0.0503172847451593,0.0280427181603233,2.50874051608285e-05,1.49490375633832e-09,493.760697153441,39.8863095311792,33.084800620447,4,0,fd,1,6.23930284655922,6.23930284655922,6.11187256494828,6.11187256494828,5.00000003214266,5.00000003214266,5.0000000014949,5.0000000014949,-0.11369046882083,6.91519937955304,0.605810848406481,0.0088620641572149,-0.106627806241298,-7.26583619537478e-05,6.23930284655922,6.23930284655922,6.23930284655922,6.23930284655922,6.11187256494828,6.11187256494828,6.11187256494828,6.11187256494828,5.00000003214266,5.00000003214266,5.00000003214266,5.00000003214266,5.0000000014949,5.0000000014949,5.0000000014949,5.0000000014949,-0.114530244261523,-0.11369046882083,-0.0331981868147864,6.91519937955304,0.0658951596962822,0.605810848406481,0.00352230573582801,0.0088620641572149,-0.00529960813515373,-0.106627806241298,-3.68458789594683e-05,-7.26583619537478e-05
14,0.26,1,5.0125323203496e-15,0.478161347943162,0.16041740389092,1.4244851371613,0.522195061157077,0.135856391502743,1.42445906603865,-0.0440337132139153,0.0245610123881769,2.60711226498511e-05,9.2051353206557e-09,493.7290623279,39.893660313268,33.0761155554494,4,0,fd,1,6.27093767209954,6.27093767209954,5.85949481921368,5.85949481921368,5.00000006540834,5.00000006540834,5.00000000920514,5.00000000920514,-0.103012601974793,6.92388444455056,0.59477237313715,0.00792528110806139,-0.106339686732018,-6.66281909664178e-05,6.27093767209954,6.27093767209954,6.27093767209954,6.27093767209954,5.85949481921368,5.85949481921368,5.85949481921368,5.85949481921368,5.00000006540834,5.00000006540834,5.00000006540834,5.00000006540834,5.00000000920514,5.00000000920514,5.00000000920514,5.00000000920514,-0.103607005036906,-0.103012601974793,-0.029071598232818,6.92388444455056,0.0593582352258721,0.59477237313715,0.00316066608255028,0.00792528110806139,-0.0047724401127951,-0.106339686732018,-3.31454325817049e-05,-6.66281909664178e-05
15,0.28,1,5.61329887811447e-15,0.483695028593819,0.157350476843984,1.42448537270013,0.522195061157077,0.135856391502743,1.42445906603865,-0.038500032563258,0.0214940853412414,2.63066614809571e-05,4.37525571328479e-11,493.698490907285,39.8939559878682,33.0684513846469,4,0,fd,1,6.30150909271506,6.30150909271506,5.62050989530939,5.62050989530939,5.00000000004375,5.00000000004375,5.00000000064604,5.00000000064604,-0.0925999955904296,6.93154861535315,0.584568852264156,0.00708153768274788,-0.106044012131785,-6.09828904603506e-05,6.30150909271506,6.30150909271506,6.30150909271506,6.30150909271506,5.62050989530939,5.62050989530939,5.62050989530939,5.62050989530939,5.00000000004375,5.00000000004375,5.00000000004375,5.00000000004375,5.00000000064604,5.00000000064604,5.00000000064604,5.00000000064604,-0.0930064725983399,-0.0925999955904296,-0.0253990180041797,6.93154861535315,0.0530612624707061,0.584568852264156,0.00281467826464166,0.00708153768274788,-0.00426431111618797,-0.106044012131785,-2.95992468153372e-05,-6.09828904603506e-05
16,0.3,1,6.96131197031358e-15,0.488557567612521,0.154654724292931,1.42448499485601,0.522195061157077,0.135856391502743,1.42445906603865,-0.0336374935445566,0.0187983327901883,2.59288173576344e-05,3.65956154269043e-11,493.669798589057,39.8942435830852,33.0617592035096,4,0,fd,1,6.33020141094284,6.33020141094284,5.39939095264582,5.39939095264582,5.0000000026852,5.0000000026852,5.0000000000366,5.0000000000366,-0.082736883860993,6.93824079649044,0.575292214472485,0.00633031911210965,-0.105756416914748,-5.57968100913853e-05,6.33020141094284,6.33020141094284,6.33020141094284,6.33020141094284,5.39939095264582,5.39939095264582,5.39939095264582,5.39939095264582,5.0000000026852,5.0000000026852,5.0000000026852,5.0000000026852,5.0000000000366,5.0000000000366,5.0000000000366,5.0000000000366,-0.0830023262953361,-0.082736883860993,-0.0221878848193882,6.93824079649044,0.0471619501843747,0.575292214472485,0.00249272221956431,0.00633031911210965,-0.00378823936134864,-0.105756416914748,-2.62935410830778e-05,-5.57968100913853e-05
17,0.32,1,6.70680158249953e-15,0.492823015767914,0.152289173977133,1.42448414629083,0.522195061157077,0.135856391502743,1.42445906603865,-0.0293720453891638,0.0164327824743899,2.50802521759574e-05,4.86190643300688e-10,493.643230917467,39.8945153101151,33.0559564551844,4,0,fd,1,6.35676908253265,6.35676908253265,5.19794547576979,5.19794547576979,5.00000000048619,5.00000000048619,5.00000000113237,5.00000000113237,-0.0735687176674921,6.94404354481559,0.566947911768386,0.00566634725325555,-0.105484689884867,-5.10906286860944e-05,6.35676908253265,6.35676908253265,6.35676908253265,6.35676908253265,5.19794547576979,5.19794547576979,5.19794547576979,5.19794547576979,5.00000000048619,5.00000000048619,5.00000000048619,5.00000000048619,5.00000000113237,5.00000000113237,5.00000000113237,5.00000000113237,-0.0737304452578158,-0.0735687176674921,-0.0194092419732854,6.94404354481559,0.0417268667894461,0.566947911768386,0.00219775685835089,0.00566634725325555,-0.00334955898926381,-0.105484689884867,-2.32610296464486e-05,-5.10906286860944e-05
18,0.34,1,8.71868630879408e-15,0.496559714575379,0.150216076669283,1.42448297607153,0.522195061157077,0.135856391502743,1.42445906603865,-0.025635346581698,0.0143596851665397,2.39100328827124e-05,1.43325351587009e-11,493.619186419491,39.8947697332012,33.0508078455236,4,0,fd,1,6.3808135805094,6.3808135805094,5.01673013207933,5.01673013207933,5.00000000001433,5.00000000001433,5.0000000003338,5.0000000003338,-0.0651587490709343,6.94919215447636,0.559478075838765,0.00508011825066892,-0.105230266798825,-4.68173840409167e-05,6.3808135805094,6.3808135805094,6.3808135805094,6.3808135805094,5.01673013207933,5.01673013207933,5.01673013207933,5.01673013207933,5.00000000001433,5.00000000001433,5.00000000001433,5.00000000001433,5.0000000003338,5.0000000003338,5.0000000003338,5.0000000003338,-0.0652458808892646,-0.0651587490709343,-0.016877984227925,6.94919215447636,0.0367539268951163,0.559478075838765,0.00192775014270552,0.00508011825066892,-0.00294741820762567,-0.105230266798825,-2.04676096657863e-05,-4.68173840409167e-05
19,0.36,1,9.03729752665912e-15,0.499829834925606,0.148401103268032,1.42448156366432,0.522195061157077,0.135856391502743,1.42445906603865,-0.0223652262314712,0.0125447117652889,2.24976256639753e-05,5.32907051820075e-15,493.555873503056,39.8951015054836,33.0458308734137,4,0,fd,1,6.44412649694408,6.44412649694408,5.00000000000001,5.00000000000001,5.00000000000007,5.00000000000007,5.14088634719411,5.14088634719411,-0.055249199657296,6.95416912658627,0.551604619207039,0.00450314931810913,-0.1048984945164,-4.23197639116918e-05,6.44412649694408,6.44412649694408,6.44412649694408,6.44412649694408,5.00000000000001,5.00000000000001,5.00000000000001,5.00000000000001,5.00000000000007,5.00000000000007,5.00000000000007,5.00000000000007,5.14088634719411,5.14088634719411,5.14088634719411,5.14088634719411,-0.0552840727890356,-0.055249199657296,-0.0141581207060284,6.95416912658627,0.0310158378449472,0.551604619207039,0.00162097072819023,0.00450314931810913,-0.00248501942064649,-0.1048984945164,-1.72699630596185e-05,-4.23197639116918e-05
20,0.38,1,6.86439356423329e-15,0.502689315466597,0.146813339348125,1.42447999762896,0.522195061157077,0.135856391502743,1.42445906603865,-0.0195057456904804,0.0109569478453818,2.09315903119123e-05,8.88178419700125e-16,493.488838592829,39.8952994817692,33.0421334794513,4,0,fd,1,6.51116140717084,6.51116140717084,5.00000000000002,5.00000000000002,5,5,5.28961928970883,5.28961928970883,-0.0488605355451406,6.95786652054873,0.545928772548704,0.00405938493865754,-0.104700518230773,-3.90036199412155e-05,6.51116140717084,6.51116140717084,6.51116140717084,6.51116140717084,5.00000000000002,5.00000000000002,5.00000000000002,5.00000000000002,5,5,5,5,5.28961928970883,5.28961928970883,5.28961928970883,5.28961928970883,-0.0488612096379484,-0.0488605355451406,-0.0124140223449203,6.95786652054873,0.027171306481037,0.545928772548704,0.0014087654239745,0.00405938493865754,-0.00217083583643785,-0.104700518230773,-1.51009040507688e-05,-3.90036199412155e-05
21,0.4,1,8.87035971721021e-15,0.505188244584642,0.145425224474316,1.4244783784088,0.522195061157077,0.135856391502743,1.42445906603865,-0.0170068165724355,0.00956883297157357,1.93123701452969e-05,0,493.42942494405,39.8954765769664,33.0388611114345,4,0,fd,1,6.57057505595033,6.57057505595033,5.00000000000001,5.00000000000001,5,5,5.42076893409117,5.42076893409117,-0.0431140631188689,6.96113888856552,0.540928188202804,0.00367236200736797,-0.104523423033582,-3.60567651479999e-05,6.57057505595033,6.57057505595033,6.57057505595033,6.57057505595033,5.00000000000001,5.00000000000001,5.00000000000001,5.00000000000001,5,5,5,5,5.42076893409117,5.42076893409117,5.42076893409117,5.42076893409117,-0.0430921581952575,-0.0431140631188689,-0.0108263181045203,6.96113888856552,0.0237367958067978,0.540928188202804,0.00121989715898962,0.00367236200736797,-0.0018903851812837,-0.104523423033582,-1.31544444954557e-05,-3.60567651479999e-05
22,0.42,1,5.93999251928598e-15,0.507370944088899,0.144212258228419,1.42447675598446,0.522195061157077,0.135856391502743,1.42445906603865,-0.0148241170681784,0.00835586672567601,1.76899458057544e-05,5.64580382445001e-10,493.376466194239,39.8956347045166,33.0360234894027,4,0,fd,1,6.62353380576075,6.62353380576075,5.00000000088534,5.00000000088534,5.00000000056458,5.00000000056458,5.53637448879224,5.53637448879224,-0.0379430397551473,6.96397651059735,0.536525317621234,0.00333534206592685,-0.104365295483445,-3.34536420168429e-05,6.62353380576075,6.62353380576075,6.62353380576075,6.62353380576075,5.00000000088534,5.00000000088534,5.00000000088534,5.00000000088534,5.00000000056458,5.00000000056458,5.00000000056458,5.00000000056458,5.53637448879224,5.53637448879224,5.53637448879224,5.53637448879224,-0.0379071036838639,-0.0379430397551473,-0.00943800878370382,6.96397651059735,0.0206690188314198,0.536525317621234,0.00105206654997403,0.00333534206592685,-0.00164017215769263,-0.104365295483445,-1.14191477535996e-05,-3.34536420168429e-05
23,0.44,1,9.64255173009052e-15,0.509276738924518,0.143152744903491,1.42447517317373,0.522195061157077,0.135856391502743,1.42445906603865,-0.0129183222325591,0.00729635340074858,1.61071350825992e-05,7.67428787185054e-10,493.329679364958,39.8957745181471,33.0335578626098,4,0,fd,1,6.67032063504234,6.67032063504234,5.00000000076743,5.00000000076743,5.00000000097216,5.00000000097216,5.63764785422616,5.63764785422616,-0.0333012932608358,6.96644213739024,0.532662510459327,0.00304296600054806,-0.104225481852928,-3.11643937937541e-05,6.67032063504234,6.67032063504234,6.67032063504234,6.67032063504234,5.00000000076743,5.00000000076743,5.00000000076743,5.00000000076743,5.00000000097216,5.00000000097216,5.00000000097216,5.00000000097216,5.63764785422616,5.63764785422616,5.63764785422616,5.63764785422616,-0.0332575017969603,-0.0333012932608358,-0.00821630686419184,6.96644213739024,0.0179407454868254,0.532662510459327,0.000903829100842302,0.00304296600054806,-0.00141811392735036,-0.104225481852928,-9.87880781622152e-06,-3.11643937937541e-05
24,0.46,1,5.92611998938407e-15,0.51094029306652,0.142227539919955,1.42447366206195,0.522195061157077,0.135856391502743,1.42445906603865,-0.0112547680905576,0.00637114841721256,1.4596023298008e-05,0,493.288538210264,39.8958981795768,33.031388507906,4,0,fd,1,6.71146178973631,6.71146178973631,5,5,5,5,5.72595609289349,5.72595609289349,-0.0291374004732261,6.968611492094,0.529272702869138,0.00278914545927284,-0.104101820423195,-2.91474956251008e-05,6.71146178973631,6.71146178973631,6.71146178973631,6.71146178973631,5,5,5,5,5,5,5,5,5.72595609289349,5.72595609289349,5.72595609289349,5.72595609289349,-0.0290901132583272,-0.0291374004732261,-0.00711230262849938,6.968611492094,0.0155118365419824,0.529272702869138,0.000772539953977969,0.00278914545927284,-0.00122076586212927,-0.104101820423195,-8.50485611891827e-06,-2.91474956251008e-05
25,0.48,1,1.02606335258282e-14,0.512392077535445,0.141419808891999,1.42447223220116,0.522195061157077,0.135856391502743,1.42445906603865,-0.00980298362163268,0.0055634173892557,1.31661625129009e-05,3.69384522969085e-10,493.252303009582,39.8960066910671,33.0295230703347,4,0,fd,1,6.74769699041796,6.74769699041796,5.00000000839587,5.00000000839587,5.00000000036938,5.00000000036938,5.80287942169622,5.80287942169622,-0.0253935363208813,6.97047692966532,0.526303060958145,0.0025696465098137,-0.103993308932923,-2.73848520106568e-05,6.74769699041796,6.74769699041796,6.74769699041796,6.74769699041796,5.00000000839587,5.00000000839587,5.00000000839587,5.00000000839587,5.00000000036938,5.00000000036938,5.00000000036938,5.00000000036938,5.80287942169622,5.80287942169622,5.80287942169622,5.80287942169622,-0.0253457374461163,-0.0253935363208813,-0.00615761231133405,6.97047692966532,0.0133533705961213,0.526303060958145,0.000657006234661139,0.0025696465098137,-0.00104597135601381,-0.103993308932923,-7.29142783484349e-06,-2.73848520106568e-05
26,0.5,1,9.16884274750574e-15,0.513658904470166,0.140714763809749,1.42447089949174,0.522195061157077,0.135856391502743,1.42445906603865,-0.00853615668691154,0.00485837230700664,1.18334530914144e-05,3.77600173351311e-11,493.220508351232,39.8961023195343,33.0278876376587,4,0,fd,1,6.77949164876761,6.77949164876761,5.00000000003776,5.00000000003776,5.00000000213238,5.00000000213238,5.86961114932177,5.86961114932177,-0.0220235805010216,6.97211236234127,0.523694852701309,0.0023792240180249,-0.103897680465729,-2.58360675003468e-05,6.77949164876761,6.77949164876761,6.77949164876761,6.77949164876761,5.00000000003776,5.00000000003776,5.00000000003776,5.00000000003776,5.00000000213238,5.00000000213238,5.00000000213238,5.00000000213238,5.86961114932177,5.86961114932177,5.86961114932177,5.86961114932177,-0.0219772217818388,-0.0220235805010216,-0.00529974736862471,6.97211236234127,0.0114277446813773,0.523694852701309,0.000554655445696994,0.0023792240180249,-0.000890433455545292,-0.103897680465729,-6.20951527707803e-06,-2.58360675003468e-05
27,0.52,1,1.15617100009012e-14,0.514764343210789,0.140099445876028,1.42446966923391,0.522195061157077,0.135856391502743,1.42445906603865,-0.00743071794628791,0.00424305437328554,1.06031952604724e-05,0,493.193304802939,39.8961835763204,33.0264673954729,4,0,fd,1,6.8066951970614,6.8066951970614,5.00000000000001,5.00000000000001,5,5,5.92682345328295,5.92682345328295,-0.0189929750061251,6.97353260452708,0.521428695903127,0.002216432312931,-0.103816423679597,-2.44972196348776e-05,6.8066951970614,6.8066951970614,6.8066951970614,6.8066951970614,5.00000000000001,5.00000000000001,5.00000000000001,5.00000000000001,5,5,5,5,5.92682345328295,5.92682345328295,5.92682345328295,5.92682345328295,-0.018949240025762,-0.0189929750061251,-0.00454307406421606,6.97353260452708,0.00973437924651677,0.521428695903127,0.00046640917300067,0.002216432312931,-0.000754715900200154,-0.103816423679597,-5.26578199355754e-06,-2.44972196348776e-05
