step,time_s,success,routeB_residual,tip_x,tip_y,tip_z,target_x,target_y,target_z,err_x,err_y,err_z,tension_margin_low,tension_margin_low_physical,tension_margin_high,torque_margin_low,torque_margin_high,active_lower_count,active_upper_count,cable_active_lower_count,cable_active_upper_count,jacobian_backend,jacobian_fallback,du_norm,dqdd_norm,allow_mujoco_smoke_test,allow_formal_mujoco_validation,backend_dynamics,backend_sim,T_1,Tsafe_1,Tref_1,Tsafe_margin_1,Tlow_1,Tup_1,T_2,Tsafe_2,Tref_2,Tsafe_margin_2,Tlow_2,Tup_2,T_3,Tsafe_3,Tref_3,Tsafe_margin_3,Tlow_3,Tup_3,T_4,Tsafe_4,Tref_4,Tsafe_margin_4,Tlow_4,Tup_4,T_5,Tsafe_5,Tref_5,Tsafe_margin_5,Tlow_5,Tup_5,T_6,Tsafe_6,Tref_6,Tsafe_margin_6,Tlow_6,Tup_6,T_7,Tsafe_7,Tref_7,Tsafe_margin_7,Tlow_7,Tup_7,T_8,Tsafe_8,Tref_8,Tsafe_margin_8,Tlow_8,Tup_8,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,uwo_1,ua_1,uwo_2,ua_2,uwo_3,ua_3,uwo_4,ua_4,uwo_5,ua_5,uwo_6,ua_6,uwo_7,ua_7,uwo_8,ua_8,uwo_9,ua_9,uwo_10,ua_10,uwo_11,ua_11,uwo_12,ua_12,uwo_13,ua_13,uwo_14,ua_14,tension_margin_low_min,tension_margin_low_mean,num_steps_near_lower_bound,near_lower_bound_ratio,worst_cable_index,tension_spread,tension_balance_metric
1,0,1,3.36380980244523e-14,0.0570355193772182,-0.00371489804936866,0.285124963237541,0.237035519377218,-0.103714898049369,0.685124963237541,-0.18,0.1,-0.4,3.33022498466562e-11,2.0000000000333,392.984077136409,30.4838005216958,8.12472168913749,4,0,4,0,pinocchio,0,169.884715474529,947.814569635275,1,0,pinocchio,integrator,7.00000000111843,7,13,2,1,0,7.00000000111843,7,13,2,1,0,107.015922863591,7,13,2,0,0,107.015922863591,7,13,2,0,0,47.0658536196893,7,13,2,0,0,47.0658536196893,7,13,2,0,0,7.0000000000333,7,13,2,1,0,7.0000000000333,7,13,2,1,0,-9.51619947830421,31.8752783108625,15.9394391317444,-0.400967879622534,-2.82926489165389,-0.0526371955479163,7.00000000111843,7.00000000111843,7.00000000111843,7.00000000111843,107.015922863591,107.015922863591,107.015922863591,107.015922863591,47.0658536196893,47.0658536196893,47.0658536196893,47.0658536196893,7.0000000000333,7.0000000000333,7.0000000000333,7.0000000000333,-9.51619947830421,-9.51619947830421,30.9425866342759,31.8752783108625,16.5257709151548,15.9394391317444,-0.400967879622534,-0.400967879622534,-2.88886393787411,-2.82926489165389,-0.0526371955479163,-0.0526371955479163,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
2,0.02,1,1.33744591378341e-12,0.0638797073218618,-0.00613018280779568,0.309332419069583,0.237035519377218,-0.103714898049369,0.685124963237541,-0.173155812055356,0.097584715241573,-0.375792544167957,1.62128976910481e-10,2.00000000016213,411.054326910538,13.8176731317322,33.919150900069,2,0,2,0,pinocchio,0,206.71602444989,1552.22455316893,1,0,pinocchio,integrator,37.9669032602032,7,13,2,0,0,37.9669032602032,7,13,2,0,0,7.00000000016213,7,13,2,1,0,7.00000000016213,7,13,2,1,0,8.85658169632565,7,13,2,0,0,8.85658169632565,7,13,2,0,0,88.9456730894617,7,13,2,0,0,88.9456730894617,7,13,2,0,0,6.08084909993102,-26.1823268682678,-9.08567100883179,0.502062265257132,1.65787221659871,0.0469652900709542,37.9669032602032,37.9669032602032,37.9669032602032,37.9669032602032,7.00000000016213,7.00000000016213,7.00000000016213,7.00000000016213,8.85658169632565,8.85658169632565,8.85658169632565,8.85658169632565,88.9456730894617,88.9456730894617,88.9456730894617,88.9456730894617,6.36416653169305,6.08084909993102,-28.1065969061791,-26.1823268682678,-9.89177851169068,-9.08567100883179,0.501015733834727,0.502062265257132,1.52278592175072,1.65787221659871,0.0372013867951893,0.0469652900709542,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
3,0.04,1,1.18782174955111e-14,0.0773511931314928,-0.0132063800710907,0.32529321651367,0.237035519377218,-0.103714898049369,0.685124963237541,-0.159684326245725,0.0905085179782779,-0.359831746723871,6.77641144775533,8.77641144775533,460.079061939039,32.3009731003973,36.8706853529969,0,0,0,0,pinocchio,0,112.210065673151,649.184074212985,1,0,pinocchio,integrator,13.7764114477553,7,13,2,0,0,13.7764114477553,7,13,2,0,0,39.920938060961,7,13,2,0,0,39.920938060961,7,13,2,0,0,21.4084854110161,7,13,2,0,0,21.4084854110161,7,13,2,0,0,24.5053310456372,7,13,2,0,0,24.5053310456372,7,13,2,0,0,0.172217942816829,-7.69902689960275,3.12931464700308,-0.142325309582168,-0.433754083307188,-0.00125651807236368,13.7764114477553,13.7764114477553,13.7764114477553,13.7764114477553,39.920938060961,39.920938060961,39.920938060961,39.920938060961,21.4084854110161,21.4084854110161,21.4084854110161,21.4084854110161,24.5053310456372,24.5053310456372,24.5053310456372,24.5053310456372,0.293440070692078,0.172217942816829,-8.22995926279875,-7.69902689960275,4.12492580758329,3.12931464700308,-0.14824638591071,-0.142325309582168,-0.507255512664884,-0.433754083307188,-0.00441669405326195,-0.00125651807236368,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
4,0.06,1,1.30799816427755e-14,0.0916011852457796,-0.0211319417052059,0.349031941849693,0.237035519377218,-0.103714898049369,0.685124963237541,-0.145434334131439,0.0825829563441627,-0.336093021387848,7.38428900499319,9.38428900499319,473.23052946545,37.7485393436158,39.6706846655333,0,0,0,0,pinocchio,0,30.295087231339,82.0566069987261,1,0,pinocchio,integrator,17.4171235612523,7,13,2,0,0,17.4171235612523,7,13,2,0,0,20.7132327723963,7,13,2,0,0,20.7132327723963,7,13,2,0,0,14.3842890049932,7,13,2,0,0,14.3842890049932,7,13,2,0,0,26.7694705345501,7,13,2,0,0,26.7694705345501,7,13,2,0,0,0.329315334466739,-2.25146065638419,-1.37420919119014,0.044626185186982,0.0108583622375968,0.00769241191015162,17.4171235612523,17.4171235612523,17.4171235612523,17.4171235612523,20.7132327723963,20.7132327723963,20.7132327723963,20.7132327723963,14.3842890049932,14.3842890049932,14.3842890049932,14.3842890049932,26.7694705345501,26.7694705345501,26.7694705345501,26.7694705345501,0.499197424665859,0.329315334466739,-3.13620972593992,-2.25146065638419,-0.144801368320678,-1.37420919119014,0.0374864674996616,0.044626185186982,-0.0320742171351256,0.0108583622375968,0.00236310298274134,0.00769241191015162,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
5,0.08,1,7.83976646668629e-15,0.106479575699743,-0.0294543286827307,0.375604194529184,0.237035519377218,-0.103714898049369,0.685124963237541,-0.130555943677475,0.074260569366638,-0.309520768708356,6.61199217056484,8.61199217056484,478.466378624665,36.5804629721953,39.4793239427509,0,0,0,0,pinocchio,0,10.0331605527294,16.1172096917563,1,0,pinocchio,integrator,15.6955770310577,7,13,2,0,0,15.6955770310577,7,13,2,0,0,16.3907675722992,7,13,2,0,0,16.3907675722992,7,13,2,0,0,13.6119921705648,7,13,2,0,0,13.6119921705648,7,13,2,0,0,21.533621375335,7,13,2,0,0,21.533621375335,7,13,2,0,0,0.520676057249118,-3.41953702780469,-1.78346119750305,0.0981053747395019,0.0833990958046378,0.00824117497622995,15.6955770310577,15.6955770310577,15.6955770310577,15.6955770310577,16.3907675722992,16.3907675722992,16.3907675722992,16.3907675722992,13.6119921705648,13.6119921705648,13.6119921705648,13.6119921705648,21.533621375335,21.533621375335,21.533621375335,21.533621375335,0.68920478931981,0.520676057249118,-4.26385347306158,-3.41953702780469,-0.319222251089158,-1.78346119750305,0.0744872846315161,0.0981053747395019,0.0620659934181731,0.0833990958046378,0.0024786446768772,0.00824117497622995,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
6,0.1,1,6.55181582990917e-15,0.121312124146516,-0.0376742444870656,0.402922498231431,0.237035519377218,-0.103714898049369,0.685124963237541,-0.115723395230702,0.0660406535623031,-0.28220246500611,6.21012463039254,8.21012463039254,482.027971033471,36.868188617578,39.4913776661905,0,0,0,0,pinocchio,0,5.84292304819925,5.73091087210453,1,0,pinocchio,integrator,14.6413920546102,7,13,2,0,0,14.6413920546102,7,13,2,0,0,14.6426120340661,7,13,2,0,0,14.6426120340661,7,13,2,0,0,13.2101246303925,7,13,2,0,0,13.2101246303925,7,13,2,0,0,17.9720289665294,7,13,2,0,0,17.9720289665294,7,13,2,0,0,0.50862233380947,-3.13181138242196,-2.05276237054359,0.126917624259234,0.0807491335090573,0.00801973513886631,14.6413920546102,14.6413920546102,14.6413920546102,14.6413920546102,14.6426120340661,14.6426120340661,14.6426120340661,14.6426120340661,13.2101246303925,13.2101246303925,13.2101246303925,13.2101246303925,17.9720289665294,17.9720289665294,17.9720289665294,17.9720289665294,0.651814977542202,0.50862233380947,-3.93495643610338,-3.13181138242196,-0.366382197971703,-2.05276237054359,0.0855867581273912,0.126917624259234,0.0778020634344827,0.0807491335090573,0.00217537190623318,0.00801973513886631,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
7,0.12,1,6.25276787617461e-15,0.135568544546714,-0.0454617641367044,0.429889266523342,0.237035519377218,-0.103714898049369,0.685124963237541,-0.101466974830504,0.0582531339126642,-0.255235696714199,6.00664325649816,8.00664325649816,484.119338347409,37.6792912742311,39.5746202055884,0,0,0,0,pinocchio,0,3.43083517048226,7.22671744989169,1,0,pinocchio,integrator,14.0232767864912,7,13,2,0,0,14.0232767864912,7,13,2,0,0,13.7847049254517,7,13,2,0,0,13.7847049254517,7,13,2,0,0,13.0066432564982,7,13,2,0,0,13.0066432564982,7,13,2,0,0,15.8806616525907,7,13,2,0,0,15.8806616525907,7,13,2,0,0,0.425379794411583,-2.32070872576886,-2.305414755956,0.145629892503958,0.0705612665113283,0.00771198140655615,14.0232767864912,14.0232767864912,14.0232767864912,14.0232767864912,13.7847049254517,13.7847049254517,13.7847049254517,13.7847049254517,13.0066432564982,13.0066432564982,13.0066432564982,13.0066432564982,15.8806616525907,15.8806616525907,15.8806616525907,15.8806616525907,0.54009947793331,0.425379794411583,-3.10688496154648,-2.32070872576886,-0.442907164084872,-2.305414755956,0.0871726414290777,0.145629892503958,0.0794117749788157,0.0705612665113283,0.00192139876680386,0.00771198140655615,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
8,0.14,1,7.66624888652543e-15,0.148904959749128,-0.0526365373910805,0.455819805854465,0.237035519377218,-0.103714898049369,0.685124963237541,-0.0881305596280905,0.0510783606582882,-0.229305157383075,5.94720633418838,7.94720633418838,485.382551010213,37.4981200666404,39.671915667257,0,0,0,0,pinocchio,0,2.1361520022523,6.76484515924713,1,0,pinocchio,integrator,13.6134551387334,7,13,2,0,0,13.6134551387334,7,13,2,0,0,13.4066885225514,7,13,2,0,0,13.4066885225514,7,13,2,0,0,12.9472063341884,7,13,2,0,0,12.9472063341884,7,13,2,0,0,14.6174489897874,7,13,2,0,0,14.6174489897874,7,13,2,0,0,0.328084332742993,-1.46775411709699,-2.50187993335961,0.158232951549287,0.0608416705661229,0.00737831658154778,13.6134551387334,13.6134551387334,13.6134551387334,13.6134551387334,13.4066885225514,13.4066885225514,13.4066885225514,13.4066885225514,12.9472063341884,12.9472063341884,12.9472063341884,12.9472063341884,14.6174489897874,14.6174489897874,14.6174489897874,14.6174489897874,0.421030817869131,0.328084332742993,-2.25562329617988,-1.46775411709699,-0.507052247620258,-2.50187993335961,0.0846972738589926,0.158232951549287,0.074665792572624,0.0608416705661229,0.00172545686976378,0.00737831658154778,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
9,0.16,1,8.18905836057132e-15,0.161116185252405,-0.0591248693316677,0.48028472451839,0.237035519377218,-0.103714898049369,0.685124963237541,-0.075919334124813,0.0445900287177009,-0.204840238719151,5.96276304838162,7.96276304838162,486.175303962723,37.362085616384,39.7611975417776,0,0,0,0,pinocchio,0,1.41273915870509,5.80902026392566,1,0,pinocchio,integrator,13.32493770702,7,13,2,0,0,13.32493770702,7,13,2,0,0,13.2844833224072,7,13,2,0,0,13.2844833224072,7,13,2,0,0,12.9627630483816,7,13,2,0,0,12.9627630483816,7,13,2,0,0,13.8246960372774,7,13,2,0,0,13.8246960372774,7,13,2,0,0,0.23880245822243,-0.722271547234624,-2.63791438361604,0.167008515866686,0.0525518858551203,0.00702164242686705,13.32493770702,13.32493770702,13.32493770702,13.32493770702,13.2844833224072,13.2844833224072,13.2844833224072,13.2844833224072,12.9627630483816,12.9627630483816,12.9627630483816,12.9627630483816,13.8246960372774,13.8246960372774,13.8246960372774,13.8246960372774,0.318321686206595,0.23880245822243,-1.52754389071549,-0.722271547234624,-0.543657685013983,-2.63791438361604,0.0807196451868606,0.167008515866686,0.0659487958292786,0.0525518858551203,0.00155308349810923,0.00702164242686705,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
10,0.18,1,8.70628536772145e-15,0.172101473790986,-0.0649205170259539,0.503033457540435,0.237035519377218,-0.103714898049369,0.685124963237541,-0.0649340455862322,0.0387943810234148,-0.182091505697106,6.01041959248694,8.01041959248694,486.688524196649,37.2787698910343,39.8265043862041,0,0,0,0,pinocchio,0,0.97292117515153,4.82831498670796,1,0,pinocchio,integrator,13.1155868186271,7,13,2,0,0,13.1155868186271,7,13,2,0,0,13.2865683735116,7,13,2,0,0,13.2865683735116,7,13,2,0,0,13.0104195924869,7,13,2,0,0,13.0104195924869,7,13,2,0,0,13.3114758033509,7,13,2,0,0,13.3114758033509,7,13,2,0,0,0.166156052333344,-0.124386495144246,-2.72123010896572,0.173495613795907,0.0459452122151896,0.00664025314171473,13.1155868186271,13.1155868186271,13.1155868186271,13.1155868186271,13.2865683735116,13.2865683735116,13.2865683735116,13.2865683735116,13.0104195924869,13.0104195924869,13.0104195924869,13.0104195924869,13.3114758033509,13.3114758033509,13.3114758033509,13.3114758033509,0.239049423525756,0.166156052333344,-0.960878420714003,-0.124386495144246,-0.550500672629376,-2.72123010896572,0.0762917987041973,0.173495613795907,0.0550533640607966,0.0459452122151896,0.00137825484163301,0.00664025314171473,3.33022498466562e-11,5.62464471995923,2,0.025,7,3.48384960962375,0.0565306377442616
