step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,err_norm,q_platform_x,q_platform_y,q_platform_psi,solver_status,fail_reason,fallback_applied,hold_active,u_a_1,u_a_2,u_a_3,u_a_4,u_a_5,u_a_6,u_a_7,u_a_8,u_a_9,u_a_10,u_a_11,u_a_12,u_a_13,u_a_14,qdd_1,qdd_2,qdd_3,qdd_4,qdd_5,qdd_6,qdd_7,qdd_8,qdd_9,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,cable_force_1,cable_force_2,cable_force_3,cable_force_4,cable_force_5,cable_force_6,cable_force_7,cable_force_8,cable_length_1,cable_length_2,cable_length_3,cable_length_4,cable_length_5,cable_length_6,cable_length_7,cable_length_8,arm_torque_1,arm_torque_2,arm_torque_3,arm_torque_4,arm_torque_5,arm_torque_6
11.0,0.19999999999999998,0.061061782614438974,0.010040952883604508,0.24858416458402496,0.060746826887191394,0.010002371411802463,0.24858416458402444,-0.0003149557272475803,-3.858147180204469e-05,-5.273559366969494e-16,0.00031731000629110984,0.004040563575223637,3.8893035125668137e-05,-5.463991790738682e-06,min_task,none,false,false,8.526312048562573,8.526312048562573,7.0,7.0,7.0,7.0,8.575340135390613,8.575340135390613,0.0,0.0,0.0,0.0,0.0,0.0,0.6153562316171431,-0.010039782214023057,4.286907964138459e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.004040563575223637,3.8893035125668137e-05,-5.463991790738682e-06,0.0,0.58,0.92,0.0,0.0,0.0,8.526312048562573,8.526312048562573,7.0,7.0,7.0,7.0,8.575340135390613,8.575340135390613,1.1992002576707306,1.1992002576707306,1.2049145921105155,1.2049145921105155,1.2049694590958369,1.2049694590958369,1.1992553860918909,1.1992553860918909,0.0,0.0,0.0,0.0,0.0,0.0
12.0,0.21999999999999997,0.062227422557089976,0.01004829397672743,0.24858416458402463,0.06185634848131639,0.010002371411802463,0.24858416458402444,-0.0003710740757735878,-4.5922564924966505e-05,-1.942890293094024e-16,0.00037390486982721974,0.005206189936340274,4.631155617288102e-05,-6.821870776568967e-06,min_task,none,false,false,8.602434727754439,8.602434727754439,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.656505158101806,8.656505158101806,0.0,0.0,0.0,0.0,0.0,0.0,0.6433892153916719,-0.011093679843638554,-9.826124832413677e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.005206189936340274,4.631155617288102e-05,-6.821870776568967e-06,0.0,0.58,0.92,0.0,0.0,0.0,8.602434727754439,8.602434727754439,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.656505158101806,8.656505158101806,1.198373007287411,1.198373007287411,1.2057358378053882,1.2057358378053882,1.2058011231333619,1.2058011231333619,1.1984386937079796,1.1984386937079796,0.0,0.0,0.0,0.0,0.0,0.0
13.0,0.23999999999999996,0.06357306014829794,0.010055732523727224,0.2485841645840246,0.06314019209919139,0.010002371411802463,0.24858416458402444,-0.0004328680491065551,-5.336111192476116e-05,-1.6653345369377348e-16,0.0004361446505497481,0.0065518120488993695,5.3838347244113484e-05,-8.369435697401864e-06,min_task,none,false,false,8.66457918620188,8.66457918620188,7.0,7.0,7.0,7.0,8.722988761215557,8.722988761215557,0.0,0.0,0.0,0.0,0.0,0.0,0.6649620244187148,-0.012008572136019259,-7.99578069256516e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0065518120488993695,5.3838347244113484e-05,-8.369435697401864e-06,0.0,0.58,0.92,0.0,0.0,0.0,8.66457918620188,8.66457918620188,7.0,7.0,7.0,7.0,8.722988761215557,8.722988761215557,1.1974194502355908,1.1974194502355908,1.2066853363819658,1.2066853363819658,1.2067611687980797,1.2067611687980797,1.1974958694217503,1.1974958694217503,0.0,0.0,0.0,0.0,0.0,0.0
14.0,0.25999999999999995,0.06510299849472384,0.01006311404039381,0.248584164584025,0.06460243659706638,0.010002371411802463,0.24858416458402444,-0.0005005618976574588,-6.074262859134642e-05,-5.551115123125783e-16,0.0005042339539485838,0.008081732850407461,6.131988879098353e-05,-1.0123603981251644e-05,min_task,none,false,false,8.71325212619015,8.71325212619015,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,8.775244852585049,8.775244852585049,0.0,0.0,0.0,0.0,0.0,0.0,0.6802483975666047,-0.012773117116945017,-0.00016264328143570522,0.0,0.0,0.0,0.0,0.0,0.0,0.008081732850407461,6.131988879098353e-05,-1.0123603981251644e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.71325212619015,8.71325212619015,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,8.775244852585049,8.775244852585049,1.196336972971505,1.196336972971505,1.20776655234475,1.20776655234475,1.207852840165083,1.207852840165083,1.1964240851097727,1.1964240851097727,0.0,0.0,0.0,0.0,0.0,0.0
15.0,0.27999999999999997,0.06681977712027994,0.010070294676963219,0.24858416458402455,0.0662455278711914,0.010002371411802463,0.24858416458402444,-0.0005742492490885404,-6.792326516075545e-05,-1.1102230246251565e-16,0.0005782523411356419,0.009798491708834605,6.861322046671868e-05,-1.2099973421193398e-05,min_task,none,false,false,8.749018864409809,8.749018864409809,7.0,7.0,7.0,7.0,8.81381217470229,8.81381217470229,0.0,0.0,0.0,0.0,0.0,0.0,0.689460323414951,-0.013381184831687496,-0.0002507387753115946,0.0,0.0,0.0,0.0,0.0,0.0,0.009798491708834605,6.861322046671868e-05,-1.2099973421193398e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.749018864409809,8.749018864409809,7.0,7.0,7.0,7.0,8.81381217470229,8.81381217470229,1.1951242496622756,1.1951242496622756,1.2089817386707775,1.2089817386707775,1.2090781853346426,1.2090781853346426,1.1952218145363285,1.1952218145363285,0.0,0.0,0.0,0.0,0.0,0.0
16.0,0.3,0.06872424456560376,0.01007714377789232,0.24858416458402488,0.06807035540281639,0.010002371411802463,0.24858416458402444,-0.0006538891627873716,-7.477236608985707e-05,-4.440892098500626e-16,0.0006581503961416762,0.011702937051168559,7.558833511523197e-05,-1.4309914749000444e-05,min_task,none,false,false,8.772483470943577,8.772483470943577,7.0,7.0,7.0,7.0,8.839289820460298,8.839289820460298,0.0,0.0,0.0,0.0,0.0,0.0,0.6928388076424645,-0.013830945196085558,-0.0003353986139106264,0.0,0.0,0.0,0.0,0.0,0.0,0.011702937051168559,7.558833511523197e-05,-1.4309914749000444e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.772483470943577,8.772483470943577,7.0,7.0,7.0,7.0,8.839289820460298,8.839289820460298,1.1937811865117989,1.1937811865117989,1.2103319825127352,1.2103319825127352,1.2104381057087494,1.2104381057087494,1.1938887808871042,1.1938887808871042,0.0,0.0,0.0,0.0,0.0,0.0
17.0,0.32,0.07081563767570265,0.010083545486659127,0.2485841645840245,0.0700763288031914,0.010002371411802463,0.24858416458402444,-0.0007393088725112518,-8.11740748566641e-05,-5.551115123125783e-17,0.0007437518668229973,0.013794305681713349,8.212960879568166e-05,-1.6757506527542545e-05,min_task,none,false,false,8.784273365291947,8.784273365291947,6.999999999999998,6.999999999999998,6.999999999999998,6.999999999999998,8.852317564055355,8.852317564055355,0.0,0.0,0.0,0.0,0.0,0.0,0.6906463906617936,-0.014124028278823746,-0.0004067824424428893,0.0,0.0,0.0,0.0,0.0,0.0,0.013794305681713349,8.212960879568166e-05,-1.6757506527542545e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.784273365291947,8.784273365291947,6.999999999999998,6.999999999999998,6.999999999999998,6.999999999999998,8.852317564055355,8.852317564055355,1.1923088604211878,1.1923088604211878,1.2118172546979316,1.2118172546979316,1.211932407669109,1.211932407669109,1.19242589732607,1.19242589732607,0.0,0.0,0.0,0.0,0.0,0.0
18.0,0.34,0.07309166566125151,0.010089399569401865,0.24858416458402466,0.0722614543585664,0.010002371411802463,0.24858416458402444,-0.0008302113026851105,-8.702815759940169e-05,-2.220446049250313e-16,0.000834760269371545,0.0160703068725575,8.813645808644653e-05,-1.9436618127912436e-05,min_task,none,false,false,8.78502760952742,8.78502760952742,6.999999999999997,6.999999999999997,6.999999999999997,6.999999999999997,8.853560302598515,8.853560302598515,0.0,0.0,0.0,0.0,0.0,0.0,0.6831611460460822,-0.014264767464350979,-0.0004548325207978649,0.0,0.0,0.0,0.0,0.0,0.0,0.0160703068725575,8.813645808644653e-05,-1.9436618127912436e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.78502760952742,8.78502760952742,6.999999999999997,6.999999999999997,6.999999999999997,6.999999999999997,8.853560302598515,8.853560302598515,1.1907094532979658,1.1907094532979658,1.2134364616944318,1.2134364616944318,1.213559855596565,1.213559855596565,1.1908352021666113,1.1908352021666113,0.0,0.0,0.0,0.0,0.0,0.0
19.0,0.36000000000000004,0.07554859741009147,0.010094621615037516,0.24858416458402485,0.0746224115751914,0.010002371411802463,0.24858416458402444,-0.0009261858349000757,-9.225020323505237e-05,-4.163336342344337e-16,0.0009307686612507206,0.018527209699968492,9.35233982137022e-05,-2.2328419609369336e-05,min_task,none,false,false,8.77538823841557,8.77538823841557,7.0,7.0,7.0,7.0,8.843695983147246,8.843695983147246,0.0,0.0,0.0,0.0,0.0,0.0,0.6706719228056923,-0.014259531856929752,-0.0004700449947966599,0.0,0.0,0.0,0.0,0.0,0.0,0.018527209699968492,9.35233982137022e-05,-2.2328419609369336e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.77538823841557,8.77538823841557,7.0,7.0,7.0,7.0,8.843695983147246,8.843695983147246,1.1889861831012516,1.1889861831012516,1.2151874990474862,1.2151874990474862,1.2153182254805683,1.2153182254805683,1.1891197899915869,1.1891197899915869,0.0,0.0,0.0,0.0,0.0,0.0
20.0,0.38000000000000006,0.07818135085206618,0.010099142752314784,0.24858416458402485,0.07715462972431641,0.010002371411802463,0.24858416458402444,-0.0010267211277497634,-9.677134051232043e-05,-4.163336342344337e-16,0.0010312715289933576,0.021159932427566655,9.821965547581424e-05,-2.5399546864518776e-05,min_task,none,false,false,8.755994059244378,8.755994059244378,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.823406464128254,8.823406464128254,0.0,0.0,0.0,0.0,0.0,0.0,0.6534746247075958,-0.014116150666044101,-0.0004441679835474356,0.0,0.0,0.0,0.0,0.0,0.0,0.021159932427566655,9.821965547581424e-05,-2.5399546864518776e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.755994059244378,8.755994059244378,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.823406464128254,8.823406464128254,1.1871432325229925,1.1871432325229925,1.2170673055668708,1.2170673055668708,1.2172043586172463,1.2172043586172463,1.1872837398373481,1.1872837398373481,0.0,0.0,0.0,0.0,0.0,0.0
21.0,0.4000000000000001,0.08098358345095952,0.010102909006717656,0.2485841645840249,0.07985236438719141,0.010002371411802463,0.24858416458402444,-0.0011312190637681047,-0.000100537594915193,-4.718447854656915e-16,0.0011356779377198973,0.0239621330084277,0.00010216846610738385,-2.8601083800837407e-05,min_task,none,false,false,8.727476439442519,8.727476439442519,7.0,7.0,7.0,7.0,8.79337082870512,8.79337082870512,0.0,0.0,0.0,0.0,0.0,0.0,0.6318693475059626,-0.013843429114613014,-0.00037077347430103597,0.0,0.0,0.0,0.0,0.0,0.0,0.0239621330084277,0.00010216846610738385,-2.8601083800837407e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.727476439442519,8.727476439442519,7.0,7.0,7.0,7.0,8.79337082870512,8.79337082870512,1.1851856760519452,1.1851856760519452,1.2190719177745497,1.2190719177745497,1.2192142150932805,1.2192142150932805,1.185332041369722,1.185332041369722,0.0,0.0,0.0,0.0,0.0,0.0
22.0,0.4200000000000001,0.08394778311973558,0.01010588040281459,0.24858416458402469,0.08270877400006642,0.010002371411802463,0.24858416458402444,-0.0012390091196691627,-0.00010350899101212695,-2.498001805406602e-16,0.0012433252630923665,0.02692630000144082,0.0001053261721354215,-3.1868448558893324e-05,min_task,none,false,false,8.69045667700459,8.69045667700459,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.754260729747838,8.754260729747838,0.0,0.0,0.0,0.0,0.0,0.0,0.6061582199792273,-0.013450752611665702,-0.0002456672853859162,0.0,0.0,0.0,0.0,0.0,0.0,0.02692630000144082,0.0001053261721354215,-3.1868448558893324e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.69045667700459,8.69045667700459,7.000000000000001,7.000000000000001,7.000000000000001,7.000000000000001,8.754260729747838,8.754260729747838,1.1831194060422217,1.1831194060422217,1.2211965243075134,1.2211965243075134,1.2213429269072629,1.2213429269072629,1.1832705198217979,1.1832705198217979,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.4400000000000001,0.08706535903649133,0.010108029900927264,0.24858416458402463,0.08571599639919142,0.010002371411802463,0.24858416458402444,-0.001349362637299914,-0.00010565848912480122,-1.942890293094024e-16,0.0013534929786537923,0.03004384337922567,0.00010766120377750442,-3.5122195503095565e-05,min_task,none,false,false,8.645544617135439,8.645544617135439,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,8.706737401891962,8.706737401891962,0.0,0.0,0.0,0.0,0.0,0.0,0.5766438171303203,-0.012947773575160509,-6.711963726722706e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.03004384337922567,0.00010766120377750442,-3.5122195503095565e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.645544617135439,8.645544617135439,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,8.706737401891962,8.706737401891962,1.1809510583070957,1.1809510583070957,1.2234355201178007,1.2234355201178007,1.2235848506970624,1.2235848506970624,1.1811057603305846,1.1811057603305846,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.46000000000000013,0.0903267319847916,0.010109342241233886,0.24858416458402474,0.08886522536581642,0.010002371411802463,0.24858416458402444,-0.001461506618975178,-0.00010697082943142248,-3.0531133177191805e-16,0.0014654161032476415,0.03330518485184617,0.00010915301822346777,-3.826967567635075e-05,min_task,none,false,false,8.59333823812032,8.59333823812032,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,8.651450025727469,8.651450025727469,0.0,0.0,0.0,0.0,0.0,0.0,0.5436280337756259,-0.012344173410546225,0.00016408372226142274,0.0,0.0,0.0,0.0,0.0,0.0,0.03330518485184617,0.00010915301822346777,-3.826967567635075e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.59333823812032,8.59333823812032,6.999999999999999,6.999999999999999,6.999999999999999,6.999999999999999,8.651450025727469,8.651450025727469,1.1786879376771953,1.1786879376771953,1.2257825604253718,1.2257825604253718,1.2259336201270503,1.2259336201270503,1.1788450321991244,1.1788450321991244,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0.48000000000000015,0.09372142395880682,0.010109812753829342,0.24858416458402469,0.09214678717119143,0.010002371411802463,0.24858416458402444,-0.0015746367876153938,-0.00010744134202687883,-2.498001805406602e-16,0.0015782980247368568,0.03669984744790006,0.00010979104677612917,-4.120744082669725e-05,min_task,none,false,false,8.534423980899652,8.534423980899652,6.999999999999998,6.999999999999998,6.999999999999998,6.999999999999998,8.589035173406199,8.589035173406199,0.0,0.0,0.0,0.0,0.0,0.0,0.507411324347411,-0.01164949079465892,0.0004447548742962294,0.0,0.0,0.0,0.0,0.0,0.0,0.03669984744790006,0.00010979104677612917,-4.120744082669725e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.534423980899652,8.534423980899652,6.999999999999998,6.999999999999998,6.999999999999998,6.999999999999998,8.589035173406199,8.589035173406199,1.1763379438964974,1.1763379438964974,1.2282306144640425,1.2282306144640425,1.228382198048205,1.228382198048205,1.1764962135194736,1.1764962135194736,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0.5000000000000001,0.09723814686578464,0.010109446180063606,0.24858416458402474,0.09555021712156642,0.010002371411802463,0.24858416458402444,-0.0016879297442182195,-0.00010707476826114261,-3.0531133177191805e-16,0.001691322508398313,0.04021654418708985,0.00010957368668725119,-4.3824233480752485e-05,min_task,none,false,false,8.469377640198557,8.469377640198557,7.0,7.0,7.0,7.0,8.5201171039684,8.5201171039684,0.0,0.0,0.0,0.0,0.0,0.0,0.46829223005461335,-0.010873006587629788,0.0007695550132328687,0.0,0.0,0.0,0.0,0.0,0.0,0.04021654418708985,0.00010957368668725119,-4.3824233480752485e-05,0.0,0.58,0.92,0.0,0.0,0.0,8.469377640198557,8.469377640198557,7.0,7.0,7.0,7.0,8.5201171039684,8.5201171039684,1.1739094981765192,1.1739094981765192,1.2307720191203217,1.2307720191203217,1.2309229285819565,1.2309229285819565,1.1740677165173712,1.1740677165173712,0.0,0.0,0.0,0.0,0.0,0.0
