step,time_s,success,routeB_residual,tip_x,tip_y,tip_z,target_x,target_y,target_z,err_x,err_y,err_z,tension_margin_low,tension_margin_low_physical,tension_margin_high,torque_margin_low,torque_margin_high,active_lower_count,active_upper_count,cable_active_lower_count,cable_active_upper_count,jacobian_backend,jacobian_fallback,du_norm,dqdd_norm,allow_mujoco_smoke_test,allow_formal_mujoco_validation,backend_dynamics,backend_sim,T_1,Tsafe_1,Tref_1,Tsafe_margin_1,Tlow_1,Tup_1,T_2,Tsafe_2,Tref_2,Tsafe_margin_2,Tlow_2,Tup_2,T_3,Tsafe_3,Tref_3,Tsafe_margin_3,Tlow_3,Tup_3,T_4,Tsafe_4,Tref_4,Tsafe_margin_4,Tlow_4,Tup_4,T_5,Tsafe_5,Tref_5,Tsafe_margin_5,Tlow_5,Tup_5,T_6,Tsafe_6,Tref_6,Tsafe_margin_6,Tlow_6,Tup_6,T_7,Tsafe_7,Tref_7,Tsafe_margin_7,Tlow_7,Tup_7,T_8,Tsafe_8,Tref_8,Tsafe_margin_8,Tlow_8,Tup_8,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,uwo_1,ua_1,uwo_2,ua_2,uwo_3,ua_3,uwo_4,ua_4,uwo_5,ua_5,uwo_6,ua_6,uwo_7,ua_7,uwo_8,ua_8,uwo_9,ua_9,uwo_10,ua_10,uwo_11,ua_11,uwo_12,ua_12,uwo_13,ua_13,uwo_14,ua_14,tension_margin_low_min,tension_margin_low_mean,num_steps_near_lower_bound,near_lower_bound_ratio,worst_cable_index,tension_spread,tension_balance_metric
1,0,1,3.36388673719838e-14,0.156636642600868,0.107690361047947,0.285124963237541,0.336636642600868,0.00769036104794683,0.685124963237541,-0.18,0.1,-0.4,1.64179780881568e-11,2.00000000001642,404.704919978372,30.4563879783095,7.02750780492059,4,0,4,0,pinocchio,0,162.74955748178,951.323411009483,1,0,pinocchio,integrator,7.00000000008877,7,13,2,1,0,7.00000000008877,7,13,2,1,0,95.2950800216277,7,13,2,0,0,95.2950800216277,7,13,2,0,0,58.0614280813436,7,13,2,0,0,58.0614280813436,7,13,2,0,0,7.00000000001642,7,13,2,1,0,7.00000000001642,7,13,2,1,0,-9.54361202169045,32.9724921950794,15.5452929350295,-0.379778819808315,-2.91521440702266,-0.0513360470474993,7.00000000008877,7.00000000008877,7.00000000008877,7.00000000008877,95.2950800216277,95.2950800216277,95.2950800216277,95.2950800216277,58.0614280813436,58.0614280813436,58.0614280813436,58.0614280813436,7.00000000001642,7.00000000001642,7.00000000001642,7.00000000001642,-9.54361202169045,-9.54361202169045,32.0398005184928,32.9724921950794,16.1316247184399,15.5452929350295,-0.379778819808315,-0.379778819808315,-2.97481345324287,-2.91521440702266,-0.0513360470474993,-0.0513360470474993,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
2,0.02,1,3.16742562362261e-14,0.163164760302013,0.105007210446235,0.309364802381414,0.336636642600868,0.00769036104794683,0.685124963237541,-0.173471882298855,0.0973168493982879,-0.375760160856127,3.09974268475344e-13,2.00000000000031,421.212104602357,13.2730995799874,33.8547838255003,4,0,4,0,pinocchio,0,204.743612342148,1558.32353478095,1,0,pinocchio,integrator,62.6060826251005,7,13,2,0,0,62.6060826251005,7,13,2,0,0,7.00000000000031,7,13,2,1,0,7.00000000000031,7,13,2,1,0,7.00000000010439,7,13,2,1,0,7.00000000010439,7,13,2,1,0,78.7878953976434,7,13,2,0,0,78.7878953976434,7,13,2,0,0,6.14521617449969,-26.7269004200126,-8.95822526899414,0.519967330961732,1.67909669368817,0.0474047574087412,62.6060826251005,62.6060826251005,62.6060826251005,62.6060826251005,7.00000000000031,7.00000000000031,7.00000000000031,7.00000000000031,7.00000000010439,7.00000000010439,7.00000000010439,7.00000000010439,78.7878953976434,78.7878953976434,78.7878953976434,78.7878953976434,6.41932663163892,6.14521617449969,-28.5746670708417,-26.7269004200126,-9.79251060843012,-8.95822526899414,0.516431679212722,0.519967330961732,1.55154891791064,1.67909669368817,0.0373928718080023,0.0474047574087412,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
3,0.04,1,1.69170240714968e-14,0.176711312109893,0.0983392789743475,0.325293557527329,0.336636642600868,0.00769036104794683,0.685124963237541,-0.159925330490975,0.0906489179264007,-0.359831405710211,7.39014093747238,9.39014093747238,469.113575319099,32.3334502091661,36.8685280564093,0,0,0,0,pinocchio,0,120.095886151318,653.073582706113,1,0,pinocchio,integrator,14.3901409374724,7,13,2,0,0,14.3901409374724,7,13,2,0,0,30.8864246809007,7,13,2,0,0,30.8864246809007,7,13,2,0,0,19.0042696199142,7,13,2,0,0,19.0042696199142,7,13,2,0,0,16.7742333364638,7,13,2,0,0,16.7742333364638,7,13,2,0,0,0.172299689864789,-7.6665497908339,3.13147194359071,-0.141974446274451,-0.448719378010714,-0.001097842696057,14.3901409374724,14.3901409374724,14.3901409374724,14.3901409374724,30.8864246809007,30.8864246809007,30.8864246809007,30.8864246809007,19.0042696199142,19.0042696199142,19.0042696199142,19.0042696199142,16.7742333364638,16.7742333364638,16.7742333364638,16.7742333364638,0.28479342533695,0.172299689864789,-8.15967316394335,-7.6665497908339,4.12209940116734,3.13147194359071,-0.15062532148167,-0.141974446274451,-0.51826789987517,-0.448719378010714,-0.00434156293465549,-0.001097842696057,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
4,0.06,1,2.0653860971786e-10,0.191003879371837,0.0905807746864727,0.349020965831563,0.336636642600868,0.00769036104794683,0.685124963237541,-0.145632763229031,0.0828904136385259,-0.336103997405978,2.25026219879965e-10,2.00000000022503,485.135372802808,37.4627289705099,39.69439639279,2,0,2,0,pinocchio,0,35.5707970397122,83.8673263253035,1,0,pinocchio,integrator,14.8646271971921,7,13,2,0,0,14.8646271971921,7,13,2,0,0,9.36747355077955,7,13,2,0,0,9.36747355077955,7,13,2,0,0,7.00000000022503,7,13,2,1,0,7.00000000022503,7,13,2,1,0,14.5110388056792,7,13,2,0,0,14.5110388056792,7,13,2,0,0,0.305603607209985,-2.53727102949011,-1.22766375693142,0.038503956212411,0.0346993195444745,0.00727503201490528,14.8646271971921,14.8646271971921,14.8646271971921,14.8646271971921,9.36747355077955,9.36747355077955,9.36747355077955,9.36747355077955,7.00000000022503,7.00000000022503,7.00000000022503,7.00000000022503,14.5110388056792,14.5110388056792,14.5110388056792,14.5110388056792,0.460287753057457,0.305603607209985,-3.37318581463615,-2.53727102949011,-0.00280627738129624,-1.22766375693142,0.0257440790917585,0.038503956212411,-0.00398713917053328,0.0346993195444745,0.00180968959246997,0.00727503201490528,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
5,0.08,1,3.3920898567099e-13,0.205985203026227,0.0825379161608638,0.375602761487797,0.336636642600868,0.00769036104794683,0.685124963237541,-0.130651439574641,0.0748475551129169,-0.309522201749743,4.68070027181966e-13,2.00000000000047,487.063277018279,36.1730196722274,39.515803187121,4,0,4,0,pinocchio,0,6.08297486797097,16.7123346972446,1,0,pinocchio,integrator,12.9367229817207,7,13,2,0,0,12.9367229817207,7,13,2,0,0,7.00000000004023,7,13,2,1,0,7.00000000004023,7,13,2,1,0,7.00000000000047,7,13,2,1,0,7.00000000000047,7,13,2,1,0,11.6210093596579,7,13,2,0,0,11.6210093596579,7,13,2,0,0,0.48419681287897,-3.82698032777256,-1.59984799823001,0.0879894383996051,0.115029860877693,0.00773229810728765,12.9367229817207,12.9367229817207,12.9367229817207,12.9367229817207,7.00000000004023,7.00000000004023,7.00000000004023,7.00000000004023,7.00000000000047,7.00000000000047,7.00000000000047,7.00000000000047,11.6210093596579,11.6210093596579,11.6210093596579,11.6210093596579,0.644558900747036,0.48419681287897,-4.6345060285214,-3.82698032777256,-0.139507163072437,-1.59984799823001,0.0592124110765795,0.0879894383996051,0.0953088259140671,0.115029860877693,0.00187099900902865,0.00773229810728765,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
6,0.1,1,3.24294706120724e-15,0.220960828111936,0.0746722706404446,0.402944387260268,0.336636642600868,0.00769036104794683,0.685124963237541,-0.115675814488932,0.0669819095924978,-0.282180575977272,0,2,488.330505930972,36.5025677054581,39.545233962195,4,0,4,0,pinocchio,0,2.83178294388164,5.43689945150878,1,0,pinocchio,integrator,11.6694940690282,7,13,2,0,0,11.6694940690282,7,13,2,0,0,7,7,13,2,1,0,7,7,13,2,1,0,7,7,13,2,1,0,7,7,13,2,1,0,10.091558480135,7,13,2,0,0,10.091558480135,7,13,2,0,0,0.454766037804963,-3.49743229454189,-1.8900996981026,0.114220628487085,0.112975538560929,0.00756504907523331,11.6694940690282,11.6694940690282,11.6694940690282,11.6694940690282,7,7,7,7,7,7,7,7,10.091558480135,10.091558480135,10.091558480135,10.091558480135,0.600392337110591,0.454766037804963,-4.28476518287894,-3.49743229454189,-0.204659597080045,-1.8900996981026,0.0693702962947853,0.114220628487085,0.109415882782955,0.112975538560929,0.00165795676135616,0.00756504907523331,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
7,0.12,1,2.47071540265857e-14,0.235372113483086,0.0672566227081144,0.429942636873195,0.336636642600868,0.00769036104794683,0.685124963237541,-0.101264529117782,0.0595662616601676,-0.255182326364345,2.22044604925031e-14,2.00000000000002,489.135579758389,37.4090133221402,39.648314883763,4,0,4,0,pinocchio,0,2.05413694211646,7.09007442061496,1,0,pinocchio,integrator,10.864420241611,7,13,2,0,0,10.864420241611,7,13,2,0,0,7.00000000000002,7,13,2,1,0,7.00000000000002,7,13,2,1,0,7.0000000000001,7,13,2,1,0,7.0000000000001,7,13,2,1,0,9.07139420822717,7,13,2,0,0,9.07139420822717,7,13,2,0,0,0.351685116237041,-2.59098667785978,-2.18019365588793,0.130554791966986,0.102336991292529,0.00733741270993058,10.864420241611,10.864420241611,10.864420241611,10.864420241611,7.00000000000002,7.00000000000002,7.00000000000002,7.00000000000002,7.0000000000001,7.0000000000001,7.0000000000001,7.0000000000001,9.07139420822717,9.07139420822717,9.07139420822717,9.07139420822717,0.479599416629327,0.351685116237041,-3.38215425937108,-2.59098667785978,-0.316107339034779,-2.18019365588793,0.0709280833106902,0.130554791966986,0.109094926119838,0.102336991292529,0.00151423991402311,0.00733741270993058,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
8,0.14,1,9.76700898986482e-15,0.248855288092615,0.0604314764642902,0.455907023155182,0.336636642600868,0.00769036104794683,0.685124963237541,-0.0877813545082534,0.0527411154163434,-0.229217940082359,1.06581410364015e-14,2.00000000000001,489.748190946683,37.582452422064,39.7642727878989,4,0,4,0,pinocchio,0,1.63176940600599,6.74242790516226,1,0,pinocchio,integrator,10.2518090533169,7,13,2,0,0,10.2518090533169,7,13,2,0,0,7.00000000000059,7,13,2,1,0,7.00000000000059,7,13,2,1,0,7.00000000000001,7,13,2,1,0,7.00000000000001,7,13,2,1,0,8.36568241808017,7,13,2,0,0,8.36568241808017,7,13,2,0,0,0.235727212101109,-1.62862748498859,-2.41754757793602,0.141191291352234,0.0913699315168706,0.00708698844972898,10.2518090533169,10.2518090533169,10.2518090533169,10.2518090533169,7.00000000000059,7.00000000000059,7.00000000000059,7.00000000000059,7.00000000000001,7.00000000000001,7.00000000000001,7.00000000000001,8.36568241808017,8.36568241808017,8.36568241808017,8.36568241808017,0.35203594425348,0.235727212101109,-2.43928862515801,-1.62862748498859,-0.419592056028755,-2.41754757793602,0.0692504741424571,0.141191291352234,0.102149078850047,0.0913699315168706,0.0014285483824068,0.00708698844972898,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
9,0.16,1,1.44319535773769e-13,0.261192744579692,0.0542445884931258,0.480402653740831,0.336636642600868,0.00769036104794683,0.685124963237541,-0.0754438980211755,0.046554227445179,-0.20472230949671,5.47117906535277e-13,2.00000000000055,490.238803709306,37.4082651256162,39.8514182388819,4,0,4,0,pinocchio,0,1.30855524214589,5.87164509261573,1,0,pinocchio,integrator,9.76119629069445,7,13,2,0,0,9.76119629069445,7,13,2,0,0,7.00000000018923,7,13,2,1,0,7.00000000018923,7,13,2,1,0,7.00000000000055,7,13,2,1,0,7.00000000000055,7,13,2,1,0,7.84522788979138,7,13,2,0,0,7.84522788979138,7,13,2,0,0,0.130438716033713,-0.77755458579062,-2.59173487438378,0.148581761118077,0.0812525830965119,0.00680355650052259,9.76119629069445,9.76119629069445,9.76119629069445,9.76119629069445,7.00000000018923,7.00000000018923,7.00000000018923,7.00000000018923,7.00000000000055,7.00000000000055,7.00000000000055,7.00000000000055,7.84522788979138,7.84522788979138,7.84522788979138,7.84522788979138,0.242424897528366,0.130438716033713,-1.6197915421514,-0.77755458579062,-0.493404904253808,-2.59173487438378,0.0666767443652461,0.148581761118077,0.0910042548695316,0.0812525830965119,0.00135339035414006,0.00680355650052259,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
10,0.18,1,1.13390107531948e-13,0.272277183182869,0.0486874350785602,0.503174557302958,0.336636642600868,0.00769036104794683,0.685124963237541,-0.0643594594179991,0.0409970740306134,-0.181950405934582,6.34159391665889e-13,2.00000000000063,490.632201205088,37.2923448744212,39.845660630433,4,0,4,0,pinocchio,0,1.02461531095605,4.94972596682522,1,0,pinocchio,integrator,9.36779879491183,7,13,2,0,0,9.36779879491183,7,13,2,0,0,7.0000000002635,7,13,2,1,0,7.0000000002635,7,13,2,1,0,7.00000000000063,7,13,2,1,0,7.00000000000063,7,13,2,1,0,7.45146308515895,7,13,2,0,0,7.45146308515895,7,13,2,0,0,0.0449925432610997,-0.0863960100298511,-2.70765512557878,0.15433936956698,0.0724789065867755,0.00647909871832459,9.36779879491183,9.36779879491183,9.36779879491183,9.36779879491183,7.0000000002635,7.0000000002635,7.0000000002635,7.0000000002635,7.00000000000063,7.00000000000063,7.00000000000063,7.00000000000063,7.45146308515895,7.45146308515895,7.45146308515895,7.45146308515895,0.158057201325853,0.0449925432610997,-0.970630749109887,-0.0863960100298511,-0.532090013465826,-2.70765512557878,0.0639982161717825,0.15433936956698,0.0775674290769999,0.0724789065867755,0.0012560516221285,0.00647909871832459,0,5.43869001350904,16,0.2,3,4.86570272912841,0.111579320091533
