step,time_s,success,routeB_residual,tip_x,tip_y,tip_z,target_x,target_y,target_z,err_x,err_y,err_z,tension_margin_low,tension_margin_high,torque_margin_low,torque_margin_high,active_lower_count,active_upper_count,jacobian_backend,jacobian_fallback,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,uwo_1,ua_1,uwo_2,ua_2,uwo_3,ua_3,uwo_4,ua_4,uwo_5,ua_5,uwo_6,ua_6,uwo_7,ua_7,uwo_8,ua_8,uwo_9,ua_9,uwo_10,ua_10,uwo_11,ua_11,uwo_12,ua_12,uwo_13,ua_13,uwo_14,ua_14
12,0.22,1,3.39818720023953e-15,0.464762947563825,0.167840730849071,1.42448202869581,0.522195061157077,0.135856391502743,1.42445906603865,-0.0574321135932528,0.0319843393463279,2.29626571568442e-05,4.59743354497277e-10,493.630560566852,39.8758505053352,33.0945736293827,4,0,pinocchio,0,6.20775319401688,6.20775319401688,6.36943943314763,6.36943943314763,5.00000000874778,5.00000000874778,5.00000000045974,5.00000000045974,-0.124149494664812,6.90542637061732,0.617494925736708,0.0098881937642588,-0.106885344497244,-7.89612596473823e-05,6.20775319401688,6.20775319401688,6.20775319401688,6.20775319401688,6.36943943314763,6.36943943314763,6.36943943314763,6.36943943314763,5.00000000874778,5.00000000874778,5.00000000874778,5.00000000874778,5.00000000045974,5.00000000045974,5.00000000045974,5.00000000045974,-0.125302687010027,-0.124149494664812,-0.0377882189665328,6.90542637061732,0.0724156763849777,0.617494925736708,0.00388685206431205,0.0098881937642588,-0.00582544818635,-0.106885344497244,-4.05762614406058e-05,-7.89612596473823e-05
13,0.24,1,6.88005664891279e-15,0.471877657171139,0.163899149156608,1.42448392829222,0.522195061157077,0.135856391502743,1.42445906603865,-0.0503174039859388,0.0280427576538656,2.48622535699017e-05,1.49486201195259e-09,493.76075354541,39.8863095644525,33.0847971904596,4,0,pinocchio,0,6.23924645458974,6.23924645458974,6.11189585962133,6.11189585962133,5.0000000321512,5.0000000321512,5.00000000149486,5.00000000149486,-0.113690435547526,6.9152028095404,0.605810426637501,0.0088619744249588,-0.106627991187422,-7.26577583756239e-05,6.23924645458974,6.23924645458974,6.23924645458974,6.23924645458974,6.11189585962133,6.11189585962133,6.11189585962133,6.11189585962133,5.0000000321512,5.0000000321512,5.0000000321512,5.0000000321512,5.00000000149486,5.00000000149486,5.00000000149486,5.00000000149486,-0.114530200304777,-0.113690435547526,-0.033194728913756,6.9152028095404,0.0658961292225797,0.605810426637501,0.0035223957098296,0.0088619744249588,-0.00529971545932284,-0.106627991187422,-3.68461024180533e-05,-7.26577583756239e-05
14,0.26,1,6.44668343733373e-15,0.478161219038745,0.160417430705461,1.4244849505994,0.522195061157077,0.135856391502743,1.42445906603865,-0.0440338421183327,0.0245610392027181,2.58845607461478e-05,9.20428355755121e-09,493.72907753819,39.8936603295028,33.076109910731,4,0,pinocchio,0,6.2709224618099,6.2709224618099,5.85951903091808,5.85951903091808,5.0000000654169,5.0000000654169,5.00000000920428,5.00000000920428,-0.103013431991625,6.92389008926899,0.594770709543452,0.00792504801359553,-0.106339670497176,-6.66260494999808e-05,6.2709224618099,6.2709224618099,6.2709224618099,6.2709224618099,5.85951903091808,5.85951903091808,5.85951903091808,5.85951903091808,5.0000000654169,5.0000000654169,5.0000000654169,5.0000000654169,5.00000000920428,5.00000000920428,5.00000000920428,5.00000000920428,-0.103607824102241,-0.103013431991625,-0.0290658713175418,6.92389008926899,0.059357669923024,0.594770709543452,0.00316057504962686,0.00792504801359553,-0.00477236324088182,-0.106339670497176,-3.31439353686847e-05,-6.66260494999808e-05
15,0.28,1,7.87980386398215e-15,0.483694881859578,0.157350493990761,1.42448522200941,0.522195061157077,0.135856391502743,1.42445906603865,-0.0385001792974995,0.0214941024880183,2.61559707608328e-05,4.37037073197644e-11,493.698494649991,39.8939556941601,33.0684591085182,4,0,pinocchio,0,6.30150535000934,6.30150535000934,5.62053114586176,5.62053114586176,5.0000000000437,5.0000000000437,5.00000000064535,5.00000000064535,-0.0926011515035562,6.93154089148181,0.584570464557493,0.00708165807227101,-0.106044305839854,-6.09854111242425e-05,6.30150535000934,6.30150535000934,6.30150535000934,6.30150535000934,5.62053114586176,5.62053114586176,5.62053114586176,5.62053114586176,5.0000000000437,5.0000000000437,5.0000000000437,5.0000000000437,5.00000000064535,5.00000000064535,5.00000000064535,5.00000000064535,-0.0930076185361912,-0.0926011515035562,-0.0254066058593523,6.93154089148181,0.0530636961483353,0.584570464557493,0.00281490518575112,0.00708165807227101,-0.00426456006074716,-0.106044305839854,-2.96022447230371e-05,-6.09854111242425e-05
16,0.3,1,6.34086113655032e-15,0.488557389497664,0.154654736232091,1.42448488392467,0.522195061157077,0.135856391502743,1.42445906603865,-0.0336376716594136,0.0187983447293485,2.58178860201852e-05,3.6614267173718e-11,493.669754588885,39.8942437781056,33.0617591869264,4,0,pinocchio,0,6.3302454111145,6.3302454111145,5.39935409822134,5.39935409822134,5.00000000268953,5.00000000268953,5.00000000003661,5.00000000003661,-0.0827359381108141,6.93824081307356,0.575289559677699,0.00633006390528371,-0.105756221894416,-5.57950433577042e-05,6.3302454111145,6.3302454111145,6.3302454111145,6.3302454111145,5.39935409822134,5.39935409822134,5.39935409822134,5.39935409822134,5.00000000268953,5.00000000268953,5.00000000268953,5.00000000268953,5.00000000003661,5.00000000003661,5.00000000003661,5.00000000003661,-0.0830013699621333,-0.0827359381108141,-0.02218764996055,6.93824081307356,0.047159802316159,0.575289559677699,0.00249253329550925,0.00633006390528371,-0.00378801821386077,-0.105756221894416,-2.62920403883982e-05,-5.57950433577042e-05
17,0.32,1,8.82565894161638e-15,0.492822834889949,0.152289186065807,1.4244840756292,0.522195061157077,0.135856391502743,1.42445906603865,-0.0293722262671287,0.0164327945630638,2.50095905525161e-05,4.86204854155403e-10,493.643250434994,39.8945164306121,33.0559135027421,4,0,pinocchio,0,6.35674956500606,6.35674956500606,5.19794710586295,5.19794710586295,5.0000000004862,5.0000000004862,5.00000000113237,5.00000000113237,-0.0735674781307346,6.94408649725794,0.566937215536567,0.0056652156061496,-0.105483569387929,-5.10753914330498e-05,6.35674956500606,6.35674956500606,6.35674956500606,6.35674956500606,5.19794710586295,5.19794710586295,5.19794710586295,5.19794710586295,5.0000000004862,5.0000000004862,5.0000000004862,5.0000000004862,5.00000000113237,5.00000000113237,5.00000000113237,5.00000000113237,-0.0737291992981355,-0.0735674781307346,-0.01936602287212,6.94408649725794,0.0417163831876977,0.566937215536567,0.00219665353569809,0.0056652156061496,-0.003348428950531,-0.105483569387929,-2.32458831064264e-05,-5.10753914330498e-05
18,0.34,1,8.34559735926157e-15,0.496559557553864,0.150216087777909,1.42448292426221,0.522195061157077,0.135856391502743,1.42445906603865,-0.0256355036032129,0.0143596962751661,2.38582235583262e-05,1.43804967933647e-11,493.619138817003,39.8947694327795,33.0508257265761,4,0,pinocchio,0,6.38086118299709,6.38086118299709,5.01670931080342,5.01670931080342,5.00000000001438,5.00000000001438,5.00000000033017,5.00000000033017,-0.0651591347030203,6.94917427342394,0.559480758531879,0.00508040918030083,-0.105230567220515,-4.68223957811157e-05,6.38086118299709,6.38086118299709,6.38086118299709,6.38086118299709,5.01670931080342,5.01670931080342,5.01670931080342,5.01670931080342,5.00000000001438,5.00000000001438,5.00000000001438,5.00000000001438,5.00000000033017,5.00000000033017,5.00000000033017,5.00000000033017,-0.0652462654553077,-0.0651591347030203,-0.0168956225136299,6.94917427342394,0.0367567048651836,0.559480758531879,0.0019280541871467,0.00508040918030083,-0.00294771433561181,-0.105230567220515,-2.04726747128348e-05,-4.68223957811157e-05
19,0.36,1,7.26773350196751e-15,0.499829711562806,0.148401122250978,1.42448153985239,0.522195061157077,0.135856391502743,1.42445906603865,-0.0223653495942709,0.012544730748235,2.24738137368785e-05,5.32907051820075e-15,493.555824297587,39.8951012684235,33.0458462810743,4,0,pinocchio,0,6.44417570241313,6.44417570241313,5.00000000000001,5.00000000000001,5.00000000000007,5.00000000000007,5.14090914526505,5.14090914526505,-0.0552493677974916,6.95415371892573,0.551606968063127,0.00450341296887328,-0.104898731576547,-4.23241126263411e-05,6.44417570241313,6.44417570241313,6.44417570241313,6.44417570241313,5.00000000000001,5.00000000000001,5.00000000000001,5.00000000000001,5.00000000000007,5.00000000000007,5.00000000000007,5.00000000000007,5.14090914526505,5.14090914526505,5.14090914526505,5.14090914526505,-0.0552842392226367,-0.0552493677974916,-0.0141732673464006,6.95415371892573,0.0310181035544232,0.551606968063127,0.00162122453576075,0.00450341296887328,-0.00248526251424863,-0.104898731576547,-1.72742416850724e-05,-4.23241126263411e-05
20,0.38,1,4.18370109772912e-15,0.502689235932322,0.14681337331506,1.42448000971771,0.522195061157077,0.135856391502743,1.42445906603865,-0.019505825224755,0.0109569818123169,2.09436790576945e-05,8.88178419700125e-16,493.489018213894,39.8952996209937,33.0421045365896,4,0,pinocchio,0,6.51098178610584,6.51098178610584,5.00000000000002,5.00000000000002,5,5,5.28947773701183,5.28947773701183,-0.0488634746475835,6.95789546341038,0.545928355560878,0.00405920873500819,-0.104700379006261,-3.89978379302302e-05,6.51098178610584,6.51098178610584,6.51098178610584,6.51098178610584,5.00000000000002,5.00000000000002,5.00000000000002,5.00000000000002,5,5,5,5,5.28947773701183,5.28947773701183,5.28947773701183,5.28947773701183,-0.0488641468489917,-0.0488634746475835,-0.0123848010742194,6.95789546341038,0.0271705803070503,0.545928355560878,0.00140855029065534,0.00405920873500819,-0.00217071545979053,-0.104700379006261,-1.5094900220447e-05,-3.89978379302302e-05
21,0.4,1,7.35212352391918e-15,0.505188138034981,0.145425268352028,1.42447841061511,0.522195061157077,0.135856391502743,1.42445906603865,-0.0170069231220964,0.00956887684928515,1.93445764615774e-05,0,493.429390119471,39.8954772221699,33.038845282365,4,0,pinocchio,0,6.57060988052885,6.57060988052885,5.00000000000001,5.00000000000001,5,5,5.42083301992645,5.42083301992645,-0.0431109711455951,6.96115471763502,0.540922557492085,0.00367186217316346,-0.104522777830151,-3.60501834834882e-05,6.57060988052885,6.57060988052885,6.57060988052885,6.57060988052885,5.00000000000001,5.00000000000001,5.00000000000001,5.00000000000001,5,5,5,5,5.42083301992645,5.42083301992645,5.42083301992645,5.42083301992645,-0.0430890647766304,-0.0431109711455951,-0.010810167548776,6.96115471763502,0.0237306906560377,0.540922557492085,0.00121933739890778,0.00367186217316346,-0.00188976817222652,-0.104522777830151,-1.31475304172568e-05,-3.60501834834882e-05
22,0.42,1,7.18567706869127e-15,0.507370850627317,0.144212301507332,1.42447680071449,0.522195061157077,0.135856391502743,1.42445906603865,-0.0148242105297606,0.00835591000458885,1.77346758425401e-05,5.64493340959871e-10,493.376450724696,39.8956352493664,33.0360079127749,4,0,pinocchio,0,6.62354927530408,6.62354927530408,5.00000000088511,5.00000000088511,5.00000000056449,5.00000000056449,5.53640225135714,5.53640225135714,-0.0379415373192028,6.96399208722507,0.536520955323388,0.00333492821974384,-0.104364750633617,-3.34478061676427e-05,6.62354927530408,6.62354927530408,6.62354927530408,6.62354927530408,5.00000000088511,5.00000000088511,5.00000000088511,5.00000000088511,5.00000000056449,5.00000000056449,5.00000000056449,5.00000000056449,5.53640225135714,5.53640225135714,5.53640225135714,5.53640225135714,-0.0379056011090171,-0.0379415373192028,-0.00942210996953463,6.96399208722507,0.0206641010006834,0.536520955323388,0.00105158239895076,0.00333492821974384,-0.0016396598713655,-0.104364750633617,-1.14129302062338e-05,-3.34478061676427e-05
23,0.44,1,7.71406543032002e-15,0.509276682652192,0.143152783672361,1.42447522267465,0.522195061157077,0.135856391502743,1.42445906603865,-0.0129183785048852,0.00729639216961808,1.61566359944132e-05,7.67398589118784e-10,493.329661934542,39.8957751419737,33.0335384761467,4,0,pinocchio,0,6.67033806545763,6.67033806545763,5.0000000007674,5.0000000007674,5.00000000097214,5.00000000097214,5.63765040328431,5.63765040328431,-0.0333012338542278,6.96646152385327,0.532657646312679,0.00304245473596344,-0.104224858026334,-3.11573116475441e-05,6.67033806545763,6.67033806545763,6.67033806545763,6.67033806545763,5.0000000007674,5.0000000007674,5.0000000007674,5.0000000007674,5.00000000097214,5.00000000097214,5.00000000097214,5.00000000097214,5.63765040328431,5.63765040328431,5.63765040328431,5.63765040328431,-0.0332574420884697,-0.0333012338542278,-0.00819662508222052,6.96646152385327,0.0179353181604398,0.532657646312679,0.000903246581842154,0.00304245473596344,-0.00141752285559704,-0.104224858026334,-9.87133740437685e-06,-3.11573116475441e-05
24,0.46,1,6.94992900335798e-15,0.510940294537147,0.142227580254537,1.42447370652875,0.522195061157077,0.135856391502743,1.42445906603865,-0.0112547666199305,0.00637118875179443,1.46404900944752e-05,0,493.288475139192,39.8958984342727,33.0313891841678,4,0,pinocchio,0,6.71152486080819,6.71152486080819,5,5,5,5,5.72600914808775,5.72600914808775,-0.0291361304997842,6.96861081583215,0.529270947585398,0.00278901864561576,-0.104101565727266,-2.91464045309199e-05,6.71152486080819,6.71152486080819,6.71152486080819,6.71152486080819,5,5,5,5,5,5,5,5,5.72600914808775,5.72600914808775,5.72600914808775,5.72600914808775,-0.0290888416724968,-0.0291361304997842,-0.00711274036584797,6.96861081583215,0.0155095956530076,0.529270947585398,0.000772351899350099,0.00278901864561576,-0.00122053906032704,-0.104101565727266,-8.50342180314101e-06,-2.91464045309199e-05
25,0.48,1,8.774789161361e-15,0.512392169242214,0.141419852065961,1.42447227226329,0.522195061157077,0.135856391502743,1.42445906603865,-0.0098028919148635,0.00556346056321788,1.32062246389619e-05,3.69445807280044e-10,493.25235539935,39.8960066530079,33.0295178248787,4,0,pinocchio,0,6.7476446006499,6.7476446006499,5.00000000840002,5.00000000840002,5.00000000036945,5.00000000036945,5.80283493665107,5.80283493665107,-0.0253945107862499,6.97048217512135,0.526304115243062,0.00256972367323104,-0.103993346992128,-2.73845623261844e-05,6.7476446006499,6.7476446006499,6.7476446006499,6.7476446006499,5.00000000840002,5.00000000840002,5.00000000840002,5.00000000840002,5.00000000036945,5.00000000036945,5.00000000036945,5.00000000036945,5.80283493665107,5.80283493665107,5.80283493665107,5.80283493665107,-0.025346708708156,-0.0253945107862499,-0.00615220630497504,6.97048217512135,0.0133540363438627,0.526304115243062,0.000657034515604948,0.00256972367323104,-0.0010460311869025,-0.103993346992128,-7.29085753903291e-06,-2.73845623261844e-05
26,0.5,1,7.25719844774786e-15,0.513659061967804,0.14071480840451,1.42447093204298,0.522195061157077,0.135856391502743,1.42445906603865,-0.00853599918927317,0.00485841690176747,1.18660043282315e-05,3.79438702680091e-11,493.220795932241,39.8961012571654,33.0278871626483,4,0,pinocchio,0,6.77920406775867,6.77920406775867,5.00000000003794,5.00000000003794,5.00000000215476,5.00000000215476,5.86938637584027,5.86938637584027,-0.0220281260884703,6.97211283735171,0.523705570743694,0.00238017625719862,-0.103898742834566,-2.58433916418154e-05,6.77920406775867,6.77920406775867,6.77920406775867,6.77920406775867,5.00000000003794,5.00000000003794,5.00000000003794,5.00000000003794,5.00000000215476,5.00000000215476,5.00000000215476,5.00000000215476,5.86938637584027,5.86938637584027,5.86938637584027,5.86938637584027,-0.0219817643668279,-0.0220281260884703,-0.00529917301947336,6.97211283735171,0.0114381744647503,0.523705570743694,0.000555571515349129,0.00238017625719862,-0.000891511412717705,-0.103898742834566,-6.21662510269516e-06,-2.58433916418154e-05
