x_m,y_m,psi_rad,gamma_n,gamma_feasible,rank,sigma_min,rejection_reason,solver_status
-0.703,0.7505,0.785398,nan,0,3,0.361275,solver_infeasible,primal infeasible
-0.703,0.76,0.785398,nan,0,3,0.363057,solver_infeasible,primal infeasible
-0.703,0.7695,0.785398,nan,0,3,0.36492,solver_infeasible,primal infeasible
-0.703,0.779,0.785398,nan,0,3,0.366862,solver_infeasible,primal infeasible
-0.703,0.7885,0.785398,nan,0,3,0.368881,solver_infeasible,primal infeasible
-0.703,0.798,0.785398,nan,0,3,0.370971,solver_infeasible,primal infeasible
-0.703,0.8075,0.785398,nan,0,3,0.373123,solver_infeasible,primal infeasible
-0.703,0.817,0.785398,nan,0,3,0.375322,solver_infeasible,primal infeasible
-0.703,0.8265,0.785398,nan,0,3,0.377548,solver_infeasible,primal infeasible
-0.703,0.836,0.785398,nan,0,3,0.379768,solver_infeasible,primal infeasible
-0.703,0.8455,0.785398,nan,0,3,0.381939,solver_infeasible,primal infeasible
-0.703,0.855,0.785398,nan,0,3,0.383998,solver_infeasible,primal infeasible
-0.703,0.8645,0.785398,nan,0,3,0.385857,solver_infeasible,primal infeasible
-0.703,0.874,0.785398,nan,0,3,0.387396,solver_infeasible,primal infeasible
-0.703,0.8835,0.785398,nan,0,3,0.38845,solver_infeasible,primal infeasible
-0.703,0.893,0.785398,nan,0,3,0.388797,solver_infeasible,primal infeasible
-0.703,0.9025,0.785398,nan,0,3,0.38814,solver_infeasible,primal infeasible
-0.703,0.912,0.785398,nan,0,3,0.386094,solver_infeasible,primal infeasible
-0.703,0.9215,0.785398,nan,0,3,0.38217,solver_infeasible,primal infeasible
-0.703,0.931,0.785398,nan,0,3,0.375778,solver_infeasible,primal infeasible
-0.703,0.9405,0.785398,nan,0,3,0.36625,solver_infeasible,primal infeasible
-0.703,0.95,0.785398,nan,0,3,0.352902,solver_infeasible,primal infeasible
-0.6935,-0.95,0.785398,nan,0,3,0.0995484,solver_infeasible,primal infeasible
-0.6935,-0.9405,0.785398,nan,0,3,0.109058,solver_infeasible,primal infeasible
-0.6935,-0.931,0.785398,nan,0,3,0.118769,solver_infeasible,primal infeasible
-0.6935,-0.9215,0.785398,nan,0,3,0.128669,solver_infeasible,primal infeasible
-0.6935,-0.912,0.785398,nan,0,3,0.138748,solver_infeasible,primal infeasible
-0.6935,-0.9025,0.785398,nan,0,3,0.148988,solver_infeasible,primal infeasible
-0.6935,-0.893,0.785398,nan,0,3,0.159372,solver_infeasible,primal infeasible
-0.6935,-0.8835,0.785398,nan,0,3,0.16988,solver_infeasible,primal infeasible
-0.6935,-0.874,0.785398,nan,0,3,0.180488,solver_infeasible,primal infeasible
-0.6935,-0.8645,0.785398,nan,0,3,0.191171,solver_infeasible,primal infeasible
-0.6935,-0.855,0.785398,nan,0,3,0.201901,solver_infeasible,primal infeasible
-0.6935,-0.8455,0.785398,nan,0,3,0.212647,solver_infeasible,primal infeasible
-0.6935,-0.836,0.785398,nan,0,3,0.223376,solver_infeasible,primal infeasible
-0.6935,-0.8265,0.785398,nan,0,3,0.234054,solver_infeasible,primal infeasible
-0.6935,-0.817,0.785398,nan,0,3,0.244645,solver_infeasible,primal infeasible
-0.6935,-0.8075,0.785398,nan,0,3,0.255113,solver_infeasible,primal infeasible
-0.6935,-0.798,0.785398,nan,0,3,0.265419,solver_infeasible,primal infeasible
-0.6935,-0.7885,0.785398,nan,0,3,0.275528,solver_infeasible,primal infeasible
-0.6935,-0.779,0.785398,nan,0,3,0.285401,solver_infeasible,primal infeasible
-0.6935,-0.7695,0.785398,nan,0,3,0.295004,solver_infeasible,primal infeasible
-0.6935,-0.76,0.785398,nan,0,3,0.304304,solver_infeasible,primal infeasible
-0.6935,-0.7505,0.785398,nan,0,3,0.313269,solver_infeasible,primal infeasible
-0.6935,-0.741,0.785398,nan,0,3,0.32187,solver_infeasible,primal infeasible
-0.6935,-0.7315,0.785398,nan,0,3,0.330084,solver_infeasible,primal infeasible
-0.6935,-0.722,0.785398,nan,0,3,0.337888,solver_infeasible,primal infeasible
-0.6935,-0.7125,0.785398,nan,0,3,0.345266,solver_infeasible,primal infeasible
-0.6935,-0.703,0.785398,nan,0,3,0.352205,solver_infeasible,primal infeasible
-0.6935,-0.6935,0.785398,nan,0,3,0.358696,solver_infeasible,primal infeasible
-0.6935,-0.684,0.785398,nan,0,3,0.364734,solver_infeasible,primal infeasible
-0.6935,-0.6745,0.785398,nan,0,3,0.370318,solver_infeasible,primal infeasible
-0.6935,-0.665,0.785398,nan,0,3,0.375452,solver_infeasible,primal infeasible
-0.6935,-0.6555,0.785398,nan,0,3,0.380141,solver_infeasible,primal infeasible
-0.6935,-0.646,0.785398,nan,0,3,0.384397,solver_infeasible,primal infeasible
-0.6935,-0.6365,0.785398,nan,0,3,0.388231,solver_infeasible,primal infeasible
-0.6935,-0.627,0.785398,nan,0,3,0.391657,solver_infeasible,primal infeasible
-0.6935,-0.6175,0.785398,nan,0,3,0.394693,solver_infeasible,primal infeasible
-0.6935,-0.608,0.785398,nan,0,3,0.397357,solver_infeasible,primal infeasible
-0.6935,-0.5985,0.785398,nan,0,3,0.399668,solver_infeasible,primal infeasible
-0.6935,-0.589,0.785398,nan,0,3,0.401645,solver_infeasible,primal infeasible
-0.6935,-0.5795,0.785398,nan,0,3,0.40331,solver_infeasible,primal infeasible
-0.6935,-0.57,0.785398,nan,0,3,0.404682,solver_infeasible,primal infeasible
-0.6935,-0.5605,0.785398,nan,0,3,0.405782,solver_infeasible,primal infeasible
-0.6935,-0.551,0.785398,nan,0,3,0.406631,solver_infeasible,primal infeasible
-0.6935,-0.5415,0.785398,nan,0,3,0.407246,solver_infeasible,primal infeasible
-0.6935,-0.532,0.785398,nan,0,3,0.407648,solver_infeasible,primal infeasible
-0.6935,-0.5225,0.785398,nan,0,3,0.407853,solver_infeasible,primal infeasible
-0.6935,-0.513,0.785398,nan,0,3,0.40788,solver_infeasible,primal infeasible
-0.6935,-0.5035,0.785398,nan,0,3,0.407743,solver_infeasible,primal infeasible
-0.6935,-0.494,0.785398,nan,0,3,0.40746,solver_infeasible,primal infeasible
-0.6935,-0.4845,0.785398,nan,0,3,0.407043,solver_infeasible,primal infeasible
-0.6935,-0.475,0.785398,nan,0,3,0.406506,solver_infeasible,primal infeasible
-0.6935,-0.4655,0.785398,nan,0,3,0.405862,solver_infeasible,primal infeasible
-0.6935,-0.456,0.785398,nan,0,3,0.405122,solver_infeasible,primal infeasible
-0.6935,-0.4465,0.785398,nan,0,3,0.404296,solver_infeasible,primal infeasible
-0.6935,-0.437,0.785398,nan,0,3,0.403395,solver_infeasible,primal infeasible
-0.6935,-0.4275,0.785398,nan,0,3,0.402428,solver_infeasible,primal infeasible
-0.6935,-0.418,0.785398,nan,0,3,0.401403,solver_infeasible,primal infeasible
-0.6935,-0.4085,0.785398,nan,0,3,0.400327,solver_infeasible,primal infeasible
-0.6935,-0.399,0.785398,nan,0,3,0.399207,solver_infeasible,primal infeasible
-0.6935,-0.3895,0.785398,nan,0,3,0.398051,solver_infeasible,primal infeasible
-0.6935,-0.38,0.785398,nan,0,3,0.396863,solver_infeasible,primal infeasible
-0.6935,-0.3705,0.785398,nan,0,3,0.395649,solver_infeasible,primal infeasible
-0.6935,-0.361,0.785398,nan,0,3,0.394414,solver_infeasible,primal infeasible
-0.6935,-0.3515,0.785398,nan,0,3,0.393162,solver_infeasible,primal infeasible
-0.6935,-0.342,0.785398,nan,0,3,0.391897,solver_infeasible,primal infeasible
-0.6935,-0.3325,0.785398,nan,0,3,0.390622,solver_infeasible,primal infeasible
-0.6935,-0.323,0.785398,nan,0,3,0.389341,solver_infeasible,primal infeasible
-0.6935,-0.3135,0.785398,nan,0,3,0.388057,solver_infeasible,primal infeasible
-0.6935,-0.304,0.785398,nan,0,3,0.386773,solver_infeasible,primal infeasible
-0.6935,-0.2945,0.785398,nan,0,3,0.38549,solver_infeasible,primal infeasible
-0.6935,-0.285,0.785398,nan,0,3,0.384211,solver_infeasible,primal infeasible
-0.6935,-0.2755,0.785398,nan,0,3,0.382938,solver_infeasible,primal infeasible
-0.6935,-0.266,0.785398,nan,0,3,0.381673,solver_infeasible,primal infeasible
-0.6935,-0.2565,0.785398,nan,0,3,0.380417,solver_infeasible,primal infeasible
-0.6935,-0.247,0.785398,nan,0,3,0.379172,solver_infeasible,primal infeasible
-0.6935,-0.2375,0.785398,nan,0,3,0.377938,solver_infeasible,primal infeasible
-0.6935,-0.228,0.785398,nan,0,3,0.376718,solver_infeasible,primal infeasible
-0.6935,-0.2185,0.785398,nan,0,3,0.375511,solver_infeasible,primal infeasible
-0.6935,-0.209,0.785398,nan,0,3,0.374319,solver_infeasible,primal infeasible
-0.6935,-0.1995,0.785398,nan,0,3,0.373143,solver_infeasible,primal infeasible
-0.6935,-0.19,0.785398,nan,0,3,0.371983,solver_infeasible,primal infeasible
-0.6935,-0.1805,0.785398,nan,0,3,0.37084,solver_infeasible,primal infeasible
-0.6935,-0.171,0.785398,nan,0,3,0.369715,solver_infeasible,primal infeasible
-0.6935,-0.1615,0.785398,nan,0,3,0.368608,solver_infeasible,primal infeasible
-0.6935,-0.152,0.785398,nan,0,3,0.367519,solver_infeasible,primal infeasible
-0.6935,-0.1425,0.785398,nan,0,3,0.366449,solver_infeasible,primal infeasible
-0.6935,-0.133,0.785398,nan,0,3,0.365398,solver_infeasible,primal infeasible
-0.6935,-0.1235,0.785398,nan,0,3,0.364366,solver_infeasible,primal infeasible
-0.6935,-0.114,0.785398,nan,0,3,0.363354,solver_infeasible,primal infeasible
-0.6935,-0.1045,0.785398,nan,0,3,0.362362,solver_infeasible,primal infeasible
-0.6935,-0.095,0.785398,nan,0,3,0.361389,solver_infeasible,primal infeasible
-0.6935,-0.0855,0.785398,nan,0,3,0.360437,solver_infeasible,primal infeasible
-0.6935,-0.076,0.785398,nan,0,3,0.359506,solver_infeasible,primal infeasible
-0.6935,-0.0665,0.785398,nan,0,3,0.358594,solver_infeasible,primal infeasible
-0.6935,-0.057,0.785398,nan,0,3,0.357703,solver_infeasible,primal infeasible
-0.6935,-0.0475,0.785398,nan,0,3,0.356832,solver_infeasible,primal infeasible
-0.6935,-0.038,0.785398,nan,0,3,0.355982,solver_infeasible,primal infeasible
-0.6935,-0.0285,0.785398,nan,0,3,0.355153,solver_infeasible,primal infeasible
-0.6935,-0.019,0.785398,nan,0,3,0.354344,solver_infeasible,primal infeasible
-0.6935,-0.0095,0.785398,nan,0,3,0.353556,solver_infeasible,primal infeasible
-0.6935,0,0.785398,nan,0,3,0.352788,solver_infeasible,primal infeasible
-0.6935,0.0095,0.785398,nan,0,3,0.352041,solver_infeasible,primal infeasible
-0.6935,0.019,0.785398,nan,0,3,0.351314,solver_infeasible,primal infeasible
-0.6935,0.0285,0.785398,nan,0,3,0.350608,solver_infeasible,primal infeasible
-0.6935,0.038,0.785398,nan,0,3,0.349922,solver_infeasible,primal infeasible
-0.6935,0.0475,0.785398,nan,0,3,0.349257,solver_infeasible,primal infeasible
-0.6935,0.057,0.785398,nan,0,3,0.348613,solver_infeasible,primal infeasible
-0.6935,0.0665,0.785398,nan,0,3,0.347988,solver_infeasible,primal infeasible
-0.6935,0.076,0.785398,nan,0,3,0.347385,solver_infeasible,primal infeasible
-0.6935,0.0855,0.785398,nan,0,3,0.346801,solver_infeasible,primal infeasible
-0.6935,0.095,0.785398,nan,0,3,0.346238,solver_infeasible,primal infeasible
-0.6935,0.1045,0.785398,nan,0,3,0.345696,solver_infeasible,primal infeasible
-0.6935,0.114,0.785398,nan,0,3,0.345173,solver_infeasible,primal infeasible
-0.6935,0.1235,0.785398,nan,0,3,0.344671,solver_infeasible,primal infeasible
-0.6935,0.133,0.785398,nan,0,3,0.34419,solver_infeasible,primal infeasible
-0.6935,0.1425,0.785398,nan,0,3,0.343728,solver_infeasible,primal infeasible
-0.6935,0.152,0.785398,nan,0,3,0.343287,solver_infeasible,primal infeasible
-0.6935,0.1615,0.785398,nan,0,3,0.342866,solver_infeasible,primal infeasible
-0.6935,0.171,0.785398,nan,0,3,0.342466,solver_infeasible,primal infeasible
-0.6935,0.1805,0.785398,nan,0,3,0.342086,solver_infeasible,primal infeasible
-0.6935,0.19,0.785398,nan,0,3,0.341726,solver_infeasible,primal infeasible
-0.6935,0.1995,0.785398,nan,0,3,0.341386,solver_infeasible,primal infeasible
-0.6935,0.209,0.785398,nan,0,3,0.341067,solver_infeasible,primal infeasible
-0.6935,0.2185,0.785398,nan,0,3,0.340768,solver_infeasible,primal infeasible
-0.6935,0.228,0.785398,nan,0,3,0.34049,solver_infeasible,primal infeasible
-0.6935,0.2375,0.785398,nan,0,3,0.340233,solver_infeasible,primal infeasible
-0.6935,0.247,0.785398,nan,0,3,0.339996,solver_infeasible,primal infeasible
-0.6935,0.2565,0.785398,nan,0,3,0.33978,solver_infeasible,primal infeasible
-0.6935,0.266,0.785398,nan,0,3,0.339585,solver_infeasible,primal infeasible
-0.6935,0.2755,0.785398,nan,0,3,0.33941,solver_infeasible,primal infeasible
-0.6935,0.285,0.785398,nan,0,3,0.339257,solver_infeasible,primal infeasible
-0.6935,0.2945,0.785398,nan,0,3,0.339125,solver_infeasible,primal infeasible
-0.6935,0.304,0.785398,nan,0,3,0.339015,solver_infeasible,primal infeasible
-0.6935,0.3135,0.785398,nan,0,3,0.338926,solver_infeasible,primal infeasible
-0.6935,0.323,0.785398,nan,0,3,0.338859,solver_infeasible,primal infeasible
-0.6935,0.3325,0.785398,nan,0,3,0.338814,solver_infeasible,primal infeasible
-0.6935,0.342,0.785398,nan,0,3,0.338791,solver_infeasible,primal infeasible
-0.6935,0.3515,0.785398,nan,0,3,0.338791,solver_infeasible,primal infeasible
-0.6935,0.361,0.785398,nan,0,3,0.338813,solver_infeasible,primal infeasible
-0.6935,0.3705,0.785398,nan,0,3,0.338859,solver_infeasible,primal infeasible
-0.6935,0.38,0.785398,nan,0,3,0.338927,solver_infeasible,primal infeasible
-0.6935,0.3895,0.785398,nan,0,3,0.33902,solver_infeasible,primal infeasible
-0.6935,0.399,0.785398,nan,0,3,0.339137,solver_infeasible,primal infeasible
-0.6935,0.4085,0.785398,nan,0,3,0.339278,solver_infeasible,primal infeasible
-0.6935,0.418,0.785398,nan,0,3,0.339444,solver_infeasible,primal infeasible
-0.6935,0.4275,0.785398,nan,0,3,0.339636,solver_infeasible,primal infeasible
-0.6935,0.437,0.785398,nan,0,3,0.339854,solver_infeasible,primal infeasible
-0.6935,0.4465,0.785398,nan,0,3,0.340098,solver_infeasible,primal infeasible
-0.6935,0.456,0.785398,nan,0,3,0.340369,solver_infeasible,primal infeasible
-0.6935,0.4655,0.785398,nan,0,3,0.340667,solver_infeasible,primal infeasible
-0.6935,0.475,0.785398,nan,0,3,0.340995,solver_infeasible,primal infeasible
-0.6935,0.4845,0.785398,nan,0,3,0.341351,solver_infeasible,primal infeasible
-0.6935,0.494,0.785398,nan,0,3,0.341736,solver_infeasible,primal infeasible
-0.6935,0.5035,0.785398,nan,0,3,0.342153,solver_infeasible,primal infeasible
-0.6935,0.513,0.785398,nan,0,3,0.342601,solver_infeasible,primal infeasible
-0.6935,0.5225,0.785398,nan,0,3,0.343081,solver_infeasible,primal infeasible
-0.6935,0.532,0.785398,nan,0,3,0.343594,solver_infeasible,primal infeasible
-0.6935,0.5415,0.785398,nan,0,3,0.344142,solver_infeasible,primal infeasible
-0.6935,0.551,0.785398,nan,0,3,0.344725,solver_infeasible,primal infeasible
-0.6935,0.5605,0.785398,nan,0,3,0.345345,solver_infeasible,primal infeasible
-0.6935,0.57,0.785398,nan,0,3,0.346003,solver_infeasible,primal infeasible
-0.6935,0.5795,0.785398,nan,0,3,0.3467,solver_infeasible,primal infeasible
-0.6935,0.589,0.785398,nan,0,3,0.347438,solver_infeasible,primal infeasible
-0.6935,0.5985,0.785398,nan,0,3,0.348217,solver_infeasible,primal infeasible
-0.6935,0.608,0.785398,nan,0,3,0.34904,solver_infeasible,primal infeasible
-0.6935,0.6175,0.785398,nan,0,3,0.349908,solver_infeasible,primal infeasible
-0.6935,0.627,0.785398,nan,0,3,0.350823,solver_infeasible,primal infeasible
-0.6935,0.6365,0.785398,nan,0,3,0.351787,solver_infeasible,primal infeasible
-0.6935,0.646,0.785398,nan,0,3,0.352801,solver_infeasible,primal infeasible
-0.6935,0.6555,0.785398,nan,0,3,0.353868,solver_infeasible,primal infeasible
-0.6935,0.665,0.785398,nan,0,3,0.354989,solver_infeasible,primal infeasible
-0.6935,0.6745,0.785398,nan,0,3,0.356166,solver_infeasible,primal infeasible
-0.6935,0.684,0.785398,nan,0,3,0.357401,solver_infeasible,primal infeasible
-0.6935,0.6935,0.785398,nan,0,3,0.358696,solver_infeasible,primal infeasible
-0.6935,0.703,0.785398,nan,0,3,0.360053,solver_infeasible,primal infeasible
-0.6935,0.7125,0.785398,nan,0,3,0.361473,solver_infeasible,primal infeasible
-0.6935,0.722,0.785398,nan,0,3,0.362957,solver_infeasible,primal infeasible
-0.6935,0.7315,0.785398,nan,0,3,0.364507,solver_infeasible,primal infeasible
-0.6935,0.741,0.785398,nan,0,3,0.366123,solver_infeasible,primal infeasible
-0.6935,0.7505,0.785398,nan,0,3,0.367803,solver_infeasible,primal infeasible
-0.6935,0.76,0.785398,nan,0,3,0.369547,solver_infeasible,primal infeasible
-0.6935,0.7695,0.785398,nan,0,3,0.371351,solver_infeasible,primal infeasible
-0.6935,0.779,0.785398,nan,0,3,0.37321,solver_infeasible,primal infeasible
-0.6935,0.7885,0.785398,nan,0,3,0.375115,solver_infeasible,primal infeasible
-0.6935,0.798,0.785398,nan,0,3,0.377055,solver_infeasible,primal infeasible
-0.6935,0.8075,0.785398,nan,0,3,0.379012,solver_infeasible,primal infeasible
-0.6935,0.817,0.785398,nan,0,3,0.380963,solver_infeasible,primal infeasible
-0.6935,0.8265,0.785398,nan,0,3,0.382876,solver_infeasible,primal infeasible
-0.6935,0.836,0.785398,nan,0,3,0.384706,solver_infeasible,primal infeasible
-0.6935,0.8455,0.785398,nan,0,3,0.386395,solver_infeasible,primal infeasible
-0.6935,0.855,0.785398,nan,0,3,0.387862,solver_infeasible,primal infeasible
-0.6935,0.8645,0.785398,nan,0,3,0.389002,solver_infeasible,primal infeasible
-0.6935,0.874,0.785398,nan,0,3,0.389677,solver_infeasible,primal infeasible
-0.6935,0.8835,0.785398,nan,0,3,0.389704,solver_infeasible,primal infeasible
-0.6935,0.893,0.785398,nan,0,3,0.38885,solver_infeasible,primal infeasible
-0.6935,0.9025,0.785398,nan,0,3,0.386821,solver_infeasible,primal infeasible
-0.6935,0.912,0.785398,nan,0,3,0.383255,solver_infeasible,primal infeasible
-0.6935,0.9215,0.785398,nan,0,3,0.377721,solver_infeasible,primal infeasible
-0.6935,0.931,0.785398,nan,0,3,0.369735,solver_infeasible,primal infeasible
-0.6935,0.9405,0.785398,nan,0,3,0.358793,solver_infeasible,primal infeasible
-0.6935,0.95,0.785398,nan,0,3,0.344427,solver_infeasible,primal infeasible
-0.684,-0.95,0.785398,nan,0,3,0.103287,solver_infeasible,primal infeasible
-0.684,-0.9405,0.785398,nan,0,3,0.112672,solver_infeasible,primal infeasible
-0.684,-0.931,0.785398,nan,0,3,0.122243,solver_infeasible,primal infeasible
-0.684,-0.9215,0.785398,nan,0,3,0.13199,solver_infeasible,primal infeasible
-0.684,-0.912,0.785398,nan,0,3,0.141899,solver_infeasible,primal infeasible
-0.684,-0.9025,0.785398,nan,0,3,0.151956,solver_infeasible,primal infeasible
-0.684,-0.893,0.785398,nan,0,3,0.162143,solver_infeasible,primal infeasible
-0.684,-0.8835,0.785398,nan,0,3,0.17244,solver_infeasible,primal infeasible
-0.684,-0.874,0.785398,nan,0,3,0.182826,solver_infeasible,primal infeasible
-0.684,-0.8645,0.785398,nan,0,3,0.193276,solver_infeasible,primal infeasible
-0.684,-0.855,0.785398,nan,0,3,0.203762,solver_infeasible,primal infeasible
-0.684,-0.8455,0.785398,nan,0,3,0.214258,solver_infeasible,primal infeasible
-0.684,-0.836,0.785398,nan,0,3,0.224732,solver_infeasible,primal infeasible
-0.684,-0.8265,0.785398,nan,0,3,0.235152,solver_infeasible,primal infeasible
-0.684,-0.817,0.785398,nan,0,3,0.245485,solver_infeasible,primal infeasible
-0.684,-0.8075,0.785398,nan,0,3,0.255698,solver_infeasible,primal infeasible
-0.684,-0.798,0.785398,nan,0,3,0.265755,solver_infeasible,primal infeasible
-0.684,-0.7885,0.785398,nan,0,3,0.275623,solver_infeasible,primal infeasible
-0.684,-0.779,0.785398,nan,0,3,0.285267,solver_infeasible,primal infeasible
-0.684,-0.7695,0.785398,nan,0,3,0.294656,solver_infeasible,primal infeasible
-0.684,-0.76,0.785398,nan,0,3,0.303758,solver_infeasible,primal infeasible
-0.684,-0.7505,0.785398,nan,0,3,0.312544,solver_infeasible,primal infeasible
-0.684,-0.741,0.785398,nan,0,3,0.32099,solver_infeasible,primal infeasible
-0.684,-0.7315,0.785398,nan,0,3,0.32907,solver_infeasible,primal infeasible
-0.684,-0.722,0.785398,nan,0,3,0.336766,solver_infeasible,primal infeasible
-0.684,-0.7125,0.785398,nan,0,3,0.344061,solver_infeasible,primal infeasible
-0.684,-0.703,0.785398,nan,0,3,0.350942,solver_infeasible,primal infeasible
-0.684,-0.6935,0.785398,nan,0,3,0.357401,solver_infeasible,primal infeasible
-0.684,-0.684,0.785398,nan,0,3,0.363432,solver_infeasible,primal infeasible
-0.684,-0.6745,0.785398,nan,0,3,0.369033,solver_infeasible,primal infeasible
-0.684,-0.665,0.785398,nan,0,3,0.374206,solver_infeasible,primal infeasible
-0.684,-0.6555,0.785398,nan,0,3,0.378957,solver_infeasible,primal infeasible
-0.684,-0.646,0.785398,nan,0,3,0.383294,solver_infeasible,primal infeasible
-0.684,-0.6365,0.785398,nan,0,3,0.387226,solver_infeasible,primal infeasible
-0.684,-0.627,0.785398,nan,0,3,0.390766,solver_infeasible,primal infeasible
-0.684,-0.6175,0.785398,nan,0,3,0.39393,solver_infeasible,primal infeasible
-0.684,-0.608,0.785398,nan,0,3,0.396732,solver_infeasible,primal infeasible
-0.684,-0.5985,0.785398,nan,0,3,0.399191,solver_infeasible,primal infeasible
-0.684,-0.589,0.785398,nan,0,3,0.401325,solver_infeasible,primal infeasible
-0.684,-0.5795,0.785398,nan,0,3,0.403151,solver_infeasible,primal infeasible
-0.684,-0.57,0.785398,nan,0,3,0.404689,solver_infeasible,primal infeasible
-0.684,-0.5605,0.785398,nan,0,3,0.405957,solver_infeasible,primal infeasible
-0.684,-0.551,0.785398,nan,0,3,0.406974,solver_infeasible,primal infeasible
-0.684,-0.5415,0.785398,nan,0,3,0.407758,solver_infeasible,primal infeasible
-0.684,-0.532,0.785398,nan,0,3,0.408327,solver_infeasible,primal infeasible
-0.684,-0.5225,0.785398,nan,0,3,0.408698,solver_infeasible,primal infeasible
-0.684,-0.513,0.785398,nan,0,3,0.408887,solver_infeasible,primal infeasible
-0.684,-0.5035,0.785398,nan,0,3,0.408909,solver_infeasible,primal infeasible
-0.684,-0.494,0.785398,nan,0,3,0.40878,solver_infeasible,primal infeasible
-0.684,-0.4845,0.785398,nan,0,3,0.408513,solver_infeasible,primal infeasible
-0.684,-0.475,0.785398,nan,0,3,0.408122,solver_infeasible,primal infeasible
-0.684,-0.4655,0.785398,nan,0,3,0.407618,solver_infeasible,primal infeasible
-0.684,-0.456,0.785398,nan,0,3,0.407012,solver_infeasible,primal infeasible
-0.684,-0.4465,0.785398,nan,0,3,0.406316,solver_infeasible,primal infeasible
-0.684,-0.437,0.785398,nan,0,3,0.405539,solver_infeasible,primal infeasible
-0.684,-0.4275,0.785398,nan,0,3,0.404691,solver_infeasible,primal infeasible
-0.684,-0.418,0.785398,nan,0,3,0.403779,solver_infeasible,primal infeasible
-0.684,-0.4085,0.785398,nan,0,3,0.402811,solver_infeasible,primal infeasible
-0.684,-0.399,0.785398,nan,0,3,0.401794,solver_infeasible,primal infeasible
-0.684,-0.3895,0.785398,nan,0,3,0.400736,solver_infeasible,primal infeasible
-0.684,-0.38,0.785398,nan,0,3,0.399641,solver_infeasible,primal infeasible
-0.684,-0.3705,0.785398,nan,0,3,0.398515,solver_infeasible,primal infeasible
-0.684,-0.361,0.785398,nan,0,3,0.397364,solver_infeasible,primal infeasible
-0.684,-0.3515,0.785398,nan,0,3,0.396191,solver_infeasible,primal infeasible
-0.684,-0.342,0.785398,nan,0,3,0.395001,solver_infeasible,primal infeasible
-0.684,-0.3325,0.785398,nan,0,3,0.393798,solver_infeasible,primal infeasible
-0.684,-0.323,0.785398,nan,0,3,0.392585,solver_infeasible,primal infeasible
-0.684,-0.3135,0.785398,nan,0,3,0.391365,solver_infeasible,primal infeasible
-0.684,-0.304,0.785398,nan,0,3,0.390142,solver_infeasible,primal infeasible
-0.684,-0.2945,0.785398,nan,0,3,0.388916,solver_infeasible,primal infeasible
-0.684,-0.285,0.785398,nan,0,3,0.387692,solver_infeasible,primal infeasible
-0.684,-0.2755,0.785398,nan,0,3,0.386471,solver_infeasible,primal infeasible
-0.684,-0.266,0.785398,nan,0,3,0.385254,solver_infeasible,primal infeasible
-0.684,-0.2565,0.785398,nan,0,3,0.384044,solver_infeasible,primal infeasible
-0.684,-0.247,0.785398,nan,0,3,0.382843,solver_infeasible,primal infeasible
-0.684,-0.2375,0.785398,nan,0,3,0.38165,solver_infeasible,primal infeasible
-0.684,-0.228,0.785398,nan,0,3,0.380469,solver_infeasible,primal infeasible
-0.684,-0.2185,0.785398,nan,0,3,0.3793,solver_infeasible,primal infeasible
-0.684,-0.209,0.785398,nan,0,3,0.378143,solver_infeasible,primal infeasible
-0.684,-0.1995,0.785398,nan,0,3,0.377001,solver_infeasible,primal infeasible
-0.684,-0.19,0.785398,nan,0,3,0.375873,solver_infeasible,primal infeasible
-0.684,-0.1805,0.785398,nan,0,3,0.37476,solver_infeasible,primal infeasible
-0.684,-0.171,0.785398,nan,0,3,0.373664,solver_infeasible,primal infeasible
-0.684,-0.1615,0.785398,nan,0,3,0.372584,solver_infeasible,primal infeasible
-0.684,-0.152,0.785398,nan,0,3,0.371522,solver_infeasible,primal infeasible
-0.684,-0.1425,0.785398,nan,0,3,0.370476,solver_infeasible,primal infeasible
-0.684,-0.133,0.785398,nan,0,3,0.36945,solver_infeasible,primal infeasible
-0.684,-0.1235,0.785398,nan,0,3,0.368441,solver_infeasible,primal infeasible
-0.684,-0.114,0.785398,nan,0,3,0.367451,solver_infeasible,primal infeasible
-0.684,-0.1045,0.785398,nan,0,3,0.36648,solver_infeasible,primal infeasible
-0.684,-0.095,0.785398,nan,0,3,0.365528,solver_infeasible,primal infeasible
-0.684,-0.0855,0.785398,nan,0,3,0.364596,solver_infeasible,primal infeasible
-0.684,-0.076,0.785398,nan,0,3,0.363683,solver_infeasible,primal infeasible
-0.684,-0.0665,0.785398,nan,0,3,0.36279,solver_infeasible,primal infeasible
-0.684,-0.057,0.785398,nan,0,3,0.361917,solver_infeasible,primal infeasible
-0.684,-0.0475,0.785398,nan,0,3,0.361064,solver_infeasible,primal infeasible
-0.684,-0.038,0.785398,nan,0,3,0.36023,solver_infeasible,primal infeasible
-0.684,-0.0285,0.785398,nan,0,3,0.359417,solver_infeasible,primal infeasible
-0.684,-0.019,0.785398,nan,0,3,0.358625,solver_infeasible,primal infeasible
-0.684,-0.0095,0.785398,nan,0,3,0.357852,solver_infeasible,primal infeasible
-0.684,0,0.785398,nan,0,3,0.3571,solver_infeasible,primal infeasible
-0.684,0.0095,0.785398,nan,0,3,0.356368,solver_infeasible,primal infeasible
-0.684,0.019,0.785398,nan,0,3,0.355657,solver_infeasible,primal infeasible
