step,time_s,success,dynamics_backend,sim_backend,urdf_path,use_urdf_kinematics,jacobian_backend,jacobian_fallback,jacobian_fallback_reason,routeB_residual,tension_margin_low,tension_margin_high,torque_margin_low,torque_margin_high,target_x,target_y,target_z,tip_x,tip_y,tip_z,err_x,err_y,err_z,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9,qd_1,qd_2,qd_3,qd_4,qd_5,qd_6,qd_7,qd_8,qd_9,qdd_1,qdd_2,qdd_3,qdd_4,qdd_5,qdd_6,qdd_7,qdd_8,qdd_9,qnext_1,qnext_2,qnext_3,qnext_4,qnext_5,qnext_6,qnext_7,qnext_8,qnext_9,qdnext_1,qdnext_2,qdnext_3,qdnext_4,qdnext_5,qdnext_6,qdnext_7,qdnext_8,qdnext_9,M_1_1,M_1_2,M_1_3,M_1_4,M_1_5,M_1_6,M_1_7,M_1_8,M_1_9,M_2_1,M_2_2,M_2_3,M_2_4,M_2_5,M_2_6,M_2_7,M_2_8,M_2_9,M_3_1,M_3_2,M_3_3,M_3_4,M_3_5,M_3_6,M_3_7,M_3_8,M_3_9,M_4_1,M_4_2,M_4_3,M_4_4,M_4_5,M_4_6,M_4_7,M_4_8,M_4_9,M_5_1,M_5_2,M_5_3,M_5_4,M_5_5,M_5_6,M_5_7,M_5_8,M_5_9,M_6_1,M_6_2,M_6_3,M_6_4,M_6_5,M_6_6,M_6_7,M_6_8,M_6_9,M_7_1,M_7_2,M_7_3,M_7_4,M_7_5,M_7_6,M_7_7,M_7_8,M_7_9,M_8_1,M_8_2,M_8_3,M_8_4,M_8_5,M_8_6,M_8_7,M_8_8,M_8_9,M_9_1,M_9_2,M_9_3,M_9_4,M_9_5,M_9_6,M_9_7,M_9_8,M_9_9,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,ha_1,ha_2,ha_3,ha_4,ha_5,ha_6,ha_7,ha_8,ha_9,ha_10,ha_11,ha_12,ha_13,ha_14,uwo_1,uwo_2,uwo_3,uwo_4,uwo_5,uwo_6,uwo_7,uwo_8,uwo_9,uwo_10,uwo_11,uwo_12,uwo_13,uwo_14,ua_1,ua_2,ua_3,ua_4,ua_5,ua_6,ua_7,ua_8,ua_9,ua_10,ua_11,ua_12,ua_13,ua_14,x_d_1,x_d_2,x_d_3,x_e_1,x_e_2,x_e_3,xd_d_1,xd_d_2,xd_d_3,xdd_d_1,xdd_d_2,xdd_d_3,xdd_ref_1,xdd_ref_2,xdd_ref_3,pd_e_1,pd_e_2,pd_e_3,pd_edot_1,pd_edot_2,pd_edot_3,pd_xdot_1,pd_xdot_2,pd_xdot_3,J_1_1,J_1_2,J_1_3,J_1_4,J_1_5,J_1_6,J_1_7,J_1_8,J_1_9,J_2_1,J_2_2,J_2_3,J_2_4,J_2_5,J_2_6,J_2_7,J_2_8,J_2_9,J_3_1,J_3_2,J_3_3,J_3_4,J_3_5,J_3_6,J_3_7,J_3_8,J_3_9,Jdotqd_1,Jdotqd_2,Jdotqd_3
1,0,1,pinocchio,integrator,C:\Users\A\Documents\MATLAB\HCDR_v6-codex\kortex_description\robots\gen3_lite_gen3_lite_2f_local.urdf,1,pinocchio,0,,7.11727768396873e-15,1.71120007053105e-10,479.695942230254,37.3539777734183,39.18162155733,0.336636642600868,0.00769036104794683,0.285124963237541,0.156636642600868,0.107690361047947,0.285124963237541,-0.18,0.1,0,0.1,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9132470659043,-10.688502312426,-2.28312529899015,-0.453928200973518,-6.76128306092725,4.24145158520838,-0.543288272031902,-2.92842077589259,-1.28581144988001,0.104365298826362,0.0957245990750296,0.199086749880404,-0.000181571280389407,-0.0027045132243709,0.00169658063408335,-0.000217315308812761,-0.00117136831035704,-0.000514324579952002,0.218264941318087,-0.213770046248521,-0.045662505979803,-0.00907856401947037,-0.135225661218545,0.0848290317041677,-0.010865765440638,-0.0585684155178518,-0.0257162289976001,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0139423901061898,-0.0208727352140723,-0.000747387736985352,0.00264743042537871,0.000440479921033815,0.000138661156173978,0,0,0,-0.0208727352140723,0.434031389595102,-0.153104739742268,0.00548960379203713,0.000290541324384657,0.000279930810761879,0,0,0,-0.000747387736985352,-0.153104739742268,0.0864930198443601,-0.00231246251521412,-0.000290550808793389,-0.00017369375988383,0,0,0,0.00264743042537871,0.00548960379203713,-0.00231246251521412,0.00276090637580964,0.000440479697862786,0.000142455571047161,0,0,0,0.000440479921033815,0.000290541324384657,-0.000290550808793389,0.000440479697862786,0.0100565894138961,-6.2598275288644e-07,0,0,0,0.000138661156173978,0.000279930810761879,-0.00017369375988383,0.000142455571047161,-6.2598275288644e-07,0.000142234109981863,0,0,0,-8.04681299891585e-19,0.932691676586571,-0.586331783410407,2.37976914696766e-16,0.059599046220218,2.18439260729031e-20,0,0,0,0,-0,-0,0,0,-8.04681299891585e-19,0.932691676586571,-0.586331783410407,2.37976914696766e-16,0.059599046220218,2.18439260729031e-20,8.62785657245238,8.62785657245238,5.00000000017112,5.00000000017112,5.00000000091467,5.00000000091467,20.3040577697462,20.3040577697462,0.128721097522643,-3.57871390316827,1.40471022608045,-0.0510997552184804,-0.0330851635141229,-0.00295079487871419,8.62785657245238,8.62785657245238,5.00000000017112,5.00000000017112,5.00000000091467,5.00000000091467,20.3040577697462,20.3040577697462,0.128721097522643,-2.6460222265817,0.818378442670046,-0.0510997552184802,0.0265138827060951,-0.00295079487871419,0.336636642600868,0.00769036104794683,0.2,0.156636642600868,0.107690361047947,0.2,0,0,0,0,0,0,18,-10,2.77555756156289e-15,0.18,-0.1,2.77555756156289e-17,0,0,0,0,0,0,1,0,0,0,1,0,-0.00769036104794714,0.056636642600868,1,0.00769036104794714,-0.056636642600868,-1,-0.734927381332108,-0.148976941801914,3.67320510363811e-06,0.460508899046552,0.0933499890419994,3.67320510305504e-06,-0.00211080872857556,-0.0586234380742934,-1,-0.0446757591100386,0.220392692459032,3.67320510363811e-06,-0.0134350372079418,-0.00275926513904773,-1,0,0,0
2,0.02,1,pinocchio,integrator,C:\Users\A\Documents\MATLAB\HCDR_v6-codex\kortex_description\robots\gen3_lite_gen3_lite_2f_local.urdf,1,pinocchio,0,,6.88147858123673e-15,2.66453525910038e-15,486.41881451519,38.9480632675932,39.8036125228418,0.336636642600868,0.00769036104794683,0.285124963237541,0.163835829498531,0.103688631255295,0.285397820061251,-0.172800813102337,0.0959982702073484,0.000272856823710033,0.104365298826362,0.0957245990750296,0.199086749880404,-0.000181571280389407,-0.0027045132243709,0.00169658063408335,-0.000217315308812761,-0.00117136831035704,-0.000514324579952002,0.218264941318087,-0.213770046248521,-0.045662505979803,-0.00907856401947037,-0.135225661218545,0.0848290317041677,-0.010865765440638,-0.0585684155178518,-0.0257162289976001,6.08261403542176,-5.9632856965978,-1.72986125292009,-0.399624446888766,-3.8139651970097,2.39203853343395,-0.470627600833177,-1.63506491023268,-0.884886909221779,0.111163643266892,0.08906388387142,0.19748155525964,-0.000522992339534321,-0.00693461252754568,0.00434997668154029,-0.000622881657958792,-0.00299676258480714,-0.00138260392359272,0.339917222026522,-0.333035760180477,-0.0802597310382048,-0.0170710529572457,-0.211504965158739,0.132669802372847,-0.0202783174573016,-0.0912697137225054,-0.0434139671820357,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0141469232870036,-0.0208663692779255,-0.000754214187547637,0.00272056861756683,0.000425856894655215,0.000138776090428348,0,0,0,-0.0208663692779255,0.433967971116546,-0.153071800593524,0.00548639914801128,0.000287555061203856,0.000279761698514092,0,0,0,-0.000754214187547637,-0.153071800593524,0.0864905601389918,-0.00231699151723799,-0.000291404442948821,-0.000173525623423163,0,0,0,0.00272056861756683,0.00548639914801128,-0.00231699151723799,0.0027600679606989,0.00044077824951533,0.00014256116646826,0,0,0,0.000425856894655215,0.000287555061203856,-0.000291404442948821,0.00044077824951533,0.0100565893683213,-6.67506607908014e-07,0,0,0,0.000138776090428348,0.000279761698514092,-0.000173525623423163,0.00014256116646826,-6.67506607908014e-07,0.000142234109981863,0,0,0,-0.000164541299240055,0.964316719692433,-0.596333653898273,0.000443989080046125,0.0593415450402844,1.97011112763655e-05,0,0,0,0,-0,-0,0,0,-0.000164541299240055,0.964316719692433,-0.596333653898273,0.000443989080046125,0.0593415450402844,1.97011112763655e-05,7.54656408061124,7.54656408061124,5,5,5.00000000000012,5.00000000000012,13.5811854848098,13.5811854848098,0.0700265609287882,-2.01625345209927,0.792721131056439,-0.0297002898487335,-0.0186139866129551,-0.00172940258281784,7.54656408061124,7.54656408061124,5,5,5.00000000000012,5.00000000000012,13.5811854848098,13.5811854848098,0.0698620196295482,-1.05193673240684,0.196387477158166,-0.0292563007686874,0.0407275584273293,-0.00170970147154148,0.336636642600868,0.00769036104794683,0.2,0.163835829498531,0.103688631255296,0.199999959775563,0,0,0,0,0,0,10.0812540227279,-5.59592312848071,0.00521370223151504,0.172800813102337,-0.0959982702073487,4.02244374753113e-08,-0.359941364375291,0.200195194612708,0.000260483989388376,0.359941364375291,-0.200195194612708,-0.000260483989388376,1,0,0,0,1,0,-0.00796403218026594,0.0594705306721688,1,0.00796403218026594,-0.0594705306721688,-1,-0.734768731587663,-0.148385148165995,3.67320510363811e-06,0.460310625529759,0.0929592080843959,3.6731782358102e-06,-0.00239759107555483,-0.0586814252424729,-0.999990315202058,-0.0444988703944325,0.220411923349577,0.00440475271608905,-0.0134349073542109,-0.00275923822875403,-0.9999896280366,-0.00184333281499512,-0.0108767631050242,-0.0129253264203535
3,0.04,1,pinocchio,integrator,C:\Users\A\Documents\MATLAB\HCDR_v6-codex\kortex_description\robots\gen3_lite_gen3_lite_2f_local.urdf,1,pinocchio,0,,1.06366061487233e-14,2.51265674933165e-12,490.754024726505,39.7826883193037,39.9502189616774,0.336636642600868,0.00769036104794683,0.285124963237541,0.175066780180992,0.0974451074271135,0.285847645141697,-0.161569862419876,0.0897547463791667,0.000722681904156031,0.111163643266892,0.08906388387142,0.19748155525964,-0.000522992339534321,-0.00693461252754568,0.00434997668154029,-0.000622881657958792,-0.00299676258480714,-0.00138260392359272,0.339917222026522,-0.333035760180477,-0.0802597310382048,-0.0170710529572457,-0.211504965158739,0.132669802372847,-0.0202783174573016,-0.0912697137225054,-0.0434139671820357,2.93828863916346,-2.87447103820454,-1.36759900406318,-0.371958682973203,-1.89663500781485,1.18911412714717,-0.422675873433603,-0.790296554778587,-0.62317828396446,0.119137303163088,0.0812533802525287,0.195329321037251,-0.00101319687186852,-0.0119233658338464,0.00747901837985609,-0.00119751835647826,-0.00513827548116869,-0.00250015458081921,0.398682994809791,-0.390525180944568,-0.107611711119469,-0.0245102266167097,-0.249437665315036,0.15645208491579,-0.0287318349259736,-0.107075644818077,-0.0558775328613249,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0144857459639528,-0.0208575176687997,-0.000764211720810681,0.00283495825748462,0.00040302258828347,0.000138954344400356,0,0,0,-0.0208575176687997,0.433868080364582,-0.153019945337585,0.00547995896609108,0.000283036831484722,0.000279496555799747,0,0,0,-0.000764211720810681,-0.153019945337585,0.0864867405676155,-0.00232340860801251,-0.000293149397175057,-0.000173262891334249,0,0,0,0.00283495825748462,0.00547995896609108,-0.00232340860801251,0.0027588163777167,0.000441237033679167,0.00014272677275671,0,0,0,0.00040302258828347,0.000283036831484722,-0.000293149397175057,0.000441237033679167,0.0100565892287486,-7.37606498399346e-07,0,0,0,0.000138954344400356,0.000279496555799747,-0.000173262891334249,0.00014272677275671,-7.37606498399346e-07,0.000142234109981863,0,0,0,-0.000473041096001951,1.01370986417408,-0.61198322351519,0.00110529549826608,0.0589500801349878,5.00070216929956e-05,0,0,0,0,-0,-0,0,0,-0.000473041096001951,1.01370986417408,-0.61198322351519,0.00110529549826608,0.0589500801349878,5.00070216929956e-05,6.85656106862053,6.85656106862053,5.00000000000251,5.00000000000251,5.00000000019449,5.00000000019449,9.2459752734949,9.2459752734949,0.0316588950922423,-0.999803539586111,0.394671542818884,-0.015814504810109,-0.00916904181234202,-0.000936199023065853,6.85656106862053,6.85656106862053,5.00000000000251,5.00000000000251,5.00000000019449,5.00000000019449,9.2459752734949,9.2459752734949,0.0311858539962403,0.0139063245879711,-0.217311680696306,-0.014709209311843,0.0497810383226458,-0.000886192001372858,0.336636642600868,0.00769036104794683,0.2,0.175066780180992,0.0974451074271138,0.200010134073797,0,0,0,0,0,0,4.92692610781368,-2.72609700946698,0.00961036445791069,0.161569862419876,-0.089754746379167,-1.01340737971856e-05,-0.561503006708695,0.312468881422486,0.000531188591881462,0.561503006708695,-0.312468881422486,-0.000531188591881462,1,0,0,0,1,0,-0.00838122355569375,0.0639031369141,1,0.00838122355569375,-0.0639031369141,-1,-0.734514635839408,-0.147367945818351,3.67320510363811e-06,0.459992300097873,0.0922900396496303,3.67302846355034e-06,-0.00284716008289144,-0.0587718473721921,-0.999936329698855,-0.0442056897247321,0.22044446568417,0.0112880204923202,-0.0134341552255215,-0.00275922799989564,-0.999931818631479,-0.00462948255985948,-0.0292918648082783,-0.0316700390974806
4,0.06,1,pinocchio,integrator,C:\Users\A\Documents\MATLAB\HCDR_v6-codex\kortex_description\robots\gen3_lite_gen3_lite_2f_local.urdf,1,pinocchio,0,,5.2593374359047e-15,7.31175120449734e-11,493.477553530934,39.5096030433879,39.2783830241909,0.336636642600868,0.00769036104794683,0.285124963237541,0.188268124655977,0.0901080864180643,0.286414299301124,-0.148368517944891,0.0824177253701174,0.0012893360635835,0.119137303163088,0.0812533802525287,0.195329321037251,-0.00101319687186852,-0.0119233658338464,0.00747901837985609,-0.00119751835647826,-0.00513827548116869,-0.00250015458081921,0.398682994809791,-0.390525180944568,-0.107611711119469,-0.0245102266167097,-0.249437665315036,0.15645208491579,-0.0287318349259736,-0.107075644818077,-0.0558775328613249,0.932697215500548,-0.901456032879009,-1.13443367991482,-0.359966136926866,-0.670505061267083,0.420197531081412,-0.383151860245331,-0.251531040116903,-0.448122440982416,0.127484041945484,0.0730822942204857,0.192723313342895,-0.00164738785897346,-0.0171803211646539,0.0107761390906045,-0.00192541579909587,-0.00738040079357699,-0.00379695421443868,0.417336939119802,-0.408554301602148,-0.130300384717765,-0.0317095493552471,-0.262847766540378,0.164856035537418,-0.0363948721308803,-0.112106265620415,-0.0648399816809732,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0149149358103249,-0.0208486692353477,-0.000774998037181875,0.00296985646144355,0.000376151851899194,0.000139162849680926,0,0,0,-0.0208486692353477,0.433749171634805,-0.152958258670954,0.00547026463302442,0.00027793395589905,0.000279182805329715,0,0,0,-0.000774998037181875,-0.152958258670954,0.0864822762024183,-0.00232999022966668,-0.000295808165692665,-0.000172953425925793,0,0,0,0.00296985646144355,0.00547026463302442,-0.00232999022966668,0.00275743320315645,0.000441765647917874,0.000142922586935141,0,0,0,0.000376151851899194,0.00027793395589905,-0.000295808165692665,0.000441765647917874,0.0100565889333203,-8.27830298656088e-07,0,0,0,0.000139162849680926,0.000279182805329715,-0.000172953425925793,0.000142922586935141,-8.27830298656088e-07,0.000142234109981863,0,0,0,-0.000793959651178746,1.0715068176054,-0.630619504543572,0.00187646383306672,0.0585459727004432,8.31072326047098e-05,0,0,0,0,-0,-0,0,0,-0.000793959651178746,1.0715068176054,-0.630619504543572,0.00187646383306672,0.0585459727004432,8.31072326047098e-05,6.42210739729306,6.42210739729306,5.00000000034129,5.00000000034129,5.00000000007312,5.00000000007312,6.52244646906648,6.52244646906648,0.00698973226470656,-0.349889841796269,0.140222547931444,-0.00694762427524864,-0.0031444925489339,-0.000428253126557365,6.42210739729306,6.42210739729306,5.00000000034129,5.00000000034129,5.00000000007312,5.00000000007312,6.52244646906648,6.52244646906648,0.00619577261352781,0.721616975809133,-0.490396956612128,-0.00507116044218193,0.0554014801515093,-0.000345145893952655,0.336636642600868,0.00769036104794683,0.2,0.188268124655977,0.0901080864180646,0.200040817814561,0,0,0,0,0,0,1.63677598729658,-0.895702859701382,0.00765645705130685,0.148368517944891,-0.0824177253701177,-4.0817814561056e-05,-0.660003790359627,0.36730348386552,0.000586911925370623,0.660003790359627,-0.36730348386552,-0.000586911925370623,1,0,0,0,1,0,-0.00885470616553587,0.0691308214928889,1,0.00885470616553587,-0.0691308214928889,-1,-0.734202786431986,-0.146036393716673,3.67320510363811e-06,0.459602206489707,0.0914174134943692,3.6726829019671e-06,-0.00337824132393178,-0.058877855966225,-0.999811779648195,-0.0438360324658821,0.220486207727482,0.0194048254927114,-0.0134324014858706,-0.00275930147745962,-0.999798461846228,-0.00664093696825247,-0.0452784252907752,-0.0441500702435056
5,0.08,1,pinocchio,integrator,C:\Users\A\Documents\MATLAB\HCDR_v6-codex\kortex_description\robots\gen3_lite_gen3_lite_2f_local.urdf,1,pinocchio,0,,7.43087665518961e-15,3.35758087999238e-11,493.788581316398,39.3239948377358,38.7940398833518,0.336636642600868,0.00769036104794683,0.285124963237541,0.202124157215288,0.0824106224625665,0.287053780644578,-0.13451248538558,0.0747202614146197,0.0019288174070371,0.127484041945484,0.0730822942204857,0.192723313342895,-0.00164738785897346,-0.0171803211646539,0.0107761390906045,-0.00192541579909587,-0.00738040079357699,-0.00379695421443868,0.417336939119802,-0.408554301602148,-0.130300384717765,-0.0317095493552471,-0.262847766540378,0.164856035537418,-0.0363948721308803,-0.112106265620415,-0.0648399816809732,-0.270877477819133,0.320532496457174,-1.00058307801429,-0.364308611415901,0.12911510494383,-0.0808841269042219,-0.354475303968469,0.109571065018776,-0.329293673201808,0.135722429736752,0.0650394211870256,0.189717072417334,-0.00242730229064476,-0.022385630453484,0.0140409061505911,-0.00279510336330086,-0.00957869767997778,-0.00522547131733887,0.41191938956342,-0.402143651673004,-0.150312046278051,-0.0389957215835651,-0.260265464441501,0.163238352999334,-0.0434843782102496,-0.10991484432004,-0.0714258551450094,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0154018031341859,-0.0208414084697495,-0.000785092841620956,0.00311201024795289,0.000347907068451234,0.000139381993039489,0,0,0,-0.0208414084697495,0.43362258169328,-0.15289263954154,0.00545738539006626,0.000272836033146616,0.000278850751994711,0,0,0,-0.000785092841620956,-0.15289263954154,0.0864776281564397,-0.00233567085069455,-0.00029937262523518,-0.00017262772006448,0,0,0,0.00311201024795289,0.00545738539006626,-0.00233567085069455,0.00275608412320106,0.000442307012015906,0.000143129632764373,0,0,0,0.000347907068451234,0.000272836033146616,-0.00029937262523518,0.000442307012015906,0.0100565884271581,-9.32524197369306e-07,0,0,0,0.000139381993039489,0.000278850751994711,-0.00017262772006448,0.000143129632764373,-9.32524197369306e-07,0.000142234109981863,0,0,0,-0.00108337732082437,1.1320100364666,-0.650407741970898,0.00268654732603638,0.0581665357562452,0.000115789425532246,0,0,0,0,-0,-0,0,0,-0.00108337732082437,1.1320100364666,-0.650407741970898,0.00268654732603638,0.0581665357562452,0.000115789425532246,6.21141868360244,6.21141868360244,5.0946920610196,5.0946920610196,5.00000000003358,5.00000000003358,5.00000000773008,5.00000000773008,-0.00934935644487922,0.0739500801816177,-0.0255974202933444,-0.00121581393677417,0.000878127471658274,-9.8486264093367e-05,6.21141868360244,6.21141868360244,5.0946920610196,5.0946920610196,5.00000000003358,5.00000000003358,5.00000000773008,5.00000000773008,-0.0104327337657036,1.20596011664822,-0.676005162264243,0.00147073338926221,0.0590446632279035,1.73031614388789e-05,0.336636642600868,0.00769036104794683,0.2,0.202124157215288,0.0824106224625668,0.200095149516564,0,0,0,0,0,0,-0.403346628053139,0.23670871536382,0.00112070371855705,0.13451248538558,-0.07472026141462,-9.51495165640859e-05,-0.692729758330557,0.385436742841291,0.000531782768748282,0.692729758330557,-0.385436742841291,-0.000531782768748282,1,0,0,0,1,0,-0.00932832824208109,0.0746401152698039,1,0.00932832824208109,-0.0746401152698039,-1,-0.73386187864072,-0.144464862000131,3.67320510363811e-06,0.459175149454827,0.0903916039547004,3.67212093388576e-06,-0.00393910780001669,-0.0589887188964901,-0.999609243616081,-0.0434163651083146,0.220534411270614,0.0279564387269808,-0.0134295402959269,-0.00275948087935244,-0.999581622009024,-0.00754743062273986,-0.0563920956948366,-0.0491944254465624
6,0.1,1,pinocchio,integrator,C:\Users\A\Documents\MATLAB\HCDR_v6-codex\kortex_description\robots\gen3_lite_gen3_lite_2f_local.urdf,1,pinocchio,0,,8.68091719331417e-15,2.37908359679295e-10,493.72465068696,39.2112034037055,38.4957827491134,0.336636642600868,0.00769036104794683,0.285124963237541,0.215819106025517,0.074806570010436,0.287729775703531,-0.120817536575351,0.0671162089624892,0.00260481246599009,0.135722429736752,0.0650394211870256,0.189717072417334,-0.00242730229064476,-0.022385630453484,0.0140409061505911,-0.00279510336330086,-0.00957869767997778,-0.00522547131733887,0.41191938956342,-0.402143651673004,-0.150312046278051,-0.0389957215835651,-0.260265464441501,0.163238352999334,-0.0434843782102496,-0.10991484432004,-0.0714258551450094,-1.01170817005301,1.04222418012847,-1.00583953608734,-0.395469431552386,0.578807221670365,-0.362399427487912,-0.357015624664324,0.305367660738071,-0.283799634599904,0.14355613426,0.0574134378256169,0.186308495677338,-0.00336540449493701,-0.0273594168536458,0.0171607134395826,-0.00380759717737159,-0.0116548475020834,-0.00676750827407901,0.391685226162359,-0.381299168070435,-0.170428836999798,-0.0469051102146128,-0.248689320008094,0.155990364449576,-0.0506246907035361,-0.103807491105278,-0.0771018478370075,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0159188254151898,-0.0208368438543699,-0.000793527057552698,0.00325279608040949,0.00032001201568463,0.000139600206986578,0,0,0,-0.0208368438543699,0.433495974025756,-0.152827079332576,0.00544139341171414,0.000268115053908192,0.00027852087898649,0,0,0,-0.000793527057552698,-0.152827079332576,0.0864731156990267,-0.00233974428556228,-0.000303832127274712,-0.000172306226894297,0,0,0,0.00325279608040949,0.00544139341171414,-0.00233974428556228,0.00275486118629488,0.000442823330643807,0.000143335320105826,0,0,0,0.00032001201568463,0.000268115053908192,-0.000303832127274712,0.000442823330643807,0.010056587666472,-1.04785015781921e-06,0,0,0,0.000139600206986578,0.00027852087898649,-0.000172306226894297,0.000143335320105826,-1.04785015781921e-06,0.000142234109981863,0,0,0,-0.00132724134312451,1.19162170263104,-0.670106632387856,0.00348699625564052,0.057822560895718,0.000146600437995157,0,0,0,0,-0,-0,0,0,-0.00132724134312451,1.19162170263104,-0.670106632387856,0.00348699625564052,0.057822560895718,0.000146600437995157,6.27534931304039,6.27534931304039,6.01935531649521,6.01935531649521,5.00000000023791,5.00000000023791,5.00000000056567,5.00000000056567,-0.019171546977951,0.312595548255558,-0.118689963906604,0.0018220753011633,0.00305189973068565,7.65870427841264e-05,6.27534931304039,6.27534931304039,6.01935531649521,6.01935531649521,5.00000000023791,5.00000000023791,5.00000000056567,5.00000000056567,-0.0204987883210755,1.5042172508866,-0.78879659629446,0.00530907155680382,0.0608744606264037,0.000223187480779283,0.336636642600868,0.00769036104794683,0.2,0.215819106025517,0.0748065700104363,0.200169952956708,0,0,0,0,0,0,-1.61178481294945,0.904979787541576,-0.00720849388567479,0.120817536575351,-0.0671162089624895,-0.000169952956707548,-0.684676923524228,0.380830034189526,0.000489340089253998,0.684676923524228,-0.380830034189526,-0.000489340089253998,1,0,0,0,1,0,-0.00976714882341069,0.0800966762887644,1,0.00976714882341069,-0.0800966762887644,-1,-0.733518133126342,-0.142701578331524,3.67320510363811e-06,0.458740000940057,0.0892455190762,3.67136447641656e-06,-0.00449553586376629,-0.0590973736878701,-0.999336627072443,-0.0429647530636021,0.220587390738443,0.0364220099598228,-0.0134256890637888,-0.00275974524256114,-0.999289807099277,-0.00741835055453856,-0.0627736861320156,-0.0483679020482404
7,0.12,1,pinocchio,integrator,C:\Users\A\Documents\MATLAB\HCDR_v6-codex\kortex_description\robots\gen3_lite_gen3_lite_2f_local.urdf,1,pinocchio,0,,8.44213788137353e-15,2.82931011952314e-10,493.523683868317,39.140894628887,38.3072100815166,0.336636642600868,0.00769036104794683,0.285124963237541,0.228869760737387,0.0675637868923399,0.288415541967113,-0.107766881863481,0.059873425844393,0.00329057872957272,0.14355613426,0.0574134378256169,0.186308495677338,-0.00336540449493701,-0.0273594168536458,0.0171607134395826,-0.00380759717737159,-0.0116548475020834,-0.00676750827407901,0.391685226162359,-0.381299168070435,-0.170428836999798,-0.0469051102146128,-0.248689320008094,0.155990364449576,-0.0506246907035361,-0.103807491105278,-0.0771018478370075,-1.41560631802561,1.43483786710355,-0.995871045240794,-0.409964695360442,0.827424634185634,-0.517812560314033,-0.34812972128822,0.410827136671052,-0.249541906857621,0.150823596256037,0.0503613896110497,0.182501570519246,-0.00446749257737345,-0.0320022334001335,0.0200733957044485,-0.0049593428799576,-0.0135666664695205,-0.00840936199356221,0.363373099801847,-0.352602410728364,-0.190346257904614,-0.0551044041218216,-0.232140827324381,0.145634113243295,-0.0575872851293005,-0.0955909483718572,-0.0820926859741599,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0164453122704814,-0.0208358327822517,-0.000799708718019996,0.003387384825582,0.000293427938728056,0.000139812958951897,0,0,0,-0.0208358327822517,0.43337385602923,-0.152763924968654,0.0054221794800768,0.000263982114006194,0.000278204254864662,0,0,0,-0.000799708718019996,-0.152763924968654,0.0864689252774292,-0.00234175786141519,-0.000309225991238902,-0.00017199993502559,0,0,0,0.003387384825582,0.0054221794800768,-0.00234175786141519,0.0027537990898965,0.000443293845555645,0.000143533101768307,0,0,0,0.000293427938728056,0.000263982114006194,-0.000309225991238902,0.000443293845555645,0.0100565866063609,-1.17233831135677e-06,0,0,0,0.000139812958951897,0.000278204254864662,-0.00017199993502559,0.000143533101768307,-1.17233831135677e-06,0.000142234109981863,0,0,0,-0.00153917588305233,1.24840927367738,-0.68898901140928,0.00424435574077772,0.0575106583531984,0.000175177265599408,0,0,0,0,-0,-0,0,0,-0.00153917588305233,1.24840927367738,-0.68898901140928,0.00424435574077772,0.0575106583531984,0.000175177265599408,6.3075810428966,6.3075810428966,6.47631613168288,6.47631613168288,5.00000000028293,5.00000000028293,5.00000000055613,5.00000000055613,-0.0246615699018236,0.444380644806003,-0.170116359703677,0.00349794862626851,0.0042357387756482,0.000175995265287554,6.3075810428966,6.3075810428966,6.47631613168288,6.47631613168288,5.00000000028293,5.00000000028293,5.00000000055613,5.00000000055613,-0.0262007457848759,1.69278991848338,-0.859105371112957,0.00774230436704623,0.0617463971288466,0.000351172530886962,0.336636642600868,0.00769036104794683,0.2,0.228869760737387,0.0675637868923402,0.200258916088444,0,0,0,0,0,0,-2.27272009916632,1.26868337512324,-0.0148952987675832,0.107766881863481,-0.0598734258443934,-0.000258916088444139,-0.652470414275723,0.362801297978129,0.000549815503841533,0.652470414275723,-0.362801297978129,-0.000549815503841533,1,0,0,0,1,0,-0.0101503490667232,0.0853136264773869,1,0.0101503490667232,-0.0853136264773869,-1,-0.733194969525126,-0.14075969431123,3.67320510363811e-06,0.458319628237185,0.0879891763857792,3.67045574209647e-06,-0.00502983930448646,-0.0592001458640398,-0.999009142675641,-0.0424897220228501,0.220644609191747,0.0445087719025323,-0.0134210716059279,-0.00276005132961726,-0.998939318039867,-0.0065738696356316,-0.0662385523436339,-0.0443642332154274
