step,time_s,success,routeB_residual,tip_x,tip_y,tip_z,target_x,target_y,target_z,err_x,err_y,err_z,tension_margin_low,tension_margin_high,torque_margin_low,torque_margin_high,active_lower_count,active_upper_count,cable_active_lower_count,cable_active_upper_count,jacobian_backend,jacobian_fallback,T_1,Tlow_1,Tup_1,T_2,Tlow_2,Tup_2,T_3,Tlow_3,Tup_3,T_4,Tlow_4,Tup_4,T_5,Tlow_5,Tup_5,T_6,Tlow_6,Tup_6,T_7,Tlow_7,Tup_7,T_8,Tlow_8,Tup_8,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,uwo_1,ua_1,uwo_2,ua_2,uwo_3,ua_3,uwo_4,ua_4,uwo_5,ua_5,uwo_6,ua_6,uwo_7,ua_7,uwo_8,ua_8,uwo_9,ua_9,uwo_10,ua_10,uwo_11,ua_11,uwo_12,ua_12,uwo_13,ua_13,uwo_14,ua_14
11,0.2,1,8.56878860109243e-15,0.271169764101148,0.0440771596510116,0.285141404514817,0.336636642600868,0.00769036104794683,0.285124963237541,-0.06546687849972,0.0363867986030648,1.64412772767353e-05,1.9470603865509,485.771550085731,39.4047314992611,38.7712828088372,0,0,0,0,pinocchio,0,10.2670982654957,0,0,10.2670982654957,0,0,14.2284499142694,0,0,14.2284499142694,0,0,6.9470603865509,0,0,6.9470603865509,0,0,13.2588959579942,0,0,13.2588959579942,0,0,-0.00596243005665888,1.22871719116275,-0.595268500738935,0.00011368617276377,0.0605752090974937,-3.35991691841894e-06,10.2670982654957,10.2670982654957,10.2670982654957,10.2670982654957,14.2284499142694,14.2284499142694,14.2284499142694,14.2284499142694,6.9470603865509,6.9470603865509,6.9470603865509,6.9470603865509,13.2588959579942,13.2588959579942,13.2588959579942,13.2588959579942,-0.00614295014923982,-0.00596243005665888,0.0617006697339733,1.22871719116275,-0.0146309672168456,-0.595268500738935,0.000257865387951028,0.00011368617276377,0.000923574495935497,0.0605752090974937,4.23195389487319e-06,-3.35991691841894e-06
12,0.22,1,8.10294999519659e-15,0.279193464753828,0.0396235580268643,0.285135306149665,0.336636642600868,0.00769036104794683,0.285124963237541,-0.05744317784704,0.0319331969789174,1.0342912124095e-05,1.83802042340145,485.979914336134,39.4078424956859,38.7595742874516,0,0,0,0,pinocchio,0,10.274979673568,0,0,10.274979673568,0,0,14.0200856638657,0,0,14.0200856638657,0,0,6.83802042340145,0,0,6.83802042340145,0,0,13.3704036746512,0,0,13.3704036746512,0,0,-0.00518389007661174,1.24042571254836,-0.592157504314146,4.58577238960663e-06,0.0605084536915059,-5.98372955757386e-06,10.274979673568,10.274979673568,10.274979673568,10.274979673568,14.0200856638657,14.0200856638657,14.0200856638657,14.0200856638657,6.83802042340145,6.83802042340145,6.83802042340145,6.83802042340145,13.3704036746512,13.3704036746512,13.3704036746512,13.3704036746512,-0.00534746540458997,-0.00518389007661174,0.0532728894228711,1.24042571254836,-0.0126462473028681,-0.592157504314146,0.000211354272188657,4.58577238960663e-06,0.000800207138347275,0.0605084536915059,3.34272016289106e-06,-5.98372955757386e-06
13,0.24,1,8.39771321220333e-15,0.286305952269822,0.035676119649427,0.285130089961732,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0503306903310455,0.0279857586014802,5.12672419183957e-06,1.73030181241627,486.188593912665,39.4104008012058,38.746715194761,0,0,0,0,pinocchio,0,10.2861103680379,0,0,10.2861103680379,0,0,13.8114060873351,0,0,13.8114060873351,0,0,6.73030181241627,0,0,6.73030181241627,0,0,13.4889175810783,0,0,13.4889175810783,0,0,-0.00450243153909322,1.25328480523902,-0.589599198794239,-8.5468921707415e-05,0.0604685515502034,-7.79928719292191e-06,10.2861103680379,10.2861103680379,10.2861103680379,10.2861103680379,13.8114060873351,13.8114060873351,13.8114060873351,13.8114060873351,6.73030181241627,6.73030181241627,6.73030181241627,6.73030181241627,13.4889175810783,13.4889175810783,13.4889175810783,13.4889175810783,-0.00465142819770392,-0.00450243153909322,0.046555255157422,1.25328480523902,-0.0112235135970167,-0.589599198794239,0.000183168267362532,-8.5468921707415e-05,0.000698196922272132,0.0604685515502034,3.27094713981069e-06,-7.79928719292191e-06
14,0.26,1,1.03535811334565e-14,0.292587320065959,0.0321903352046433,0.285125723108565,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0440493225349091,0.0244999741566965,7.59871024325065e-07,1.62764394777001,486.389342916888,39.4125502950709,38.7329289755505,0,0,0,0,pinocchio,0,10.2984486110124,0,0,10.2984486110124,0,0,13.6106570831119,0,0,13.6106570831119,0,0,6.62764394777001,0,0,6.62764394777001,0,0,13.6068701067982,0,0,13.6068701067982,0,0,-0.00391628680435276,1.26707102444951,-0.58744970492908,-0.000161890321832825,0.0604499925821452,-9.10457701897214e-06,10.2984486110124,10.2984486110124,10.2984486110124,10.2984486110124,13.6106570831119,13.6106570831119,13.6106570831119,13.6106570831119,6.62764394777001,6.62764394777001,6.62764394777001,6.62764394777001,13.6068701067982,13.6068701067982,13.6068701067982,13.6068701067982,-0.00405274575194881,-0.00391628680435276,0.0412511821235952,1.26707102444951,-0.0102207986389899,-0.58744970492908,0.000168239502812639,-0.000161890321832825,0.000612722183277015,0.0604499925821452,3.72264340597894e-06,-9.10457701897214e-06
15,0.28,1,1.31078264970363e-14,0.298118879103637,0.0291210273603418,0.285122137637694,0.336636642600868,0.00769036104794683,0.285124963237541,-0.038517763497231,0.021430666312395,-2.82559984698949e-06,1.53226261212261,486.280194532875,39.4144086542707,38.7184404909525,0,0,0,0,pinocchio,0,10.3107943361069,0,0,10.3107943361069,0,0,13.4225204168871,0,0,13.4225204168871,0,0,6.53226261212261,0,0,6.53226261212261,0,0,13.719805467125,0,0,13.719805467125,0,0,-0.00341656427584057,1.28155950904753,-0.585591345729304,-0.000229074637990878,0.060448680752949,-1.01178212637481e-05,10.3107943361069,10.3107943361069,10.3107943361069,10.3107943361069,13.4225204168871,13.4225204168871,13.4225204168871,13.4225204168871,6.53226261212261,6.53226261212261,6.53226261212261,6.53226261212261,13.719805467125,13.719805467125,13.719805467125,13.719805467125,-0.00354223274803189,-0.00341656427584057,0.0370766813838799,1.28155950904753,-0.00952407348435713,-0.585591345729304,0.000162555331314707,-0.000229074637990878,0.000540284999637208,0.060448680752949,4.48612491510403e-06,-1.01178212637481e-05
16,0.3,1,1.02799718656789e-14,0.302979416569441,0.026424422104423,0.285119248888103,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0336572260314272,0.0187340610564761,-5.71434943763549e-06,1.44529703061094,486.17472216599,39.4160672337293,38.7034441595566,0,0,0,0,pinocchio,0,10.3224615116454,0,0,10.3224615116454,0,0,13.2493216977999,0,0,13.2493216977999,0,0,6.44529703061094,0,0,6.44529703061094,0,0,13.8252778340097,0,0,13.8252778340097,0,0,-0.00299230126303968,1.2965558404434,-0.583932766270731,-0.000290425785243785,0.0604615294144515,-1.0993556327682e-05,10.3224615116454,10.3224615116454,10.3224615116454,10.3224615116454,13.2493216977999,13.2493216977999,13.2493216977999,13.2493216977999,6.44529703061094,6.44529703061094,6.44529703061094,6.44529703061094,13.8252778340097,13.8252778340097,13.8252778340097,13.8252778340097,-0.00310867349300281,-0.00299230126303968,0.0337897776393845,1.2965558404434,-0.0090464964279704,-0.583932766270731,0.000163097979992699,-0.000290425785243785,0.000478319049761922,0.0604615294144515,5.41459391456556e-06,-1.0993556327682e-05
17,0.32,1,1.22740146921419e-14,0.30724305163357,0.0240593357968862,0.285116967124537,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0293935909672976,0.0163689747489393,-7.99611300350556e-06,1.36714049170005,486.077890355708,39.4175948220153,38.6880965549329,0,0,0,0,pinocchio,0,10.3330640351697,0,0,10.3330640351697,0,0,13.0918549360718,0,0,13.0918549360718,0,0,6.36714049170005,0,0,6.36714049170005,0,0,13.9221096442922,0,0,13.9221096442922,0,0,-0.00263271804186634,1.31190344506707,-0.582405177984693,-0.000348503501596029,0.060486156020501,-1.18380593652574e-05,10.3330640351697,10.3330640351697,10.3330640351697,10.3330640351697,13.0918549360718,13.0918549360718,13.0918549360718,13.0918549360718,6.36714049170005,6.36714049170005,6.36714049170005,6.36714049170005,13.9221096442922,13.9221096442922,13.9221096442922,13.9221096442922,-0.00274107437146398,-0.00263271804186634,0.0311956936239994,1.31190344506707,-0.00872409292097842,-0.582405177984693,0.000167676934175631,-0.000348503501596029,0.000424895412287185,0.060486156020501,6.40985447830644e-06,-1.18380593652574e-05
18,0.34,1,6.8239160261658e-15,0.310978135297223,0.0219877843388323,0.285115204573065,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0256585073036455,0.0142974232908854,-9.75866447583407e-06,1.29768091030853,485.990102976281,39.4190422632574,38.6725190538223,0,0,0,0,pinocchio,0,10.342378005284,0,0,10.342378005284,0,0,12.9499415498519,0,0,12.9499415498519,0,0,6.29768091030853,0,0,6.29768091030853,0,0,14.009897023719,0,0,14.009897023719,0,0,-0.0023281042622721,1.32748094617771,-0.580957736742616,-0.000405196627406605,0.0605206682945697,-1.27222808013642e-05,10.342378005284,10.342378005284,10.342378005284,10.342378005284,12.9499415498519,12.9499415498519,12.9499415498519,12.9499415498519,6.29768091030853,6.29768091030853,6.29768091030853,6.29768091030853,14.009897023719,14.009897023719,14.009897023719,14.009897023719,-0.00242954513667115,-0.0023281042622721,0.0291423392607015,1.32748094617771,-0.00851078336454947,-0.580957736742616,0.000174745824438105,-0.000405196627406605,0.00037851832610869,0.0605206682945697,7.40885469951991e-06,-1.27222808013642e-05
19,0.36,1,9.71928897545449e-15,0.314246820786804,0.0201752212909425,0.285113879396067,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0223898218140642,0.0124848602429957,-1.10838414730807e-05,1.23647348859247,485.911316041274,39.4204467302118,38.656803819027,0,0,0,0,pinocchio,0,10.3502551301637,0,0,10.3502551301637,0,0,12.8228065202581,0,0,12.8228065202581,0,0,6.23647348859247,0,0,6.23647348859247,0,0,14.088683958726,0,0,14.088683958726,0,0,-0.0020700622182868,1.34319618097303,-0.579553269788231,-0.000461881614902684,0.0605635208489593,-1.3691980025558e-05,10.3502551301637,10.3502551301637,10.3502551301637,10.3502551301637,12.8228065202581,12.8228065202581,12.8228065202581,12.8228065202581,6.23647348859247,6.23647348859247,6.23647348859247,6.23647348859247,14.088683958726,14.088683958726,14.088683958726,14.088683958726,-0.0021655365765838,-0.0020700622182868,0.0275128251102359,1.34319618097303,-0.00837390537249405,-0.579553269788231,0.000183239713521743,-0.000461881614902684,0.000337990099424701,0.0605635208489593,8.37324979841014e-06,-1.3691980025558e-05
20,0.38,1,8.87436723734324e-15,0.317105053555968,0.0185905438201568,0.285112917676944,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0195315890449005,0.01090018277221,-1.20455605969738e-05,1.18286320723806,485.841248795109,39.4218352525061,38.6410201601778,0,0,0,0,pinocchio,0,10.3565702680509,0,0,10.3565702680509,0,0,12.7093293408182,0,0,12.7093293408182,0,0,6.18286320723806,0,0,6.18286320723806,0,0,14.1587512048913,0,0,14.1587512048913,0,0,-0.00185146816613142,1.35897983982216,-0.578164747493902,-0.000519553431661784,0.0606134216145295,-1.47753494904908e-05,10.3565702680509,10.3565702680509,10.3565702680509,10.3565702680509,12.7093293408182,12.7093293408182,12.7093293408182,12.7093293408182,6.18286320723806,6.18286320723806,6.18286320723806,6.18286320723806,14.1587512048913,14.1587512048913,14.1587512048913,14.1587512048913,-0.00194179681879803,-0.00185146816613142,0.0262179117117043,1.35897983982216,-0.00829057753261253,-0.578164747493902,0.000192443288106858,-0.000519553431661784,0.000302324745568683,0.0606134216145295,9.28162458535553e-06,-1.47753494904908e-05
21,0.4,1,7.71743639662618e-15,0.319602813548462,0.017205959059667,0.285112254146438,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0170338290524061,0.00951559801172017,-1.27090911026251e-05,1.13607088454089,485.779517137628,39.4232274648369,38.6252201316795,0,0,0,0,pinocchio,0,10.3611916811887,0,0,10.3611916811887,0,0,12.6082097410436,0,0,12.6082097410436,0,0,6.13607088454089,0,0,6.13607088454089,0,0,14.2204828623719,0,0,14.2204828623719,0,0,-0.00166632672431106,1.3747798683205,-0.576772535163086,-0.000578928011020244,0.060669271588379,-1.59885972262564e-05,10.3611916811887,10.3611916811887,10.3611916811887,10.3611916811887,12.6082097410436,12.6082097410436,12.6082097410436,12.6082097410436,6.13607088454089,6.13607088454089,6.13607088454089,6.13607088454089,14.2204828623719,14.2204828623719,14.2204828623719,14.2204828623719,-0.00175222157322708,-0.00166632672431106,0.0251894780735356,1.3747798683205,-0.00824490572515657,-0.576772535163086,0.000201889408437239,-0.000578928011020244,0.000270694032515451,0.060669271588379,1.01238524337077e-05,-1.59885972262564e-05
22,0.42,1,5.10596388293955e-15,0.321784499221945,0.0159967720049428,0.285111832143425,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0148521433789232,0.00830641095699593,-1.31310941158258e-05,1.09525317849363,485.725714746099,39.4246376726705,38.6094430485726,0,0,0,0,pinocchio,0,10.3639663426264,0,0,10.3639663426264,0,0,12.5180757783781,0,0,12.5180757783781,0,0,6.09525317849363,0,0,6.09525317849363,0,0,14.2742852539006,0,0,14.2742852539006,0,0,-0.00150959983020736,1.39055695142742,-0.575362327329526,-0.000640519825456701,0.0607301260438492,-1.73399508434836e-05,10.3639663426264,10.3639663426264,10.3639663426264,10.3639663426264,12.5180757783781,12.5180757783781,12.5180757783781,12.5180757783781,6.09525317849363,6.09525317849363,6.09525317849363,6.09525317849363,14.2742852539006,14.2742852539006,14.2742852539006,14.2742852539006,-0.00159167974370433,-0.00150959983020736,0.0243752742056174,1.39055695142742,-0.0082259110434606,-0.575362327329526,0.000211283584484079,-0.000640519825456701,0.000242394220286712,0.0607301260438492,1.08970916556927e-05,-1.73399508434836e-05
23,0.44,1,1.06163770808552e-14,0.323689381356629,0.0149411347543618,0.285111603136323,0.336636642600868,0.00769036104794683,0.285124963237541,-0.012947261244239,0.00725077370641501,-1.33601012171081e-05,1.05954420401931,485.679459214669,39.4260763690532,38.5937189536067,0,0,0,0,pinocchio,0,10.3647151467605,0,0,10.3647151467605,0,0,12.4375532506797,0,0,12.4375532506797,0,0,6.05954420401931,0,0,6.05954420401931,0,0,14.3205407853315,0,0,14.3205407853315,0,0,-0.00137704520293422,1.40628104639334,-0.573923630946794,-0.000704699357398255,0.0607951691611212,-1.88324807831669e-05,10.3647151467605,10.3647151467605,10.3647151467605,10.3647151467605,12.4375532506797,12.4375532506797,12.4375532506797,12.4375532506797,6.05954420401931,6.05954420401931,6.05954420401931,6.05954420401931,14.3205407853315,14.3205407853315,14.3205407853315,14.3205407853315,-0.00145584922183417,-0.00137704520293422,0.0237348784438325,1.40628104639334,-0.00822602995430799,-0.573923630946794,0.000220449073317752,-0.000704699357398255,0.000216825533748022,0.0607951691611212,1.16029973327159e-05,-1.88324807831669e-05
24,0.46,1,1.25438324049664e-14,0.325352080666177,0.0140197825268383,0.285111526016805,0.336636642600868,0.00769036104794683,0.285124963237541,-0.0112845619346914,0.00632942147889148,-1.3437220735657e-05,1.02808434957533,485.640415031717,39.4275513302687,38.5780711947948,0,0,0,0,pinocchio,0,10.3632345348016,0,0,10.3632345348016,0,0,12.365309383486,0,0,12.365309383486,0,0,6.02808434957533,0,0,6.02808434957533,0,0,14.3595849682831,0,0,14.3595849682831,0,0,-0.00126507689469522,1.42192880520518,-0.572448669731322,-0.000771735022583628,0.0608636967738958,-2.04660596522101e-05,10.3632345348016,10.3632345348016,10.3632345348016,10.3632345348016,12.365309383486,12.365309383486,12.365309383486,12.365309383486,6.02808434957533,6.02808434957533,6.02808434957533,6.02808434957533,14.3595849682831,14.3595849682831,14.3595849682831,14.3595849682831,-0.0013410753010703,-0.00126507689469522,0.0232366636288646,1.42192880520518,-0.00824004854734994,-0.572448669731322,0.000229287713757742,-0.000771735022583628,0.000193479127709395,0.0608636967738958,1.22458158102745e-05,-2.04660596522101e-05
