y_m,z_m,hit_count
-0.25,0.4,11
-0.25,0.41,15
-0.25,0.42,13
-0.25,0.43,9
-0.25,0.44,9
-0.25,0.45,10
-0.25,0.46,11
-0.25,0.47,14
-0.25,0.48,15
-0.25,0.49,12
-0.25,0.5,2
-0.25,0.51,13
-0.25,0.52,15
-0.25,0.53,13
-0.25,0.54,9
-0.25,0.55,18
-0.25,0.56,21
-0.25,0.57,12
-0.25,0.58,10
-0.25,0.59,15
-0.25,0.6,15
-0.25,0.61,18
-0.25,0.62,21
-0.25,0.63,14
-0.25,0.64,17
-0.25,0.65,20
-0.25,0.66,19
-0.25,0.67,17
-0.25,0.68,19
-0.25,0.69,20
-0.25,0.7,20
-0.25,0.71,17
-0.25,0.72,20
-0.25,0.73,28
-0.25,0.74,23
-0.25,0.75,17
-0.25,0.76,19
-0.25,0.77,13
-0.25,0.78,20
-0.25,0.79,16
-0.25,0.8,20
-0.25,0.81,13
-0.25,0.82,14
-0.25,0.83,21
-0.25,0.84,16
-0.25,0.85,12
-0.25,0.86,22
-0.25,0.87,19
-0.25,0.88,15
-0.25,0.89,23
-0.25,0.9,19
-0.25,0.91,16
-0.25,0.92,21
-0.25,0.93,9
-0.25,0.94,17
-0.25,0.95,14
-0.25,0.96,14
-0.25,0.97,15
-0.25,0.98,18
-0.25,0.99,16
-0.25,1,17
-0.25,1.01,12
-0.25,1.02,14
-0.25,1.03,11
-0.25,1.04,18
-0.25,1.05,16
-0.25,1.06,13
-0.25,1.07,17
-0.25,1.08,10
-0.25,1.09,14
-0.25,1.1,21
-0.25,1.11,12
-0.25,1.12,15
-0.25,1.13,15
-0.25,1.14,13
-0.25,1.15,11
-0.25,1.16,9
-0.25,1.17,15
-0.25,1.18,13
-0.25,1.19,19
-0.25,1.2,10
-0.25,1.21,15
-0.25,1.22,11
-0.25,1.23,10
-0.25,1.24,10
-0.25,1.25,15
-0.25,1.26,11
-0.25,1.27,12
-0.25,1.28,8
-0.25,1.29,13
-0.25,1.3,6
-0.25,1.31,10
-0.25,1.32,13
-0.25,1.33,8
-0.25,1.34,7
-0.25,1.35,4
-0.25,1.36,12
-0.25,1.37,7
-0.25,1.38,9
-0.25,1.39,4
-0.25,1.4,4
-0.25,1.41,5
-0.25,1.42,3
-0.25,1.43,5
-0.25,1.44,3
-0.25,1.45,4
-0.25,1.46,4
-0.25,1.47,9
-0.25,1.48,3
-0.25,1.49,5
-0.25,1.5,4
-0.25,1.51,6
-0.25,1.52,5
-0.25,1.53,1
-0.25,1.54,4
-0.25,1.55,4
-0.25,1.56,3
-0.25,1.57,3
-0.25,1.58,5
-0.25,1.59,1
-0.24,0.2,1
-0.24,0.21,3
-0.24,0.22,6
-0.24,0.23,1
-0.24,0.24,5
-0.24,0.25,7
-0.24,0.26,5
-0.24,0.27,7
-0.24,0.28,6
-0.24,0.29,6
-0.24,0.3,7
-0.24,0.31,10
-0.24,0.32,3
-0.24,0.33,4
-0.24,0.34,7
-0.24,0.35,4
-0.24,0.36,8
-0.24,0.37,12
-0.24,0.38,2
-0.24,0.39,4
-0.24,0.4,11
-0.24,0.41,14
-0.24,0.42,6
-0.24,0.43,10
-0.24,0.44,7
-0.24,0.45,11
-0.24,0.46,12
-0.24,0.47,10
-0.24,0.48,11
-0.24,0.49,13
-0.24,0.5,9
-0.24,0.51,17
-0.24,0.52,14
-0.24,0.53,8
-0.24,0.54,16
-0.24,0.55,17
-0.24,0.56,21
-0.24,0.57,12
-0.24,0.58,16
-0.24,0.59,17
-0.24,0.6,17
-0.24,0.61,19
-0.24,0.62,16
-0.24,0.63,16
-0.24,0.64,17
-0.24,0.65,29
-0.24,0.66,20
-0.24,0.67,22
-0.24,0.68,27
-0.24,0.69,22
-0.24,0.7,15
-0.24,0.71,21
-0.24,0.72,21
-0.24,0.73,22
-0.24,0.74,13
-0.24,0.75,21
-0.24,0.76,13
-0.24,0.77,20
-0.24,0.78,18
-0.24,0.79,23
-0.24,0.8,12
-0.24,0.81,11
-0.24,0.82,15
-0.24,0.83,14
-0.24,0.84,12
-0.24,0.85,14
-0.24,0.86,14
-0.24,0.87,20
-0.24,0.88,13
-0.24,0.89,20
-0.24,0.9,13
-0.24,0.91,16
-0.24,0.92,15
-0.24,0.93,9
-0.24,0.94,13
-0.24,0.95,22
-0.24,0.96,18
-0.24,0.97,18
-0.24,0.98,18
-0.24,0.99,12
-0.24,1,11
-0.24,1.01,20
-0.24,1.02,14
-0.24,1.03,15
-0.24,1.04,8
-0.24,1.05,12
-0.24,1.06,12
-0.24,1.07,12
-0.24,1.08,17
-0.24,1.09,20
-0.24,1.1,24
-0.24,1.11,22
-0.24,1.12,14
-0.24,1.13,14
-0.24,1.14,12
-0.24,1.15,15
-0.24,1.16,15
-0.24,1.17,11
-0.24,1.18,15
-0.24,1.19,16
-0.24,1.2,15
-0.24,1.21,10
-0.24,1.22,10
-0.24,1.23,11
-0.24,1.24,7
-0.24,1.25,12
-0.24,1.26,11
-0.24,1.27,13
-0.24,1.28,11
-0.24,1.29,14
-0.24,1.3,4
-0.24,1.31,10
-0.24,1.32,11
-0.24,1.33,11
-0.24,1.34,12
-0.24,1.35,7
-0.24,1.36,10
-0.24,1.37,9
-0.24,1.38,5
-0.24,1.39,8
-0.24,1.4,9
-0.24,1.41,5
-0.24,1.42,8
-0.24,1.43,7
-0.24,1.44,6
-0.24,1.45,6
-0.24,1.46,2
-0.24,1.47,4
-0.24,1.48,1
-0.24,1.49,7
-0.24,1.5,5
-0.24,1.51,6
-0.24,1.52,4
-0.24,1.53,2
-0.24,1.54,3
-0.24,1.55,6
-0.24,1.56,2
-0.24,1.6,1
-0.24,1.61,1
-0.23,0.22,1
-0.23,0.23,5
-0.23,0.24,3
-0.23,0.25,6
-0.23,0.26,2
-0.23,0.27,12
-0.23,0.28,7
-0.23,0.29,6
-0.23,0.3,6
-0.23,0.31,8
-0.23,0.32,9
-0.23,0.33,5
-0.23,0.34,10
-0.23,0.35,2
-0.23,0.36,7
-0.23,0.37,9
-0.23,0.38,9
-0.23,0.39,14
-0.23,0.4,9
-0.23,0.41,8
-0.23,0.42,17
-0.23,0.43,8
-0.23,0.44,8
-0.23,0.45,18
-0.23,0.46,11
-0.23,0.47,10
-0.23,0.48,12
-0.23,0.49,12
-0.23,0.5,13
-0.23,0.51,14
-0.23,0.52,13
-0.23,0.53,22
-0.23,0.54,10
-0.23,0.55,20
-0.23,0.56,27
-0.23,0.57,22
-0.23,0.58,12
-0.23,0.59,22
-0.23,0.6,21
-0.23,0.61,21
-0.23,0.62,22
-0.23,0.63,19
-0.23,0.64,26
-0.23,0.65,15
-0.23,0.66,21
-0.23,0.67,19
-0.23,0.68,29
-0.23,0.69,15
-0.23,0.7,18
-0.23,0.71,21
-0.23,0.72,16
-0.23,0.73,19
-0.23,0.74,15
-0.23,0.75,23
-0.23,0.76,27
-0.23,0.77,15
-0.23,0.78,20
-0.23,0.79,17
-0.23,0.8,21
-0.23,0.81,17
-0.23,0.82,22
-0.23,0.83,17
-0.23,0.84,24
-0.23,0.85,19
-0.23,0.86,18
-0.23,0.87,18
-0.23,0.88,18
-0.23,0.89,21
-0.23,0.9,17
-0.23,0.91,18
-0.23,0.92,17
-0.23,0.93,12
-0.23,0.94,20
-0.23,0.95,15
-0.23,0.96,24
-0.23,0.97,20
-0.23,0.98,21
-0.23,0.99,17
-0.23,1,11
-0.23,1.01,17
-0.23,1.02,16
-0.23,1.03,21
-0.23,1.04,18
-0.23,1.05,17
-0.23,1.06,15
-0.23,1.07,19
-0.23,1.08,16
-0.23,1.09,13
-0.23,1.1,22
-0.23,1.11,14
-0.23,1.12,12
-0.23,1.13,14
-0.23,1.14,16
-0.23,1.15,11
-0.23,1.16,17
-0.23,1.17,17
-0.23,1.18,14
-0.23,1.19,15
-0.23,1.2,10
-0.23,1.21,14
-0.23,1.22,16
-0.23,1.23,9
-0.23,1.24,18
-0.23,1.25,12
-0.23,1.26,12
-0.23,1.27,11
-0.23,1.28,8
-0.23,1.29,14
-0.23,1.3,15
-0.23,1.31,12
-0.23,1.32,11
-0.23,1.33,14
-0.23,1.34,11
-0.23,1.35,9
-0.23,1.36,12
-0.23,1.37,9
-0.23,1.38,8
-0.23,1.39,5
-0.23,1.4,7
-0.23,1.41,8
-0.23,1.42,5
-0.23,1.43,6
-0.23,1.44,6
-0.23,1.45,5
-0.23,1.46,5
-0.23,1.47,2
-0.23,1.48,2
-0.23,1.49,2
-0.23,1.5,2
-0.23,1.51,2
-0.23,1.52,5
-0.23,1.53,5
-0.23,1.54,7
-0.23,1.55,2
-0.23,1.56,1
-0.23,1.57,5
-0.23,1.58,3
-0.23,1.6,1
-0.22,0.19,1
-0.22,0.2,2
-0.22,0.21,6
-0.22,0.22,2
-0.22,0.23,6
-0.22,0.24,5
-0.22,0.25,9
-0.22,0.26,7
-0.22,0.27,4
-0.22,0.28,5
-0.22,0.29,5
-0.22,0.3,4
-0.22,0.31,8
-0.22,0.32,7
-0.22,0.33,9
-0.22,0.34,9
-0.22,0.35,9
-0.22,0.36,6
-0.22,0.37,6
-0.22,0.38,10
-0.22,0.39,11
-0.22,0.4,11
-0.22,0.41,11
-0.22,0.42,12
-0.22,0.43,15
-0.22,0.44,13
-0.22,0.45,12
-0.22,0.46,10
-0.22,0.47,8
-0.22,0.48,14
-0.22,0.49,13
-0.22,0.5,12
-0.22,0.51,13
-0.22,0.52,24
-0.22,0.53,18
-0.22,0.54,11
-0.22,0.55,15
-0.22,0.56,15
-0.22,0.57,13
-0.22,0.58,16
-0.22,0.59,17
-0.22,0.6,17
-0.22,0.61,15
-0.22,0.62,15
-0.22,0.63,18
-0.22,0.64,19
-0.22,0.65,24
-0.22,0.66,17
-0.22,0.67,17
-0.22,0.68,14
-0.22,0.69,26
-0.22,0.7,24
-0.22,0.71,17
-0.22,0.72,22
-0.22,0.73,14
-0.22,0.74,22
-0.22,0.75,18
-0.22,0.76,20
-0.22,0.77,23
-0.22,0.78,21
-0.22,0.79,18
-0.22,0.8,16
-0.22,0.81,16
-0.22,0.82,18
-0.22,0.83,13
-0.22,0.84,17
-0.22,0.85,18
-0.22,0.86,14
-0.22,0.87,15
-0.22,0.88,14
-0.22,0.89,15
-0.22,0.9,18
-0.22,0.91,19
-0.22,0.92,20
-0.22,0.93,19
-0.22,0.94,23
-0.22,0.95,14
-0.22,0.96,15
-0.22,0.97,16
-0.22,0.98,19
-0.22,0.99,17
-0.22,1,14
-0.22,1.01,18
-0.22,1.02,21
-0.22,1.03,14
-0.22,1.04,20
-0.22,1.05,19
-0.22,1.06,19
-0.22,1.07,16
-0.22,1.08,19
-0.22,1.09,20
-0.22,1.1,11
-0.22,1.11,11
-0.22,1.12,12
-0.22,1.13,19
-0.22,1.14,15
-0.22,1.15,16
-0.22,1.16,15
-0.22,1.17,10
-0.22,1.18,15
-0.22,1.19,13
-0.22,1.2,17
-0.22,1.21,14
-0.22,1.22,14
-0.22,1.23,17
-0.22,1.24,10
-0.22,1.25,17
-0.22,1.26,12
-0.22,1.27,12
-0.22,1.28,10
-0.22,1.29,13
-0.22,1.3,18
-0.22,1.31,13
-0.22,1.32,17
-0.22,1.33,7
-0.22,1.34,9
-0.22,1.35,13
-0.22,1.36,7
-0.22,1.37,7
-0.22,1.38,9
-0.22,1.39,6
-0.22,1.4,6
-0.22,1.41,6
-0.22,1.42,6
-0.22,1.43,5
-0.22,1.44,10
-0.22,1.45,6
-0.22,1.46,6
-0.22,1.47,2
-0.22,1.48,4
-0.22,1.49,5
-0.22,1.5,7
-0.22,1.51,3
-0.22,1.52,3
-0.22,1.53,7
-0.22,1.54,4
-0.22,1.55,5
-0.22,1.56,1
-0.22,1.57,4
-0.22,1.58,3
-0.22,1.59,4
-0.22,1.6,4
-0.22,1.61,1
-0.21,0.2,2
-0.21,0.21,4
-0.21,0.22,4
-0.21,0.23,3
-0.21,0.24,8
-0.21,0.25,10
-0.21,0.26,4
-0.21,0.27,7
-0.21,0.28,7
-0.21,0.29,4
-0.21,0.3,7
-0.21,0.31,11
-0.21,0.32,8
-0.21,0.33,5
-0.21,0.34,8
-0.21,0.35,11
-0.21,0.36,11
-0.21,0.37,6
-0.21,0.38,6
-0.21,0.39,21
-0.21,0.4,13
-0.21,0.41,14
-0.21,0.42,13
-0.21,0.43,7
-0.21,0.44,12
-0.21,0.45,18
-0.21,0.46,16
-0.21,0.47,18
-0.21,0.48,14
-0.21,0.49,14
-0.21,0.5,15
-0.21,0.51,11
-0.21,0.52,13
-0.21,0.53,13
-0.21,0.54,11
-0.21,0.55,20
-0.21,0.56,14
-0.21,0.57,21
-0.21,0.58,25
-0.21,0.59,21
-0.21,0.6,24
-0.21,0.61,14
-0.21,0.62,19
-0.21,0.63,17
-0.21,0.64,25
-0.21,0.65,18
-0.21,0.66,15
-0.21,0.67,18
-0.21,0.68,15
-0.21,0.69,19
-0.21,0.7,21
-0.21,0.71,19
-0.21,0.72,24
-0.21,0.73,25
-0.21,0.74,19
-0.21,0.75,20
-0.21,0.76,15
-0.21,0.77,19
-0.21,0.78,15
-0.21,0.79,12
-0.21,0.8,16
-0.21,0.81,15
-0.21,0.82,17
-0.21,0.83,13
-0.21,0.84,18
-0.21,0.85,25
-0.21,0.86,14
-0.21,0.87,21
-0.21,0.88,17
-0.21,0.89,16
-0.21,0.9,16
-0.21,0.91,21
-0.21,0.92,15
-0.21,0.93,13
-0.21,0.94,24
-0.21,0.95,19
-0.21,0.96,15
-0.21,0.97,13
-0.21,0.98,16
-0.21,0.99,7
-0.21,1,16
-0.21,1.01,20
-0.21,1.02,15
-0.21,1.03,16
-0.21,1.04,18
-0.21,1.05,14
-0.21,1.06,12
-0.21,1.07,21
-0.21,1.08,16
-0.21,1.09,22
-0.21,1.1,18
-0.21,1.11,20
-0.21,1.12,18
-0.21,1.13,17
-0.21,1.14,14
-0.21,1.15,23
-0.21,1.16,17
-0.21,1.17,22
-0.21,1.18,19
-0.21,1.19,18
-0.21,1.2,18
-0.21,1.21,13
-0.21,1.22,16
-0.21,1.23,21
-0.21,1.24,12
-0.21,1.25,17
-0.21,1.26,16
-0.21,1.27,14
-0.21,1.28,15
-0.21,1.29,13
-0.21,1.3,7
-0.21,1.31,9
-0.21,1.32,9
-0.21,1.33,11
-0.21,1.34,7
-0.21,1.35,13
-0.21,1.36,8
-0.21,1.37,8
-0.21,1.38,4
-0.21,1.39,4
-0.21,1.4,9
-0.21,1.41,4
-0.21,1.42,10
-0.21,1.43,6
-0.21,1.44,10
-0.21,1.45,7
-0.21,1.46,5
-0.21,1.47,4
-0.21,1.48,8
-0.21,1.49,6
-0.21,1.5,5
-0.21,1.51,7
-0.21,1.52,5
-0.21,1.53,2
-0.21,1.54,3
-0.21,1.56,5
-0.21,1.57,3
-0.21,1.58,2
-0.21,1.59,2
-0.21,1.6,2
-0.21,1.61,1
-0.2,0.2,5
-0.2,0.21,4
-0.2,0.22,5
-0.2,0.23,7
-0.2,0.24,4
-0.2,0.25,4
-0.2,0.26,6
-0.2,0.27,4
-0.2,0.28,12
-0.2,0.29,4
-0.2,0.3,10
-0.2,0.31,10
-0.2,0.32,13
-0.2,0.33,10
-0.2,0.34,8
-0.2,0.35,9
-0.2,0.36,13
-0.2,0.37,10
-0.2,0.38,15
-0.2,0.39,14
-0.2,0.4,16
-0.2,0.41,9
-0.2,0.42,12
-0.2,0.43,14
-0.2,0.44,7
-0.2,0.45,14
-0.2,0.46,9
-0.2,0.47,14
-0.2,0.48,18
-0.2,0.49,7
-0.2,0.5,17
-0.2,0.51,16
-0.2,0.52,18
-0.2,0.53,18
-0.2,0.54,11
-0.2,0.55,21
-0.2,0.56,14
-0.2,0.57,17
-0.2,0.58,25
-0.2,0.59,22
-0.2,0.6,18
-0.2,0.61,13
-0.2,0.62,33
-0.2,0.63,20
-0.2,0.64,23
-0.2,0.65,18
-0.2,0.66,22
-0.2,0.67,20
-0.2,0.68,27
-0.2,0.69,16
-0.2,0.7,17
-0.2,0.71,22
-0.2,0.72,18
-0.2,0.73,19
-0.2,0.74,17
-0.2,0.75,15
-0.2,0.76,15
-0.2,0.77,21
-0.2,0.78,19
-0.2,0.79,19
-0.2,0.8,18
-0.2,0.81,29
-0.2,0.82,22
-0.2,0.83,15
-0.2,0.84,19
-0.2,0.85,15
-0.2,0.86,16
-0.2,0.87,19
-0.2,0.88,21
-0.2,0.89,24
-0.2,0.9,22
-0.2,0.91,15
-0.2,0.92,15
-0.2,0.93,20
-0.2,0.94,16
-0.2,0.95,24
-0.2,0.96,22
-0.2,0.97,18
-0.2,0.98,25
-0.2,0.99,16
-0.2,1,20
-0.2,1.01,18
-0.2,1.02,10
-0.2,1.03,20
-0.2,1.04,16
-0.2,1.05,14
-0.2,1.06,17
-0.2,1.07,12
-0.2,1.08,21
-0.2,1.09,17
-0.2,1.1,19
-0.2,1.11,12
-0.2,1.12,18
-0.2,1.13,16
-0.2,1.14,25
-0.2,1.15,14
-0.2,1.16,19
-0.2,1.17,18
-0.2,1.18,13
-0.2,1.19,14
-0.2,1.2,13
-0.2,1.21,21
-0.2,1.22,17
-0.2,1.23,11
-0.2,1.24,13
-0.2,1.25,14
-0.2,1.26,17
-0.2,1.27,14
-0.2,1.28,14
-0.2,1.29,13
-0.2,1.3,8
-0.2,1.31,9
-0.2,1.32,10
-0.2,1.33,14
-0.2,1.34,13
-0.2,1.35,7
-0.2,1.36,6
-0.2,1.37,13
-0.2,1.38,12
-0.2,1.39,12
-0.2,1.4,15
-0.2,1.41,15
-0.2,1.42,4
-0.2,1.43,8
-0.2,1.44,5
-0.2,1.45,3
-0.2,1.46,10
-0.2,1.47,6
-0.2,1.48,4
-0.2,1.49,5
-0.2,1.5,3
-0.2,1.51,4
-0.2,1.52,4
-0.2,1.53,5
-0.2,1.54,4
-0.2,1.55,1
-0.2,1.56,6
-0.2,1.57,1
-0.2,1.58,2
-0.2,1.59,3
-0.2,1.6,1
-0.2,1.61,1
-0.2,1.62,1
-0.19,0.18,1
-0.19,0.19,5
-0.19,0.2,4
-0.19,0.21,10
-0.19,0.22,7
-0.19,0.23,7
-0.19,0.24,7
-0.19,0.25,5
-0.19,0.26,7
-0.19,0.27,7
-0.19,0.28,13
-0.19,0.29,8
-0.19,0.3,11
-0.19,0.31,12
-0.19,0.32,5
-0.19,0.33,11
-0.19,0.34,7
-0.19,0.35,9
-0.19,0.36,9
-0.19,0.37,15
-0.19,0.38,13
-0.19,0.39,7
-0.19,0.4,12
-0.19,0.41,18
-0.19,0.42,22
-0.19,0.43,12
-0.19,0.44,11
-0.19,0.45,13
-0.19,0.46,19
-0.19,0.47,14
-0.19,0.48,15
-0.19,0.49,20
-0.19,0.5,13
-0.19,0.51,24
-0.19,0.52,17
-0.19,0.53,17
-0.19,0.54,19
-0.19,0.55,18
-0.19,0.56,17
-0.19,0.57,20
-0.19,0.58,18
-0.19,0.59,22
-0.19,0.6,23
-0.19,0.61,24
-0.19,0.62,15
-0.19,0.63,21
-0.19,0.64,24
-0.19,0.65,19
-0.19,0.66,24
-0.19,0.67,19
-0.19,0.68,28
-0.19,0.69,24
-0.19,0.7,16
-0.19,0.71,24
-0.19,0.72,20
-0.19,0.73,19
-0.19,0.74,20
-0.19,0.75,18
-0.19,0.76,24
-0.19,0.77,22
-0.19,0.78,12
-0.19,0.79,20
-0.19,0.8,15
-0.19,0.81,20
-0.19,0.82,18
-0.19,0.83,24
-0.19,0.84,20
-0.19,0.85,17
-0.19,0.86,20
-0.19,0.87,31
-0.19,0.88,18
-0.19,0.89,21
-0.19,0.9,15
-0.19,0.91,15
-0.19,0.92,23
-0.19,0.93,15
-0.19,0.94,20
-0.19,0.95,20
-0.19,0.96,13
-0.19,0.97,17
-0.19,0.98,16
-0.19,0.99,19
-0.19,1,19
-0.19,1.01,18
-0.19,1.02,21
-0.19,1.03,16
-0.19,1.04,16
-0.19,1.05,18
-0.19,1.06,22
-0.19,1.07,13
-0.19,1.08,19
-0.19,1.09,19
-0.19,1.1,13
-0.19,1.11,18
-0.19,1.12,13
-0.19,1.13,17
-0.19,1.14,18
-0.19,1.15,21
-0.19,1.16,21
-0.19,1.17,25
-0.19,1.18,20
-0.19,1.19,17
-0.19,1.2,16
-0.19,1.21,12
-0.19,1.22,22
-0.19,1.23,15
-0.19,1.24,21
-0.19,1.25,6
-0.19,1.26,18
-0.19,1.27,19
-0.19,1.28,17
-0.19,1.29,12
-0.19,1.3,10
-0.19,1.31,9
-0.19,1.32,12
-0.19,1.33,8
-0.19,1.34,15
-0.19,1.35,8
-0.19,1.36,8
-0.19,1.37,12
-0.19,1.38,12
-0.19,1.39,7
-0.19,1.4,8
-0.19,1.41,8
-0.19,1.42,8
-0.19,1.43,9
-0.19,1.44,3
-0.19,1.45,5
-0.19,1.46,7
-0.19,1.47,5
-0.19,1.48,6
-0.19,1.49,5
-0.19,1.5,6
-0.19,1.51,3
-0.19,1.52,3
-0.19,1.53,5
-0.19,1.54,6
-0.19,1.55,5
-0.19,1.56,4
-0.19,1.57,3
-0.19,1.59,3
-0.19,1.61,1
-0.19,1.62,1
-0.18,0.18,1
-0.18,0.19,3
-0.18,0.2,8
-0.18,0.21,3
-0.18,0.22,4
-0.18,0.23,8
-0.18,0.24,4
-0.18,0.25,8
-0.18,0.26,8
-0.18,0.27,5
-0.18,0.28,8
-0.18,0.29,11
-0.18,0.3,8
-0.18,0.31,11
-0.18,0.32,12
-0.18,0.33,9
-0.18,0.34,11
-0.18,0.35,10
-0.18,0.36,15
-0.18,0.37,18
-0.18,0.38,10
-0.18,0.39,7
-0.18,0.4,13
-0.18,0.41,17
-0.18,0.42,10
-0.18,0.43,17
-0.18,0.44,11
-0.18,0.45,10
-0.18,0.46,18
-0.18,0.47,19
-0.18,0.48,18
-0.18,0.49,18
-0.18,0.5,16
-0.18,0.51,12
-0.18,0.52,17
-0.18,0.53,14
-0.18,0.54,21
-0.18,0.55,15
-0.18,0.56,19
-0.18,0.57,20
-0.18,0.58,21
-0.18,0.59,23
-0.18,0.6,20
-0.18,0.61,22
-0.18,0.62,19
-0.18,0.63,21
-0.18,0.64,29
-0.18,0.65,23
-0.18,0.66,22
-0.18,0.67,24
-0.18,0.68,14
-0.18,0.69,22
-0.18,0.7,22
-0.18,0.71,26
-0.18,0.72,20
-0.18,0.73,15
-0.18,0.74,23
-0.18,0.75,21
-0.18,0.76,26
-0.18,0.77,26
-0.18,0.78,20
-0.18,0.79,19
-0.18,0.8,21
-0.18,0.81,23
-0.18,0.82,16
-0.18,0.83,19
-0.18,0.84,27
-0.18,0.85,18
-0.18,0.86,12
-0.18,0.87,18
-0.18,0.88,16
-0.18,0.89,18
-0.18,0.9,25
-0.18,0.91,17
-0.18,0.92,19
-0.18,0.93,25
-0.18,0.94,17
-0.18,0.95,14
-0.18,0.96,22
-0.18,0.97,19
-0.18,0.98,18
-0.18,0.99,15
-0.18,1,19
-0.18,1.01,16
-0.18,1.02,19
-0.18,1.03,20
-0.18,1.04,19
-0.18,1.05,17
-0.18,1.06,18
-0.18,1.07,20
-0.18,1.08,15
-0.18,1.09,23
-0.18,1.1,18
-0.18,1.11,17
-0.18,1.12,17
-0.18,1.13,20
-0.18,1.14,22
-0.18,1.15,15
-0.18,1.16,21
-0.18,1.17,21
-0.18,1.18,12
-0.18,1.19,26
-0.18,1.2,17
-0.18,1.21,24
-0.18,1.22,22
-0.18,1.23,16
-0.18,1.24,13
-0.18,1.25,15
-0.18,1.26,13
-0.18,1.27,8
-0.18,1.28,18
-0.18,1.29,13
-0.18,1.3,11
-0.18,1.31,14
-0.18,1.32,7
-0.18,1.33,10
-0.18,1.34,10
-0.18,1.35,9
-0.18,1.36,10
-0.18,1.37,15
-0.18,1.38,11
-0.18,1.39,16
-0.18,1.4,6
-0.18,1.41,9
-0.18,1.42,5
-0.18,1.43,4
-0.18,1.44,10
-0.18,1.45,7
-0.18,1.46,10
-0.18,1.47,2
-0.18,1.48,8
-0.18,1.49,4
-0.18,1.5,7
-0.18,1.51,8
-0.18,1.52,6
-0.18,1.53,5
-0.18,1.54,3
-0.18,1.55,4
-0.18,1.56,6
-0.18,1.57,4
-0.18,1.58,5
-0.18,1.59,1
-0.18,1.61,1
-0.18,1.62,1
-0.17,0.18,1
-0.17,0.19,3
-0.17,0.2,5
-0.17,0.21,8
-0.17,0.22,6
-0.17,0.23,7
-0.17,0.24,8
-0.17,0.25,10
-0.17,0.26,9
-0.17,0.27,6
-0.17,0.28,12
-0.17,0.29,7
-0.17,0.3,7
-0.17,0.31,12
-0.17,0.32,8
-0.17,0.33,11
-0.17,0.34,12
-0.17,0.35,10
-0.17,0.36,3
-0.17,0.37,16
-0.17,0.38,9
-0.17,0.39,15
-0.17,0.4,15
-0.17,0.41,18
-0.17,0.42,14
-0.17,0.43,16
-0.17,0.44,20
-0.17,0.45,8
-0.17,0.46,16
-0.17,0.47,16
-0.17,0.48,22
-0.17,0.49,22
-0.17,0.5,18
-0.17,0.51,14
-0.17,0.52,19
-0.17,0.53,13
-0.17,0.54,22
-0.17,0.55,23
-0.17,0.56,22
-0.17,0.57,13
-0.17,0.58,22
-0.17,0.59,27
-0.17,0.6,19
-0.17,0.61,21
-0.17,0.62,21
-0.17,0.63,29
-0.17,0.64,22
-0.17,0.65,20
-0.17,0.66,20
-0.17,0.67,29
-0.17,0.68,23
-0.17,0.69,24
-0.17,0.7,24
-0.17,0.71,22
-0.17,0.72,24
-0.17,0.73,22
-0.17,0.74,13
-0.17,0.75,23
-0.17,0.76,19
-0.17,0.77,20
-0.17,0.78,24
-0.17,0.79,22
-0.17,0.8,20
-0.17,0.81,24
-0.17,0.82,19
-0.17,0.83,18
-0.17,0.84,22
-0.17,0.85,12
-0.17,0.86,14
-0.17,0.87,16
-0.17,0.88,27
-0.17,0.89,20
-0.17,0.9,22
-0.17,0.91,18
-0.17,0.92,19
-0.17,0.93,17
-0.17,0.94,22
-0.17,0.95,25
-0.17,0.96,16
-0.17,0.97,16
-0.17,0.98,20
-0.17,0.99,19
-0.17,1,21
-0.17,1.01,22
-0.17,1.02,22
-0.17,1.03,20
-0.17,1.04,17
-0.17,1.05,28
-0.17,1.06,15
-0.17,1.07,20
-0.17,1.08,22
-0.17,1.09,22
-0.17,1.1,19
-0.17,1.11,19
-0.17,1.12,17
-0.17,1.13,28
-0.17,1.14,18
-0.17,1.15,17
-0.17,1.16,15
-0.17,1.17,21
-0.17,1.18,20
-0.17,1.19,22
-0.17,1.2,20
-0.17,1.21,16
-0.17,1.22,16
-0.17,1.23,13
-0.17,1.24,21
-0.17,1.25,13
-0.17,1.26,26
-0.17,1.27,9
-0.17,1.28,9
-0.17,1.29,12
-0.17,1.3,10
-0.17,1.31,10
-0.17,1.32,10
-0.17,1.33,19
-0.17,1.34,14
-0.17,1.35,15
-0.17,1.36,12
-0.17,1.37,13
-0.17,1.38,9
-0.17,1.39,12
-0.17,1.4,7
-0.17,1.41,12
-0.17,1.42,11
-0.17,1.43,9
-0.17,1.44,10
-0.17,1.45,7
-0.17,1.46,5
-0.17,1.47,7
-0.17,1.48,5
-0.17,1.49,7
-0.17,1.5,9
-0.17,1.51,1
-0.17,1.52,2
-0.17,1.53,4
-0.17,1.54,8
-0.17,1.55,5
-0.17,1.56,5
-0.17,1.57,3
-0.17,1.58,2
-0.17,1.59,2
-0.17,1.6,3
-0.17,1.61,2
-0.17,1.62,1
-0.16,0.18,1
-0.16,0.19,1
-0.16,0.2,5
-0.16,0.21,6
-0.16,0.22,5
-0.16,0.23,5
-0.16,0.24,9
-0.16,0.25,8
-0.16,0.26,9
-0.16,0.27,14
-0.16,0.28,11
-0.16,0.29,12
-0.16,0.3,11
-0.16,0.31,15
-0.16,0.32,12
-0.16,0.33,9
-0.16,0.34,14
