mode_id,xy_resolution,psi_rad,psi_deg,scanned_grid_points,rank3_grid_points,closure_feasible_grid_points,feasible_grid_points,min_gamma_n,max_gamma_n,mean_gamma_n,max_closure_margin
3,121,-2.23402,-128,14641,14641,0,0,nan,nan,nan,nan
3,121,-2.19911,-126,14641,14641,0,0,nan,nan,nan,nan
3,121,-2.16421,-124,14641,14641,0,0,nan,nan,nan,nan
3,121,-2.1293,-122,14641,14641,0,0,nan,nan,nan,nan
3,121,-2.0944,-120,14641,14641,0,0,nan,nan,nan,nan
3,121,-2.05949,-118,14641,14641,0,0,nan,nan,nan,nan
3,121,-2.02458,-116,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.98968,-114,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.95477,-112,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.91986,-110,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.88496,-108,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.85005,-106,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.81514,-104,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.78024,-102,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.74533,-100,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.71042,-98,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.67552,-96,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.64061,-94,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.6057,-92,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.5708,-90,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.53589,-88,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.50098,-86,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.46608,-84,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.43117,-82,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.39626,-80,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.36136,-78,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.32645,-76,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.29154,-74,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.25664,-72,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.22173,-70,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.18682,-68,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.15192,-66,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.11701,-64,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.0821,-62,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.0472,-60,14641,14641,0,0,nan,nan,nan,nan
3,121,-1.01229,-58,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.977384,-56,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.942478,-54,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.907571,-52,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.872665,-50,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.837758,-48,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.802851,-46,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.767945,-44,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.733038,-42,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.698132,-40,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.663225,-38,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.628319,-36,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.593412,-34,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.558505,-32,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.523599,-30,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.488692,-28,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.453786,-26,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.418879,-24,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.383972,-22,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.349066,-20,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.314159,-18,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.279253,-16,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.244346,-14,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.20944,-12,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.174533,-10,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.139626,-8,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.10472,-6,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.0698132,-4,14641,14641,0,0,nan,nan,nan,nan
3,121,-0.0349066,-2,14641,14641,0,0,nan,nan,nan,nan
3,121,0,0,14641,0,14428,14165,4.252,247.5,125.555,0.125001
3,121,0.0349066,2,14641,14641,0,0,nan,nan,nan,nan
3,121,0.0698132,4,14641,14641,0,0,nan,nan,nan,nan
3,121,0.10472,6,14641,14641,0,0,nan,nan,nan,nan
3,121,0.139626,8,14641,14641,0,0,nan,nan,nan,nan
3,121,0.174533,10,14641,14641,0,0,nan,nan,nan,nan
3,121,0.20944,12,14641,14641,0,0,nan,nan,nan,nan
3,121,0.244346,14,14641,14641,0,0,nan,nan,nan,nan
3,121,0.279253,16,14641,14641,0,0,nan,nan,nan,nan
3,121,0.314159,18,14641,14641,0,0,nan,nan,nan,nan
3,121,0.349066,20,14641,14641,0,0,nan,nan,nan,nan
3,121,0.383972,22,14641,14641,0,0,nan,nan,nan,nan
3,121,0.418879,24,14641,14641,0,0,nan,nan,nan,nan
3,121,0.453786,26,14641,14641,0,0,nan,nan,nan,nan
3,121,0.488692,28,14641,14641,0,0,nan,nan,nan,nan
3,121,0.523599,30,14641,14641,0,0,nan,nan,nan,nan
3,121,0.558505,32,14641,14641,0,0,nan,nan,nan,nan
3,121,0.593412,34,14641,14641,0,0,nan,nan,nan,nan
3,121,0.628319,36,14641,14641,0,0,nan,nan,nan,nan
3,121,0.663225,38,14641,14641,0,0,nan,nan,nan,nan
3,121,0.698132,40,14641,14641,0,0,nan,nan,nan,nan
3,121,0.733038,42,14641,14641,0,0,nan,nan,nan,nan
3,121,0.767945,44,14641,14641,0,0,nan,nan,nan,nan
3,121,0.802851,46,14641,14641,0,0,nan,nan,nan,nan
3,121,0.837758,48,14641,14641,0,0,nan,nan,nan,nan
3,121,0.872665,50,14641,14641,0,0,nan,nan,nan,nan
3,121,0.907571,52,14641,14641,0,0,nan,nan,nan,nan
3,121,0.942478,54,14641,14641,0,0,nan,nan,nan,nan
3,121,0.977384,56,14641,14641,0,0,nan,nan,nan,nan
3,121,1.01229,58,14641,14641,0,0,nan,nan,nan,nan
3,121,1.0472,60,14641,14641,0,0,nan,nan,nan,nan
3,121,1.0821,62,14641,14641,0,0,nan,nan,nan,nan
3,121,1.11701,64,14641,14641,0,0,nan,nan,nan,nan
3,121,1.15192,66,14641,14641,0,0,nan,nan,nan,nan
3,121,1.18682,68,14641,14641,0,0,nan,nan,nan,nan
3,121,1.22173,70,14641,14641,0,0,nan,nan,nan,nan
3,121,1.25664,72,14641,14641,0,0,nan,nan,nan,nan
3,121,1.29154,74,14641,14641,0,0,nan,nan,nan,nan
3,121,1.32645,76,14641,14641,0,0,nan,nan,nan,nan
3,121,1.36136,78,14641,14641,0,0,nan,nan,nan,nan
3,121,1.39626,80,14641,14641,0,0,nan,nan,nan,nan
3,121,1.43117,82,14641,14641,0,0,nan,nan,nan,nan
3,121,1.46608,84,14641,14641,0,0,nan,nan,nan,nan
3,121,1.50098,86,14641,14641,0,0,nan,nan,nan,nan
3,121,1.53589,88,14641,14641,0,0,nan,nan,nan,nan
3,121,1.5708,90,14641,14641,0,0,nan,nan,nan,nan
3,121,1.6057,92,14641,14641,0,0,nan,nan,nan,nan
3,121,1.64061,94,14641,14641,0,0,nan,nan,nan,nan
3,121,1.67552,96,14641,14641,0,0,nan,nan,nan,nan
3,121,1.71042,98,14641,14641,0,0,nan,nan,nan,nan
3,121,1.74533,100,14641,14641,0,0,nan,nan,nan,nan
3,121,1.78024,102,14641,14641,0,0,nan,nan,nan,nan
3,121,1.81514,104,14641,14641,0,0,nan,nan,nan,nan
3,121,1.85005,106,14641,14641,0,0,nan,nan,nan,nan
3,121,1.88496,108,14641,14641,0,0,nan,nan,nan,nan
3,121,1.91986,110,14641,14641,0,0,nan,nan,nan,nan
3,121,1.95477,112,14641,14641,0,0,nan,nan,nan,nan
3,121,1.98968,114,14641,14641,0,0,nan,nan,nan,nan
3,121,2.02458,116,14641,14641,0,0,nan,nan,nan,nan
3,121,2.05949,118,14641,14641,0,0,nan,nan,nan,nan
3,121,2.0944,120,14641,14641,0,0,nan,nan,nan,nan
3,121,2.1293,122,14641,14641,0,0,nan,nan,nan,nan
3,121,2.16421,124,14641,14641,0,0,nan,nan,nan,nan
3,121,2.19911,126,14641,14641,0,0,nan,nan,nan,nan
3,121,2.23402,128,14641,14641,0,0,nan,nan,nan,nan
3,121,2.26893,130,14641,14641,0,0,nan,nan,nan,nan
3,121,2.30383,132,14641,14641,0,0,nan,nan,nan,nan
3,121,2.33874,134,14641,14641,0,0,nan,nan,nan,nan
3,121,2.37365,136,14641,14641,0,0,nan,nan,nan,nan
3,121,2.40855,138,14641,14641,0,0,nan,nan,nan,nan
3,121,2.44346,140,14641,14641,0,0,nan,nan,nan,nan
3,121,2.47837,142,14641,14641,0,0,nan,nan,nan,nan
3,121,2.51327,144,14641,14641,0,0,nan,nan,nan,nan
3,121,2.54818,146,14641,14641,0,0,nan,nan,nan,nan
3,121,2.58309,148,14641,14641,0,0,nan,nan,nan,nan
3,121,2.61799,150,14641,14641,0,0,nan,nan,nan,nan
3,121,2.6529,152,14641,14641,0,0,nan,nan,nan,nan
3,121,2.68781,154,14641,14641,0,0,nan,nan,nan,nan
3,121,2.72271,156,14641,14641,0,0,nan,nan,nan,nan
3,121,2.75762,158,14641,14641,0,0,nan,nan,nan,nan
3,121,2.79253,160,14641,14641,0,0,nan,nan,nan,nan
3,121,2.82743,162,14641,14641,0,0,nan,nan,nan,nan
3,121,2.86234,164,14641,14641,0,0,nan,nan,nan,nan
3,121,2.89725,166,14641,14641,0,0,nan,nan,nan,nan
3,121,2.93215,168,14641,14641,0,0,nan,nan,nan,nan
3,121,2.96706,170,14641,14641,0,0,nan,nan,nan,nan
3,121,3.00197,172,14641,14641,0,0,nan,nan,nan,nan
3,121,3.03687,174,14641,14641,0,0,nan,nan,nan,nan
3,121,3.07178,176,14641,14641,0,0,nan,nan,nan,nan
3,121,3.10669,178,14641,14641,0,0,nan,nan,nan,nan
3,121,3.14159,180,14641,0,14641,14641,108.226,247.5,165.753,0.124999
