x_m,y_m,z_m,psi_rad,gamma_n,mode_id,hit_count
0.51,-0.04,0.16,3.14159,171.472,1,5
0.51,-0.03,0.16,-3.14159,171.812,1,3
0.51,-0.02,0.16,-3.14159,172.164,1,4
0.51,-0.01,0.16,3.14159,172.529,1,3
0.51,0,0.16,-3.14159,172.164,1,3
0.51,0.01,0.16,-3.14159,171.812,1,3
0.51,0.02,0.16,-3.14159,171.473,1,5
0.51,0.03,0.16,3.14159,170.831,1,3
0.51,0.04,0.16,3.14159,170.529,1,4
0.51,0.05,0.16,3.14159,170.238,1,3
0.51,0.06,0.16,3.14159,169.959,1,3
0.51,0.07,0.16,3.14159,169.692,1,5
0.51,0.08,0.16,-3.14159,169.192,1,3
0.51,0.09,0.16,3.14159,168.958,1,3
0.51,0.1,0.16,3.14159,168.736,1,4
0.51,0.11,0.16,3.14159,168.524,1,3
0.51,0.12,0.16,-3.14159,168.324,1,3
0.51,0.13,0.16,3.14159,168.133,1,5
0.51,0.14,0.16,3.14159,167.784,1,3
0.51,0.15,0.16,3.14159,167.625,1,4
0.51,0.16,0.16,3.14159,167.475,1,3
0.51,0.17,0.16,-3.14159,167.336,1,3
0.51,0.18,0.16,-3.14159,167.207,1,3
0.51,0.19,0.16,-3.14159,167.087,1,5
0.51,0.2,0.16,-3.14159,166.876,1,3
0.51,0.21,0.16,3.14159,166.785,1,4
0.51,0.22,0.16,3.14159,166.703,1,3
0.51,0.23,0.16,3.14159,166.631,1,3
0.51,0.24,0.16,-3.14159,166.567,1,5
0.51,0.25,0.16,-3.14159,166.467,1,3
0.51,0.26,0.16,-3.14159,166.43,1,3
0.51,0.27,0.16,-3.14159,166.402,1,4
0.51,0.28,0.16,3.14159,166.382,1,3
0.51,0.29,0.16,3.14159,166.371,1,3
0.51,0.3,0.16,-3.14159,166.374,1,5
0.51,0.31,0.16,-3.14159,166.388,1,3
0.51,0.32,0.16,-3.14159,166.41,1,4
0.51,0.33,0.16,-3.14159,166.44,1,3
0.51,0.34,0.16,3.14159,166.478,1,3
0.51,0.35,0.16,-3.14159,166.524,1,3
0.51,0.36,0.16,3.14159,166.638,1,5
0.51,0.37,0.16,-3.14159,166.707,1,3
0.51,0.38,0.16,-3.14159,166.783,1,4
0.51,0.39,0.16,3.14159,166.866,1,3
0.51,0.4,0.16,-3.14159,166.957,1,3
0.51,0.41,0.16,3.14159,167.159,1,5
0.51,0.42,0.16,3.14159,167.271,1,3
0.51,0.43,0.16,3.14159,167.389,1,3
0.51,0.44,0.16,-3.14159,167.515,1,4
0.51,0.45,0.16,-3.14159,167.646,1,3
0.51,0.46,0.16,3.14159,167.784,1,3
0.51,0.47,0.16,3.14159,168.079,1,5
0.51,0.48,0.16,3.14159,168.235,1,3
0.51,0.49,0.16,3.14159,168.397,1,4
0.51,0.5,0.16,-3.14159,168.566,1,3
0.51,0.51,0.16,-3.14159,168.739,1,3
0.51,0.52,0.16,-3.14159,168.918,1,3
0.51,0.53,0.16,-3.14159,169.292,1,5
0.51,0.54,0.16,-3.14159,169.486,1,3
0.51,0.55,0.16,-3.14159,169.685,1,4
0.51,0.56,0.16,-3.14159,169.888,1,3
0.51,0.57,0.16,3.14159,169.027,1,3
0.51,0.58,0.16,-3.14159,168.144,1,5
0.51,0.59,0.16,3.14159,166.309,1,3
0.51,0.6,0.16,3.14159,165.355,1,3
0.51,0.61,0.16,3.14159,164.376,1,4
0.51,0.62,0.16,3.14159,163.37,1,3
0.51,0.63,0.16,3.14159,162.337,1,3
0.51,0.64,0.16,3.14159,161.276,1,5
0.51,0.65,0.16,3.14159,159.065,1,3
0.51,0.66,0.16,3.14159,157.914,1,4
0.51,0.67,0.16,-3.14159,156.73,1,3
0.51,0.68,0.16,-3.14159,155.513,1,3
0.51,0.69,0.16,-3.14159,154.261,1,3
0.51,0.7,0.16,-3.14159,152.974,1,5
0.51,0.71,0.16,3.14159,150.288,1,3
0.51,0.72,0.16,-3.14159,148.887,1,4
0.51,0.73,0.16,-3.14159,147.444,1,3
0.51,0.74,0.16,-3.14159,145.96,1,3
0.51,0.75,0.16,-3.14159,144.433,1,5
0.51,0.76,0.16,-3.14159,141.242,1,3
0.51,0.77,0.16,3.14159,139.576,1,3
0.51,0.78,0.16,-3.14159,137.86,1,4
0.51,0.79,0.16,-3.14159,136.094,1,3
0.51,0.8,0.16,-3.14159,134.275,1,3
0.51,0.81,0.16,3.14159,132.402,1,5
0.51,0.82,0.16,-3.14159,128.486,1,3
0.51,0.83,0.16,-3.14159,126.44,1,4
0.51,0.84,0.16,-3.14159,124.333,1,3
0.51,0.85,0.16,0,2.81733,1,1
0.52,-0.86,0.16,3.14159,124.968,1,2
0.52,-0.85,0.16,3.14159,127.067,1,2
0.52,-0.84,0.16,-3.14159,129.104,1,2
0.52,-0.83,0.16,3.14159,133,1,6
0.52,-0.82,0.16,3.14159,134.863,1,4
0.52,-0.81,0.16,-3.14159,136.67,1,6
0.52,-0.8,0.16,-3.14159,138.425,1,4
0.52,-0.79,0.16,-3.14159,140.129,1,4
0.52,-0.78,0.16,3.14159,143.389,1,6
0.52,-0.77,0.16,3.14159,144.949,1,4
0.52,-0.76,0.16,3.14159,146.463,1,4
0.52,-0.75,0.16,3.14159,147.934,1,6
0.52,-0.74,0.16,-3.14159,149.362,1,4
0.52,-0.73,0.16,-3.14159,150.75,1,4
0.52,-0.72,0.16,3.14159,153.408,1,6
0.52,-0.71,0.16,3.14159,154.682,1,4
0.52,-0.7,0.16,3.14159,155.919,1,6
0.52,-0.69,0.16,3.14159,157.122,1,4
0.52,-0.68,0.16,-3.14159,158.291,1,4
0.52,-0.67,0.16,-3.14159,159.429,1,4
0.52,-0.66,0.16,-3.14159,161.611,1,6
0.52,-0.65,0.16,-3.14159,162.657,1,4
0.52,-0.64,0.16,-3.14159,163.676,1,6
0.52,-0.63,0.16,-3.14159,164.668,1,4
0.52,-0.62,0.16,-3.14159,165.633,1,4
0.52,-0.61,0.16,-3.14159,167.488,1,6
0.52,-0.6,0.16,-3.14159,168.38,1,4
0.52,-0.59,0.16,-3.14159,169.249,1,4
0.52,-0.58,0.16,-3.14159,169.027,1,6
0.52,-0.57,0.16,-3.14159,168.81,1,4
0.52,-0.56,0.16,-3.14159,168.598,1,4
0.52,-0.55,0.16,-3.14159,168.39,1,6
0.52,-0.54,0.16,-3.14159,167.991,1,4
0.52,-0.53,0.16,-3.14159,167.799,1,6
0.52,-0.52,0.16,3.14159,167.613,1,4
0.52,-0.51,0.16,3.14159,167.432,1,4
0.52,-0.5,0.16,-3.14159,167.258,1,4
0.52,-0.49,0.16,3.14159,167.089,1,6
0.52,-0.48,0.16,-3.14159,166.771,1,4
0.52,-0.47,0.16,-3.14159,166.621,1,6
0.52,-0.46,0.16,3.14159,166.478,1,4
0.52,-0.45,0.16,3.14159,166.341,1,4
0.52,-0.44,0.16,3.14159,166.212,1,6
0.52,-0.43,0.16,3.14159,165.973,1,4
0.52,-0.42,0.16,3.14159,165.865,1,4
0.52,-0.41,0.16,3.14159,165.763,1,6
0.52,-0.4,0.16,3.14159,165.669,1,4
0.52,-0.39,0.16,3.14159,165.583,1,4
0.52,-0.38,0.16,-3.14159,165.504,1,6
0.52,-0.37,0.16,3.14159,165.369,1,4
0.52,-0.36,0.16,-3.14159,165.313,1,6
0.52,-0.35,0.16,-3.14159,165.265,1,4
0.52,-0.34,0.16,-3.14159,165.225,1,4
0.52,-0.33,0.16,-3.14159,165.193,1,4
0.52,-0.32,0.16,-3.14159,165.17,1,6
0.52,-0.31,0.16,-3.14159,165.148,1,4
0.52,-0.3,0.16,-3.14159,165.15,1,6
0.52,-0.29,0.16,3.14159,165.16,1,4
0.52,-0.28,0.16,3.14159,165.179,1,4
0.52,-0.27,0.16,3.14159,165.243,1,6
0.52,-0.26,0.16,3.14159,165.289,1,4
0.52,-0.25,0.16,-3.14159,165.343,1,4
0.52,-0.24,0.16,3.14159,165.407,1,6
0.52,-0.23,0.16,-3.14159,165.48,1,4
0.52,-0.22,0.16,-3.14159,165.562,1,4
0.52,-0.21,0.16,3.14159,165.755,1,6
0.52,-0.2,0.16,3.14159,165.866,1,4
0.52,-0.19,0.16,3.14159,165.987,1,6
0.52,-0.18,0.16,3.14159,166.118,1,4
0.52,-0.17,0.16,3.14159,166.258,1,4
0.52,-0.16,0.16,-3.14159,166.409,1,4
0.52,-0.15,0.16,-3.14159,166.741,1,6
0.52,-0.14,0.16,3.14159,166.923,1,4
0.52,-0.13,0.16,3.14159,167.115,1,6
0.52,-0.12,0.16,3.14159,167.318,1,4
0.52,-0.11,0.16,-3.14159,167.532,1,4
0.52,-0.1,0.16,-3.14159,167.993,1,6
0.52,-0.09,0.16,-3.14159,168.241,1,4
0.52,-0.08,0.16,-3.14159,168.499,1,4
0.52,-0.07,0.16,3.14159,168.769,1,6
0.52,-0.06,0.16,-3.14159,169.051,1,4
0.52,-0.05,0.16,-3.14159,169.345,1,4
0.52,-0.04,0.16,-3.14159,169.969,1,6
0.52,-0.03,0.16,3.14159,170.3,1,4
0.52,-0.02,0.16,3.14159,170.643,1,6
0.52,-0.01,0.16,3.14159,170.999,1,4
0.52,0,0.16,-3.14159,170.643,1,4
0.52,0.01,0.16,3.14159,170.3,1,4
0.52,0.02,0.16,-3.14159,169.969,1,6
0.52,0.03,0.16,-3.14159,169.345,1,4
0.52,0.04,0.16,-3.14159,169.051,1,6
0.52,0.05,0.16,-3.14159,168.769,1,4
0.52,0.06,0.16,3.14159,168.499,1,4
0.52,0.07,0.16,-3.14159,168.24,1,6
0.52,0.08,0.16,-3.14159,167.757,1,4
0.52,0.09,0.16,-3.14159,167.532,1,4
0.52,0.1,0.16,3.14159,167.318,1,6
0.52,0.11,0.16,3.14159,167.115,1,4
0.52,0.12,0.16,-3.14159,166.923,1,4
0.52,0.13,0.16,-3.14159,166.741,1,6
0.52,0.14,0.16,3.14159,166.409,1,4
0.52,0.15,0.16,3.14159,166.258,1,6
0.52,0.16,0.16,3.14159,166.118,1,4
0.52,0.17,0.16,3.14159,165.987,1,4
0.52,0.18,0.16,3.14159,165.866,1,4
0.52,0.19,0.16,3.14159,165.755,1,6
0.52,0.2,0.16,3.14159,165.562,1,4
0.52,0.21,0.16,3.14159,165.48,1,6
0.52,0.22,0.16,3.14159,165.407,1,4
0.52,0.23,0.16,-3.14159,165.343,1,4
0.52,0.24,0.16,-3.14159,165.289,1,6
0.52,0.25,0.16,-3.14159,165.206,1,4
0.52,0.26,0.16,-3.14159,165.179,1,4
0.52,0.27,0.16,-3.14159,165.16,1,6
0.52,0.28,0.16,3.14159,165.15,1,4
0.52,0.29,0.16,3.14159,165.148,1,4
0.52,0.3,0.16,-3.14159,165.17,1,6
0.52,0.31,0.16,-3.14159,165.193,1,4
0.52,0.32,0.16,-3.14159,165.225,1,6
0.52,0.33,0.16,3.14159,165.265,1,4
0.52,0.34,0.16,3.14159,165.313,1,4
0.52,0.35,0.16,3.14159,165.368,1,4
0.52,0.36,0.16,3.14159,165.503,1,6
0.52,0.37,0.16,3.14159,165.583,1,4
0.52,0.38,0.16,-3.14159,165.669,1,6
0.52,0.39,0.16,3.14159,165.763,1,4
0.52,0.4,0.16,3.14159,165.865,1,4
0.52,0.41,0.16,-3.14159,166.089,1,6
0.52,0.42,0.16,-3.14159,166.212,1,4
0.52,0.43,0.16,-3.14159,166.341,1,4
0.52,0.44,0.16,-3.14159,166.478,1,6
0.52,0.45,0.16,-3.14159,166.621,1,4
0.52,0.46,0.16,3.14159,166.771,1,4
0.52,0.47,0.16,3.14159,167.089,1,6
0.52,0.48,0.16,3.14159,167.258,1,4
0.52,0.49,0.16,3.14159,167.432,1,6
0.52,0.5,0.16,3.14159,167.613,1,4
0.52,0.51,0.16,-3.14159,167.799,1,4
0.52,0.52,0.16,-3.14159,167.991,1,4
0.52,0.53,0.16,-3.14159,168.39,1,6
0.52,0.54,0.16,-3.14159,168.598,1,4
0.52,0.55,0.16,-3.14159,168.81,1,6
0.52,0.56,0.16,-3.14159,169.027,1,4
0.52,0.57,0.16,-3.14159,169.249,1,4
0.52,0.58,0.16,-3.14159,168.38,1,6
0.52,0.59,0.16,3.14159,166.573,1,4
0.52,0.6,0.16,3.14159,165.633,1,4
0.52,0.61,0.16,3.14159,164.668,1,6
0.52,0.62,0.16,-3.14159,163.676,1,4
0.52,0.63,0.16,3.14159,162.657,1,4
0.52,0.64,0.16,3.14159,161.611,1,6
0.52,0.65,0.16,3.14159,159.429,1,4
0.52,0.66,0.16,3.14159,158.291,1,6
0.52,0.67,0.16,-3.14159,157.122,1,4
0.52,0.68,0.16,-3.14159,155.919,1,4
0.52,0.69,0.16,-3.14159,154.681,1,4
0.52,0.7,0.16,-3.14159,153.408,1,6
0.52,0.71,0.16,3.14159,150.75,1,4
0.52,0.72,0.16,3.14159,149.362,1,6
0.52,0.73,0.16,-3.14159,147.934,1,4
0.52,0.74,0.16,-3.14159,146.463,1,4
0.52,0.75,0.16,3.14159,144.949,1,6
0.52,0.76,0.16,-3.14159,141.783,1,4
0.52,0.77,0.16,-3.14159,140.129,1,4
0.52,0.78,0.16,3.14159,138.425,1,6
0.52,0.79,0.16,-3.14159,136.67,1,4
0.52,0.8,0.16,-3.14159,134.862,1,4
0.52,0.81,0.16,-3.14159,133,1,6
0.52,0.82,0.16,-3.14159,129.104,1,4
0.52,0.83,0.16,3.14159,127.067,1,6
0.52,0.84,0.16,3.14159,124.969,1,4
0.52,0.85,0.16,0,3.06274,1,2
0.53,-0.86,0.16,-3.14159,125.618,1,2
0.53,-0.85,0.16,3.14159,127.708,1,2
0.53,-0.84,0.16,3.14159,129.736,1,2
0.53,-0.83,0.16,-3.14159,133.611,1,5
0.53,-0.82,0.16,3.14159,135.463,1,3
0.53,-0.81,0.16,3.14159,137.259,1,4
0.53,-0.8,0.16,-3.14159,139.002,1,3
0.53,-0.79,0.16,-3.14159,140.694,1,3
0.53,-0.78,0.16,-3.14159,143.928,1,5
0.53,-0.77,0.16,-3.14159,145.475,1,3
0.53,-0.76,0.16,3.14159,146.975,1,3
0.53,-0.75,0.16,3.14159,148.432,1,4
0.53,-0.74,0.16,-3.14159,149.847,1,3
0.53,-0.73,0.16,-3.14159,151.221,1,3
0.53,-0.72,0.16,-3.14159,153.851,1,5
0.53,-0.71,0.16,-3.14159,155.11,1,3
0.53,-0.7,0.16,-3.14159,156.333,1,4
0.53,-0.69,0.16,-3.14159,157.521,1,3
0.53,-0.68,0.16,3.14159,158.676,1,3
0.53,-0.67,0.16,3.14159,159.799,1,3
0.53,-0.66,0.16,3.14159,161.951,1,5
0.53,-0.65,0.16,3.14159,162.984,1,3
0.53,-0.64,0.16,3.14159,163.988,1,4
0.53,-0.63,0.16,3.14159,164.965,1,3
0.53,-0.62,0.16,3.14159,165.916,1,3
0.53,-0.61,0.16,3.14159,167.742,1,5
0.53,-0.6,0.16,-3.14159,168.62,1,3
0.53,-0.59,0.16,-3.14159,168.38,1,3
0.53,-0.58,0.16,-3.14159,168.144,1,4
0.53,-0.57,0.16,-3.14159,167.914,1,3
0.53,-0.56,0.16,-3.14159,167.688,1,3
0.53,-0.55,0.16,-3.14159,167.467,1,5
0.53,-0.54,0.16,-3.14159,167.041,1,3
0.53,-0.53,0.16,-3.14159,166.836,1,4
0.53,-0.52,0.16,-3.14159,166.637,1,3
0.53,-0.51,0.16,3.14159,166.445,1,3
0.53,-0.5,0.16,3.14159,166.258,1,3
0.53,-0.49,0.16,3.14159,166.077,1,5
0.53,-0.48,0.16,3.14159,165.734,1,3
0.53,-0.47,0.16,3.14159,165.573,1,4
0.53,-0.46,0.16,3.14159,165.418,1,3
0.53,-0.45,0.16,-3.14159,165.271,1,3
0.53,-0.44,0.16,-3.14159,165.13,1,5
0.53,-0.43,0.16,3.14159,164.869,1,3
0.53,-0.42,0.16,3.14159,164.75,1,3
0.53,-0.41,0.16,3.14159,164.638,1,4
0.53,-0.4,0.16,3.14159,164.533,1,3
0.53,-0.39,0.16,3.14159,164.436,1,3
0.53,-0.38,0.16,3.14159,164.347,1,5
0.53,-0.37,0.16,-3.14159,164.191,1,3
0.53,-0.36,0.16,-3.14159,164.126,1,4
0.53,-0.35,0.16,3.14159,164.068,1,3
0.53,-0.34,0.16,3.14159,164.018,1,3
0.53,-0.33,0.16,3.14159,163.977,1,3
0.53,-0.32,0.16,3.14159,163.944,1,5
0.53,-0.31,0.16,-3.14159,163.903,1,3
0.53,-0.3,0.16,-3.14159,163.895,1,4
0.53,-0.29,0.16,-3.14159,163.896,1,3
0.53,-0.28,0.16,3.14159,163.906,1,3
0.53,-0.27,0.16,3.14159,163.952,1,5
0.53,-0.26,0.16,3.14159,163.989,1,3
0.53,-0.25,0.16,3.14159,164.034,1,3
0.53,-0.24,0.16,-3.14159,164.089,1,4
0.53,-0.23,0.16,-3.14159,164.153,1,3
0.53,-0.22,0.16,-3.14159,164.227,1,3
0.53,-0.21,0.16,-3.14159,164.403,1,5
0.53,-0.2,0.16,3.14159,164.505,1,3
0.53,-0.19,0.16,3.14159,164.617,1,4
0.53,-0.18,0.16,3.14159,164.739,1,3
0.53,-0.17,0.16,3.14159,164.871,1,3
0.53,-0.16,0.16,3.14159,165.013,1,3
0.53,-0.15,0.16,-3.14159,165.328,1,5
0.53,-0.14,0.16,-3.14159,165.502,1,3
0.53,-0.13,0.16,-3.14159,165.686,1,4
0.53,-0.12,0.16,3.14159,165.88,1,3
0.53,-0.11,0.16,3.14159,166.086,1,3
0.53,-0.1,0.16,3.14159,166.53,1,5
0.53,-0.09,0.16,-3.14159,166.768,1,3
0.53,-0.08,0.16,3.14159,167.019,1,3
0.53,-0.07,0.16,3.14159,167.28,1,4
0.53,-0.06,0.16,3.14159,167.554,1,3
0.53,-0.05,0.16,3.14159,167.839,1,3
0.53,-0.04,0.16,-3.14159,168.446,1,5
0.53,-0.03,0.16,-3.14159,168.768,1,3
0.53,-0.02,0.16,3.14159,169.103,1,4
0.53,-0.01,0.16,3.14159,169.45,1,3
0.53,0,0.16,-3.14159,169.103,1,3
0.53,0.01,0.16,-3.14159,168.768,1,3
0.53,0.02,0.16,-3.14159,168.446,1,5
0.53,0.03,0.16,3.14159,167.839,1,3
0.53,0.04,0.16,-3.14159,167.554,1,4
0.53,0.05,0.16,3.14159,167.28,1,3
0.53,0.06,0.16,-3.14159,167.019,1,3
0.53,0.07,0.16,-3.14159,166.768,1,5
0.53,0.08,0.16,3.14159,166.302,1,3
0.53,0.09,0.16,3.14159,166.086,1,3
0.53,0.1,0.16,3.14159,165.88,1,4
0.53,0.11,0.16,3.14159,165.686,1,3
0.53,0.12,0.16,-3.14159,165.502,1,3
0.53,0.13,0.16,-3.14159,165.329,1,5
0.53,0.14,0.16,-3.14159,165.013,1,3
0.53,0.15,0.16,-3.14159,164.871,1,4
0.53,0.16,0.16,3.14159,164.739,1,3
0.53,0.17,0.16,3.14159,164.617,1,3
0.53,0.18,0.16,3.14159,164.505,1,3
0.53,0.19,0.16,-3.14159,164.403,1,5
0.53,0.2,0.16,-3.14159,164.227,1,3
0.53,0.21,0.16,-3.14159,164.153,1,4
0.53,0.22,0.16,-3.14159,164.089,1,3
0.53,0.23,0.16,3.14159,164.034,1,3
0.53,0.24,0.16,3.14159,163.989,1,5
0.53,0.25,0.16,3.14159,163.925,1,3
0.53,0.26,0.16,3.14159,163.906,1,3
0.53,0.27,0.16,-3.14159,163.896,1,4
0.53,0.28,0.16,-3.14159,163.895,1,3
0.53,0.29,0.16,-3.14159,163.903,1,3
0.53,0.3,0.16,-3.14159,163.944,1,5
0.53,0.31,0.16,-3.14159,163.977,1,3
0.53,0.32,0.16,-3.14159,164.018,1,4
0.53,0.33,0.16,-3.14159,164.068,1,3
0.53,0.34,0.16,3.14159,164.126,1,3
0.53,0.35,0.16,3.14159,164.191,1,3
0.53,0.36,0.16,3.14159,164.347,1,5
0.53,0.37,0.16,-3.14159,164.436,1,3
0.53,0.38,0.16,3.14159,164.533,1,4
0.53,0.39,0.16,-3.14159,164.638,1,3
0.53,0.4,0.16,-3.14159,164.75,1,3
0.53,0.41,0.16,3.14159,164.996,1,5
0.53,0.42,0.16,3.14159,165.13,1,3
0.53,0.43,0.16,3.14159,165.271,1,3
0.53,0.44,0.16,3.14159,165.418,1,4
0.53,0.45,0.16,3.14159,165.573,1,3
0.53,0.46,0.16,3.14159,165.734,1,3
0.53,0.47,0.16,3.14159,166.077,1,5
0.53,0.48,0.16,3.14159,166.257,1,3
0.53,0.49,0.16,3.14159,166.444,1,4
0.53,0.5,0.16,-3.14159,166.637,1,3
0.53,0.51,0.16,-3.14159,166.836,1,3
0.53,0.52,0.16,-3.14159,167.041,1,3
0.53,0.53,0.16,-3.14159,167.467,1,5
0.53,0.54,0.16,-3.14159,167.688,1,3
0.53,0.55,0.16,-3.14159,167.914,1,4
0.53,0.56,0.16,-3.14159,168.144,1,3
0.53,0.57,0.16,-3.14159,168.38,1,3
0.53,0.58,0.16,-3.14159,168.62,1,5
0.53,0.59,0.16,3.14159,166.841,1,3
0.53,0.6,0.16,3.14159,165.916,1,3
0.53,0.61,0.16,3.14159,164.965,1,4
0.53,0.62,0.16,3.14159,163.988,1,3
0.53,0.63,0.16,3.14159,162.984,1,3
0.53,0.64,0.16,-3.14159,161.951,1,5
0.53,0.65,0.16,-3.14159,159.799,1,3
0.53,0.66,0.16,3.14159,158.676,1,4
0.53,0.67,0.16,-3.14159,157.521,1,3
0.53,0.68,0.16,-3.14159,156.333,1,3
0.53,0.69,0.16,-3.14159,155.11,1,3
0.53,0.7,0.16,-3.14159,153.851,1,5
0.53,0.71,0.16,-3.14159,151.221,1,3
0.53,0.72,0.16,-3.14159,149.847,1,4
0.53,0.73,0.16,3.14159,148.433,1,3
0.53,0.74,0.16,3.14159,146.976,1,3
0.53,0.75,0.16,-3.14159,145.475,1,5
0.53,0.76,0.16,-3.14159,142.335,1,3
0.53,0.77,0.16,-3.14159,140.694,1,3
0.53,0.78,0.16,-3.14159,139.003,1,4
0.53,0.79,0.16,3.14159,137.259,1,3
0.53,0.8,0.16,3.14159,135.463,1,3
0.53,0.81,0.16,-3.14159,133.611,1,5
0.53,0.82,0.16,3.14159,129.736,1,3
0.53,0.83,0.16,3.14159,127.708,1,4
0.53,0.84,0.16,-3.14159,125.618,1,3
0.53,0.85,0.16,0,3.19479,1,1
0.54,-0.86,0.16,3.14159,126.283,1,2
0.54,-0.85,0.16,-3.14159,128.364,1,2
0.54,-0.84,0.16,-3.14159,130.382,1,2
0.54,-0.83,0.16,3.14159,134.236,1,5
0.54,-0.82,0.16,3.14159,136.076,1,3
0.54,-0.81,0.16,-3.14159,137.861,1,4
0.54,-0.8,0.16,3.14159,139.591,1,3
0.54,-0.79,0.16,3.14159,141.27,1,3
0.54,-0.78,0.16,3.14159,144.478,1,5
0.54,-0.77,0.16,-3.14159,146.011,1,3
0.54,-0.76,0.16,-3.14159,147.498,1,3
0.54,-0.75,0.16,3.14159,148.941,1,4
0.54,-0.74,0.16,3.14159,150.341,1,3
0.54,-0.73,0.16,3.14159,151.701,1,3
0.54,-0.72,0.16,3.14159,154.301,1,5
0.54,-0.71,0.16,3.14159,155.545,1,3
0.54,-0.7,0.16,3.14159,156.753,1,4
0.54,-0.69,0.16,3.14159,157.927,1,3
0.54,-0.68,0.16,-3.14159,159.067,1,3
0.54,-0.67,0.16,-3.14159,160.175,1,3
0.54,-0.66,0.16,-3.14159,162.298,1,5
0.54,-0.65,0.16,-3.14159,163.316,1,3
0.54,-0.64,0.16,-3.14159,164.305,1,4
0.54,-0.63,0.16,-3.14159,165.267,1,3
0.54,-0.62,0.16,-3.14159,166.204,1,3
0.54,-0.61,0.16,3.14159,168.001,1,5
0.54,-0.6,0.16,3.14159,167.742,1,3
0.54,-0.59,0.16,-3.14159,167.488,1,3
0.54,-0.58,0.16,-3.14159,167.239,1,4
0.54,-0.57,0.16,3.14159,166.994,1,3
0.54,-0.56,0.16,3.14159,166.754,1,3
0.54,-0.55,0.16,3.14159,166.52,1,5
0.54,-0.54,0.16,3.14159,166.068,1,3
0.54,-0.53,0.16,3.14159,165.85,1,4
0.54,-0.52,0.16,-3.14159,165.639,1,3
0.54,-0.51,0.16,-3.14159,165.434,1,3
0.54,-0.5,0.16,-3.14159,165.234,1,3
0.54,-0.49,0.16,-3.14159,165.041,1,5
0.54,-0.48,0.16,-3.14159,164.675,1,3
0.54,-0.47,0.16,-3.14159,164.502,1,4
0.54,-0.46,0.16,-3.14159,164.336,1,3
0.54,-0.45,0.16,-3.14159,164.177,1,3
0.54,-0.44,0.16,-3.14159,164.025,1,5
0.54,-0.43,0.16,-3.14159,163.742,1,3
0.54,-0.42,0.16,-3.14159,163.612,1,3
0.54,-0.41,0.16,-3.14159,163.489,1,4
0.54,-0.4,0.16,-3.14159,163.374,1,3
0.54,-0.39,0.16,-3.14159,163.267,1,3
0.54,-0.38,0.16,-3.14159,163.167,1,5
0.54,-0.37,0.16,3.14159,162.992,1,3
0.54,-0.36,0.16,-3.14159,162.916,1,4
0.54,-0.35,0.16,-3.14159,162.848,1,3
0.54,-0.34,0.16,3.14159,162.789,1,3
0.54,-0.33,0.16,-3.14159,162.738,1,3
0.54,-0.32,0.16,-3.14159,162.695,1,5
0.54,-0.31,0.16,-3.14159,162.635,1,3
0.54,-0.3,0.16,3.14159,162.619,1,4
0.54,-0.29,0.16,3.14159,162.61,1,3
0.54,-0.28,0.16,3.14159,162.611,1,3
0.54,-0.27,0.16,-3.14159,162.639,1,5
0.54,-0.26,0.16,-3.14159,162.667,1,3
0.54,-0.25,0.16,-3.14159,162.704,1,3
0.54,-0.24,0.16,3.14159,162.749,1,4
0.54,-0.23,0.16,-3.14159,162.805,1,3
0.54,-0.22,0.16,3.14159,162.87,1,3
0.54,-0.21,0.16,-3.14159,163.028,1,5
0.54,-0.2,0.16,-3.14159,163.122,1,3
0.54,-0.19,0.16,-3.14159,163.226,1,4
0.54,-0.18,0.16,-3.14159,163.339,1,3
0.54,-0.17,0.16,-3.14159,163.463,1,3
0.54,-0.16,0.16,-3.14159,163.596,1,3
0.54,-0.15,0.16,3.14159,163.895,1,5
0.54,-0.14,0.16,3.14159,164.059,1,3
0.54,-0.13,0.16,-3.14159,164.235,1,4
0.54,-0.12,0.16,-3.14159,164.421,1,3
0.54,-0.11,0.16,-3.14159,164.618,1,3
0.54,-0.1,0.16,-3.14159,165.045,1,5
0.54,-0.09,0.16,3.14159,165.276,1,3
0.54,-0.08,0.16,-3.14159,165.517,1,3
0.54,-0.07,0.16,-3.14159,165.771,1,4
0.54,-0.06,0.16,-3.14159,166.036,1,3
0.54,-0.05,0.16,-3.14159,166.312,1,3
0.54,-0.04,0.16,-3.14159,166.902,1,5
0.54,-0.03,0.16,-3.14159,167.216,1,3
0.54,-0.02,0.16,-3.14159,167.542,1,4
0.54,-0.01,0.16,-3.14159,167.881,1,3
0.54,0,0.16,-3.14159,167.542,1,3
0.54,0.01,0.16,-3.14159,167.216,1,3
0.54,0.02,0.16,3.14159,166.902,1,5
0.54,0.03,0.16,-3.14159,166.313,1,3
0.54,0.04,0.16,3.14159,166.036,1,4
0.54,0.05,0.16,3.14159,165.771,1,3
0.54,0.06,0.16,3.14159,165.517,1,3
0.54,0.07,0.16,3.14159,165.276,1,5
0.54,0.08,0.16,-3.14159,164.826,1,3
0.54,0.09,0.16,-3.14159,164.618,1,3
0.54,0.1,0.16,3.14159,164.421,1,4
0.54,0.11,0.16,-3.14159,164.235,1,3
0.54,0.12,0.16,3.14159,164.059,1,3
0.54,0.13,0.16,-3.14159,163.895,1,5
0.54,0.14,0.16,3.14159,163.596,1,3
0.54,0.15,0.16,-3.14159,163.463,1,4
0.54,0.16,0.16,-3.14159,163.339,1,3
