step,time_s,success,routeB_residual,tip_x,tip_y,tip_z,target_x,target_y,target_z,err_x,err_y,err_z,tension_margin_low,tension_margin_high,torque_margin_low,torque_margin_high,active_lower_count,active_upper_count,jacobian_backend,jacobian_fallback,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,uwo_1,ua_1,uwo_2,ua_2,uwo_3,ua_3,uwo_4,ua_4,uwo_5,ua_5,uwo_6,ua_6,uwo_7,ua_7,uwo_8,ua_8,uwo_9,ua_9,uwo_10,ua_10,uwo_11,ua_11,uwo_12,ua_12,uwo_13,ua_13,uwo_14,ua_14
1,0,1,7.37437467124974e-15,0.342195061157077,0.235856391502743,1.42445906603865,0.422195061157077,0.195856391502743,1.42445906603865,-0.08,0.04,0,9.49374800995884e-10,488.237121036509,39.9257591794049,33.0025742672465,4,0,pinocchio,0,9.15106558553475,9.15106558553475,5.00000000094937,5.00000000094937,5.00000003419422,5.00000003419422,11.7628789634911,11.7628789634911,0.336205928524635,6.99742573275348,0.385384602699387,0.00107285283039979,-0.0742408205950951,4.32531607705593e-05,9.15106558553475,9.15106558553475,9.15106558553475,9.15106558553475,5.00000000094937,5.00000000094937,5.00000000094937,5.00000000094937,5.00000003419422,5.00000003419422,5.00000003419422,5.00000003419422,11.7628789634911,11.7628789634911,11.7628789634911,11.7628789634911,0.336205928524635,0.336205928524635,0.149524598567055,6.99742573275348,-0.251687056704064,0.385384602699387,-0.016140352693732,0.00107285283039979,0.0215744724808218,-0.0742408205950951,0.000151165772891204,4.32531607705593e-05
2,0.02,1,5.91528035958108e-15,0.345394731425614,0.234255691110197,1.42445843196908,0.422195061157077,0.195856391502743,1.42445906603865,-0.0768003297314638,0.0383992996074545,-6.34069574179108e-07,1.11821663040246e-12,491.321582876151,39.9161431344716,33.0686050343169,4,0,pinocchio,0,7.86856432922517,7.86856432922517,5.00000000000112,5.00000000000112,5.00000000020425,5.00000000020425,8.67841712384865,8.67841712384865,0.184133142994781,6.93139496568308,0.494048780097512,0.0078137541787267,-0.0838568655283546,-2.04203842593884e-05,7.86856432922517,7.86856432922517,7.86856432922517,7.86856432922517,5.00000000000112,5.00000000000112,5.00000000000112,5.00000000000112,5.00000000020425,5.00000000020425,5.00000000020425,5.00000000020425,8.67841712384865,8.67841712384865,8.67841712384865,8.67841712384865,0.183917572775634,0.184133142994781,0.0808264520078197,6.93139496568308,-0.140564064621216,0.494048780097512,-0.00911505557089498,0.0078137541787267,0.0121201460901332,-0.0838568655283546,8.49305073487017e-05,-2.04203842593884e-05
3,0.04,1,6.68556394845496e-15,0.350386264052182,0.231758316062211,1.4244575755973,0.422195061157077,0.195856391502743,1.42445906603865,-0.0718087971048955,0.0359019245594679,-1.490441350116e-06,1.44547485092517e-10,492.954119526202,39.909732405099,33.1099523870894,4,0,pinocchio,0,7.04588047379793,7.04588047379793,5.00000000014455,5.00000000014455,5.00000000099064,5.00000000099064,6.69060361821142,6.69060361821142,0.0850549479226112,6.89004761291059,0.562608234996727,0.0119412548801538,-0.0902675949009864,-5.98588632099056e-05,7.04588047379793,7.04588047379793,7.04588047379793,7.04588047379793,5.00000000014455,5.00000000014455,5.00000000014455,5.00000000014455,5.00000000099064,5.00000000099064,5.00000000099064,5.00000000099064,6.69060361821142,6.69060361821142,6.69060361821142,6.69060361821142,0.0845334075966306,0.0850549479226112,0.0353362884230606,6.89004761291059,-0.0681653242733518,0.562608234996727,-0.00454062551269629,0.0119412548801538,0.00595915439932782,-0.0902675949009864,4.16092377264476e-05,-5.98588632099056e-05
4,0.06,1,8.22951312568207e-15,0.356253346267818,0.228823558074566,1.4244570427494,0.422195061157077,0.195856391502743,1.42445906603865,-0.0659417148892592,0.0329671665718231,-2.02328925436035e-06,1.77635683940025e-15,493.473694753203,39.9055378661018,33.1334136792591,4,0,pinocchio,0,6.52630524679675,6.52630524679675,5,5,5.00000000000011,5.00000000000011,5.44085458568805,5.44085458568805,0.0216922891181833,6.86658632074093,0.604103312883269,0.0142974770265548,-0.0944621338982017,-8.33513127642273e-05,6.52630524679675,6.52630524679675,6.52630524679675,6.52630524679675,5,5,5,5,5.00000000000011,5.00000000000011,5.00000000000011,5.00000000000011,5.44085458568805,5.44085458568805,5.44085458568805,5.44085458568805,0.0209775012553379,0.0216922891181833,0.00712451021077243,6.86658632074093,-0.0221211665682119,0.604103312883269,-0.00164104054270808,0.0142974770265548,0.00204476289297872,-0.0944621338982017,1.41362661949529e-05,-8.33513127642273e-05
5,0.08,1,3.54536746028269e-15,0.362411190135702,0.225744578088837,1.42445707561767,0.422195061157077,0.195856391502743,1.42445906603865,-0.0597838710213754,0.0298881865860945,-1.99042098580904e-06,4.2899017671516e-13,493.705732886381,39.9026629719986,33.1467326197077,4,0,pinocchio,0,6.29426711361933,6.29426711361933,5.30588181915567,5.30588181915567,5.00000000000099,5.00000000000099,5.00000000000043,5.00000000000043,-0.0246893711233746,6.85326738029225,0.630493412703277,0.0155846543011619,-0.0973370280013882,-9.75348087084466e-05,6.29426711361933,6.29426711361933,6.29426711361933,6.29426711361933,5.30588181915567,5.30588181915567,5.30588181915567,5.30588181915567,5.00000000000099,5.00000000000099,5.00000000000099,5.00000000000099,5.00000000000043,5.00000000000043,5.00000000000043,5.00000000000043,-0.0254681935267556,-0.0246893711233746,-0.0110847504286724,6.85326738029225,0.00907010363583538,0.630493412703277,0.000230999465365755,0.0155846543011619,-0.000547059067677935,-0.0973370280013882,-3.73764604688631e-06,-9.75348087084466e-05
6,0.1,1,9.0784737316783e-15,0.3684973006114,0.222702876657402,1.42445766722894,0.422195061157077,0.195856391502743,1.42445906603865,-0.0536977605456779,0.0268464851546588,-1.39880971183892e-06,2.25617302618275e-09,493.778544817573,39.9009784381243,33.1508384432403,4,0,pinocchio,0,6.22145518242726,6.22145518242726,5.74293660636589,5.74293660636589,5.00000000497796,5.00000000497796,5.00000000225617,5.00000000225617,-0.0490369501280731,6.84916155675971,0.64258441565607,0.0160282348305864,-0.0990215618757,-0.000104003965942689,6.22145518242726,6.22145518242726,6.22145518242726,6.22145518242726,5.74293660636589,5.74293660636589,5.74293660636589,5.74293660636589,5.00000000497796,5.00000000497796,5.00000000497796,5.00000000497796,5.00000000225617,5.00000000225617,5.00000000225617,5.00000000225617,-0.0497736089371301,-0.0490369501280731,-0.0199322379490496,6.84916155675971,0.0258980985808677,0.64258441565607,0.00126037982932559,0.0160282348305864,-0.00196077332472555,-0.0990215618757,-1.34687755632967e-05,-0.000104003965942689
7,0.12,1,1.01960084330211e-14,0.374297035540663,0.219805602032736,1.42445864992735,0.422195061157077,0.195856391502743,1.42445906603865,-0.0478980256164143,0.0239492105299937,-4.16111301415611e-07,7.41921191149686e-10,493.814567625404,39.8999637809626,33.1504113719775,4,0,pinocchio,0,6.18543237459561,6.18543237459561,5.96083477629587,5.96083477629587,5.00000000074192,5.00000000074192,5.00000000369546,5.00000000369546,-0.0622327193748528,6.84958862802253,0.647146223271535,0.0160205731583475,-0.100036219037362,-0.000106290976589885,6.18543237459561,6.18543237459561,6.18543237459561,6.18543237459561,5.96083477629587,5.96083477629587,5.96083477629587,5.96083477629587,5.00000000074192,5.00000000074192,5.00000000074192,5.00000000074192,5.00000000369546,5.00000000369546,5.00000000369546,5.00000000369546,-0.0628743650484935,-0.0622327193748528,-0.0239650332202643,6.84958862802253,0.0349497799338181,0.647146223271535,0.00181265394368069,0.0160205731583475,-0.00272203713047503,-0.100036219037362,-1.86482718689263e-05,-0.000106290976589885
8,0.14,1,5.79577491673852e-15,0.379693069422442,0.21711111307104,1.42445982644277,0.422195061157077,0.195856391502743,1.42445906603865,-0.042501991734635,0.0212547215682967,7.60404120780933e-07,8.62599769391181e-10,493.826718467568,39.8993874294416,33.1474602571893,4,0,pinocchio,0,6.17328153243217,6.17328153243217,6.03849825073294,6.03849825073294,5.0000000008626,5.0000000008626,5.00000000355703,5.00000000355703,-0.0681519785842797,6.85253974281071,0.647051323799174,0.0157491419945106,-0.100612570558373,-0.000106005539478038,6.17328153243217,6.17328153243217,6.17328153243217,6.17328153243217,6.03849825073294,6.03849825073294,6.03849825073294,6.03849825073294,5.0000000008626,5.0000000008626,5.0000000008626,5.0000000008626,5.00000000355703,5.00000000355703,5.00000000355703,5.00000000355703,-0.0686782987538663,-0.0681519785842797,-0.0251219661917972,6.85253974281071,0.0389996798678496,0.647051323799174,0.00206066806313743,0.0157491419945106,-0.00306483501187671,-0.100612570558373,-2.09317277892751e-05,-0.000106005539478038
9,0.16,1,7.81024771895765e-15,0.384631158544052,0.21464620301797,1.42446102602534,0.422195061157077,0.195856391502743,1.42445906603865,-0.0375639026130249,0.0187898115152269,1.95998668339747e-06,1.06429975943456e-09,493.823742120223,39.8990940520879,33.14324525688,4,0,pinocchio,0,6.17625787977679,6.17625787977679,6.02896899469201,6.02896899469201,5.0000000010643,5.0000000010643,5.00000000421707,5.00000000421707,-0.0694201338629344,6.85675474312005,0.644199278262987,0.0153356450741921,-0.100905947912106,-0.000104202993615798,6.17625787977679,6.17625787977679,6.17625787977679,6.17625787977679,6.02896899469201,6.02896899469201,6.02896899469201,6.02896899469201,5.0000000010643,5.0000000010643,5.0000000010643,5.0000000010643,5.00000000421707,5.00000000421707,5.00000000421707,5.00000000421707,-0.0698312636407437,-0.0694201338629344,-0.0246343071325157,6.85675474312005,0.0399028883774264,0.644199278262987,0.0021190465166967,0.0153356450741921,-0.00314508916565615,-0.100905947912106,-2.14151219992686e-05,-0.000104202993615798
10,0.18,1,7.6923313182248e-15,0.389097077869432,0.212417690111808,1.4244621256173,0.422195061157077,0.195856391502743,1.42445906603865,-0.033097983287645,0.0165612986090649,3.05957865021078e-06,1.33739952445922e-09,493.81153888483,39.898980209427,33.1385317994197,4,0,pinocchio,0,6.1884611151699,6.1884611151699,5.96761713721464,5.96761713721464,5.0000000013374,5.0000000013374,5.0000000030981,5.0000000030981,-0.0678058446026749,6.86146820058032,0.639830887937311,0.014857535274923,-0.101019790573048,-0.000101569849367743,6.1884611151699,6.1884611151699,6.1884611151699,6.1884611151699,5.96761713721464,5.96761713721464,5.96761713721464,5.96761713721464,5.0000000013374,5.0000000013374,5.0000000013374,5.0000000013374,5.0000000030981,5.0000000030981,5.0000000030981,5.0000000030981,-0.0681129453510252,-0.0678058446026749,-0.0232637483396658,6.86146820058032,0.0388896314516458,0.639830887937311,0.00206307796591432,0.014857535274923,-0.00306583142761241,-0.101019790573048,-2.08164214399176e-05,-0.000101569849367743
