x_m,y_m,z_m,psi_rad,gamma_n,feasible
-0.6,-0.6,1.2,0.785398,-inf,0
-0.6,0.6,1.2,0.785398,-inf,0
0.6,-0.6,1.2,0.785398,-inf,0
0.6,0.6,1.2,0.785398,-inf,0
