step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,err_norm,q_platform_x,q_platform_y,q_platform_psi,fail_reason,fallback_applied,hold_active,q_1,q_2,q_3,q_4,q_5,q_6,q_7,q_8,q_9
60,1.1800000000000006,0.06830546244642619,0.029194705676645692,0.2717062309572427,0.06773769102555813,0.029988831410636206,0.27095694752926885,-0.0005677714208680573,0.0007941257339905139,-0.000749283427973868,0.0012306200563849006,0.0017310931023135892,-0.0010230423644245123,0.00012603960766208828,none,False,False,0.0017310931023135892,-0.0010230423644245123,0.00012603960766208828,0.03047482810920141,0.6424142828570877,1.0427428795241118,-0.1174546432371729,0.06963927748669478,0.05884477080594979
61,1.2000000000000006,0.06879546273683426,0.028283973525184244,0.27241691431693593,0.0682113053151914,0.02914298430835246,0.27168474764905604,-0.0005841574216428613,0.0008590107831682146,-0.0007321666678798966,0.0012709081195798758,0.0017630598296918233,-0.0016717267656763551,0.00021499221762641838,none,False,False,0.0017630598296918233,-0.0016717267656763551,0.00021499221762641838,0.029668692112734447,0.6439470128191107,1.0461378853078205,-0.11500455163340854,0.06886343516352568,0.057557057843450034
62,1.2200000000000006,0.06929622752078754,0.027326229049331182,0.2731078413027679,0.06869584561519268,0.028250229087397705,0.27239625584563393,-0.00060038190559486,0.0009240000380665234,-0.0007115854571339564,0.0013117119980076395,0.0017891974243145596,-0.0023160350302424697,0.0003055321357325753,none,False,False,0.0017891974243145596,-0.0023160350302424697,0.0003055321357325753,0.028848543517321756,0.6453839289439806,1.0494101262132636,-0.11236394008654293,0.06789881856369286,0.05618512285306324
63,1.2400000000000007,0.06980769502224857,0.02632126353062805,0.2737754793756626,0.06919126557276836,0.0273101178974196,0.2730880808340774,-0.0006164294494802047,0.0009888543667915493,-0.0006873985415852268,0.0013528987323087715,0.0018088870582636844,-0.0029556089692278974,0.0003977881636553744,none,False,False,0.0018088870582636844,-0.0029556089692278974,0.0003977881636553744,0.028018796748754623,0.6467123285231027,1.052542163754817,-0.10953818037351838,0.06674298773420899,0.05473207925072696
64,1.2600000000000007,0.07032979648133289,0.02526909347318639,0.2744161735346504,0.06969751317281445,0.02632240518577056,0.27375669917266965,-0.0006322833085184443,0.00105331171258417,-0.0006594743619807719,0.0013943292940363742,0.0018214917751033617,-0.0035900940208328314,0.0004917938811679883,none,False,False,0.0018214917751033617,-0.0035900940208328314,0.0004917938811679883,0.027183611248463295,0.647918982196164,1.055515985713915,-0.10653300922626305,0.06539443547499432,0.053201111538811255
65,1.2800000000000007,0.07086245659713566,0.024169977091905992,0.2750261584327431,0.07021453082639012,0.025287065174039922,0.2743984655932445,-0.0006479257707455444,0.0011170880821339303,-0.0006276928394985948,0.0014358592857239456,0.001826358542487134,-0.004219138430112767,0.0005874703173501112,none,False,False,0.001826358542487134,-0.004219138430112767,0.0005874703173501112,0.026346839293966914,0.6489901679568553,1.0583130479494434,-0.10335450327380181,0.06385264567697334,0.05159545825527592
66,1.3000000000000007,0.07140559404047789,0.023024430181542325,0.27560157236083327,0.07074225545919141,0.024204309130043716,0.27500962512962696,-0.0006633385812864767,0.0011798789485013908,-0.0005919472312063134,0.001477340154152971,0.001822820636412701,-0.004842392395971496,0.0006846145154172317,none,False,False,0.001822820636412701,-0.004842392395971496,0.0006846145154172317,0.02551198014280656,0.6499117133060175,1.0609143235115155,-0.10000905208153989,0.062118148062301204,0.049918394572072436
67,1.3200000000000007,0.07195912198866442,0.02183324123922445,0.2761384731426756,0.07128061860002469,0.023074602264052307,0.2755863271001172,-0.0006785033886397285,0.0012413610248278584,-0.0005521460425583768,0.0015186208528365933,0.001810200374216223,-0.005459507191709266,0.0007828941006985653,none,False,False,0.001810200374216223,-0.005459507191709266,0.0007828941006985653,0.024682140611244484,0.6506690460045216,1.0633003593870578,-0.09650332945112053,0.060192568873592124,0.04817321457925631
68,1.3400000000000007,0.07252294863401604,0.020597485704747082,0.2766328559671193,0.07182954646928036,0.021898680065673574,0.2761246409853475,-0.0006934021647356792,0.0013011943609264921,-0.0005082149817717818,0.001559549869245713,0.0017878122100399739,-0.006070134267913396,0.0008818476924504923,none,False,False,0.0017878122100399739,-0.006070134267913396,0.0008818476924504923,0.023860001951480934,0.6512472537864225,1.06545134115293,-0.09284426320547845,0.05807867704822682,0.046363213336314144
69,1.3600000000000008,0.07309697762025358,0.01931853917304405,0.277080673165206,0.07238896006740644,0.0206775638864458,0.2766205742262971,-0.0007080175528471344,0.0013590247134017512,-0.00046009893890891496,0.0015999775187050182,0.0017549662025932154,-0.006673924349344937,0.0009808907698370983,none,False,False,0.0017549662025932154,-0.006673924349344937,0.0009808907698370983,0.023047792693352227,0.6516311532828316,1.067347165752125,-0.08903900374350295,0.055780425396903296,0.04449166882058538
70,1.3800000000000008,0.07368110836670147,0.017998089422486152,0.277477855919788,0.07295877526338213,0.01941257556309705,0.27707009194879456,-0.0007223331033193447,0.0014144861406108974,-0.00040776397099345774,0.0016397583999393386,0.0017109718604588987,-0.007270526540640217,0.0010793264174124289,none,False,False,0.0017109718604588987,-0.007270526540640217,0.0010793264174124289,0.02224726697340924,0.6518053682766397,1.0689675225406552,-0.08509489170533006,0.0533029862848994,0.042561823951554154
71,1.4000000000000008,0.07427523624809852,0.016638147091486782,0.2778203378736659,0.07353890288319141,0.01810535086786539,0.2774691386005373,-0.0007363333649071102,0.0014672037763786075,-0.00035119927312859955,0.0016787539054730837,0.0016551423651685476,-0.007859587458992817,0.001176360238834661,none,False,False,0.0016551423651685476,-0.007859587458992817,0.001176360238834661,0.021459687786930193,0.6517544172603517,1.0702919826762283,-0.08101942514032051,0.05065278129087454,0.0405768689160246
72,1.4200000000000008,0.07487925260843094,0.015241054824513467,0.2781040805789149,0.07412924879829669,0.01675785156552729,0.277813661464618,-0.0007500038101342504,0.0015167967410138223,-0.0002904191142968915,0.0017168346835717864,0.001586799166617574,-0.008440750415384007,0.0012711186405355893,none,False,False,0.001586799166617574,-0.008440750415384007,0.0012711186405355893,0.020685814566599563,0.6514628101019575,1.0713000968331954,-0.07682022661337325,0.047837504291677956,0.03853992406027653
73,1.4400000000000008,0.0754930445983246,0.013809494698933701,0.2783251007056652,0.07472971401411237,0.015372375852123202,0.27809963598989795,-0.0007633305842122268,0.0015628811531895014,-0.00022546471576723182,0.0017538829544313165,0.0015052769395116617,-0.009013654669170805,0.0013626696452384956,none,False,False,0.0015052769395116617,-0.009013654669170805,0.0013626696452384956,0.019925894506333464,0.6509151534446194,1.0719715011354394,-0.07250501071976831,0.04486613739899632,0.03645402364828447
74,1.4600000000000009,0.07611649483731661,0.012346493735957531,0.2784794989028836,0.07534019475847846,0.013951566948074449,0.27832309285348783,-0.0007763000788381519,0.001605073212116918,-0.00015640604939576308,0.0017897945918308703,0.0014099288833154615,-0.00957793478377112,0.0014500453950128099,none,False,False,0.0014099288833154615,-0.00957793478377112,0.0014500453950128099,0.01917965710538319,0.650096264275214,1.0722860310980553,-0.06808155250244545,0.04174895915383938,0.03432210080821324
75,1.4800000000000009,0.07674948091456857,0.010855427293954724,0.2785634901765164,0.07596058257013413,0.012498419618712616,0.27848014664430776,-0.0007888983444344355,0.0016429923247578918,-8.3343532208624e-05,0.001824480890945626,0.0013001323415645029,-0.010133220113576804,0.0015322655379627378,none,False,False,0.0013001323415645029,-0.010133220113576804,0.0015322655379627378,0.018446311495724663,0.648991290895995,1.0722238432586721,-0.06355765727790418,0.038497544373791326,0.0321469740011399
76,1.5000000000000009,0.07739187475245848,0.009340020139567102,0.27857343562266895,0.07659076438719141,0.011016284398437663,0.2785670260294491,-0.0008011103652670742,0.0016762642588705606,-6.409593219847132e-06,0.0018578699539500763,0.0011752947097786216,-0.010679134453932258,0.0016083607542192934,none,False,False,0.0011752947097786216,-0.010679134453932258,0.0016083607542192934,0.017724546226751382,0.6475858403333845,1.0717655440662797,-0.05894113237487752,0.03512475504169998,0.029931335344877803
77,1.520000000000001,0.07804354186702822,0.007804344994264479,0.27850587532502236,0.0772306226356087,0.009508869301008242,0.27858010523716353,-0.0008129192314195177,0.001704524306743763,7.422991214117713e-05,0.0018899076350310064,0.0010348595944800285,-0.011215295886763418,0.0016773957562474346,none,False,False,0.0010348595944800285,-0.011215295886763418,0.0016773957562474346,0.01701253130091326,0.6458661110201144,1.070892325477997,-0.05423976127459741,0.03164472163414464,0.027677741111510452
78,1.540000000000001,0.07870434056761987,0.006252818359493876,0.2783575621964777,0.07788003531766438,0.00798023880803855,0.27851593666208213,-0.0008243052499554843,0.001727420448544674,0.00015837446560440505,0.0019205579976949243,0.0008783131789397098,-0.011741316854136903,0.0017384911894787257,none,False,False,0.0008783131789397098,-0.011741316854136903,0.0017384911894787257,0.016307922377390403,0.6438190293960968,1.0695861065930998,-0.04946128061091236,0.028072814307401918,0.025388604689917098
79,1.560000000000001,0.079374121143677,0.004690193434775088,0.2781254965162778,0.07853887610043045,0.006434809940792454,0.2783712843701092,-0.0008352450432465575,0.001744616506017366,0.0002457878538313918,0.0019498032476194175,0.0007051907446488625,-0.012256804490435957,0.0017908439518934682,none,False,False,0.0007051907446488625,-0.012256804490435957,0.0017908439518934682,0.01560786717328955,0.6414323889014041,1.0678296805362526,-0.04461336044329861,0.024425603397002463,0.023066192264202593
80,1.580000000000001,0.08005272509008539,0.0031215499578149813,0.27780696088524987,0.07920701440424613,0.0048773452369468015,0.27814315825273794,-0.0008457106858392599,0.0017557952791318202,0.00033619736748807805,0.0019776431165076805,0.000515083291069001,-0.012761361240937604,0.0018337455415601812,none,False,False,0.000515083291069001,-0.012761361240937604,0.0018337455415601812,0.014909014191961193,0.6386949896854457,1.0656068656878648,-0.03970358815505742,0.020720808737009287,0.02071262140687184
81,1.600000000000001,0.08073998442391134,0.0015522808161767092,0.2773995552941517,0.07988431549119142,0.003312942474210754,0.27782884855374634,-0.0008556689327199191,0.001760661658034045,0.00042929325959462084,0.002004093685241938,0.00030764419005147183,-0.013254585790212495,0.0018665981226500363,none,False,False,0.00030764419005147183,-0.013254585790212495,0.0018665981226500363,0.014207523985614192,0.6355967772362208,1.0629026602526974,-0.0347394562549417,0.016977237375833756,0.018329862723201504
82,1.620000000000001,0.08143572114358608,-1.1924694756254225e-05,0.2769012319738646,0.0805706405535607,0.0017470210065592077,0.27742596046581114,-0.00086508059002538,0.001758945701315462,0.0005247284919465134,0.0020291856488934825,8.259580583659331e-05,-0.013736074317961968,0.001888928070191988,none,False,False,8.259580583659331e-05,-0.013736074317961968,0.001888928070191988,0.013499083212608419,0.6321289780530444,1.0597033990632825,-0.02972835427370163,0.013214709353617855,0.01591974461238529
83,1.640000000000001,0.08213974687811693,-0.0015651010637023344,0.27631032967199465,0.08126584680233638,0.00018530460632465266,0.276932448471004,-0.0008739000757805454,0.001750405670026987,0.0006221187990093635,0.002052962043534347,-0.00016026399328085119,-0.014205422092723885,0.0019003968111573793,none,False,False,-0.00016026399328085119,-0.014205422092723885,0.0019003968111573793,0.012778921779483745,0.6282842304483126,1.0559969114349812,-0.024677564849639705,0.00945397130972165,0.013483961134249725
84,1.660000000000001,0.08285186276772248,-0.003101030267713911,0.2756256069789748,0.08196978755566246,-0.0013661992636068761,0.2763466500779103,-0.0008820752120600184,0.001734831004107035,0.0007210430989355032,0.0020754754739731964,-0.0004210555092754471,-0.014662225405380137,0.0019008088234021756,none,False,False,-0.0004210555092754471,-0.014662225405380137,0.0019008088234021756,0.012041833362024188,0.6240567085768545,1.0517726788290778,-0.019594263992428487,0.005716597811096028,0.011024082890215553
85,1.680000000000001,0.08357185961002021,-0.004613269013202935,0.27484627430858277,0.08268231232731815,-0.0029012237889007673,0.27566731858972304,-0.0008895472827020606,0.0017120452243021677,0.0008210442811402707,0.0020967849030865383,-0.0006998111549695375,-0.015106083834755733,0.0018901166867664513,none,False,False,-0.0006998111549695375,-0.015106083834755733,0.0018901166867664513,0.011282199581978314,0.619442237855972,1.0470219910410294,-0.014485525405740779,0.0020248804321419994,0.008541570746961338
86,1.700000000000001,0.0842995182962663,-0.006095179497760913,0.2739720241236212,0.08340326691519143,-0.004413270758124498,0.27489365452261166,-0.0008962513810748668,0.0016819087396364157,0.0009216303989904584,0.0021169520870551782,-0.0009964697420897597,-0.015536602827072924,0.0018684231053692991,none,False,False,-0.0009964697420897597,-0.015536602827072924,0.0018684231053692991,0.010494018082152164,0.6144384000616563,1.041738099617111,-0.009358328639198162,-0.0015982952316787435,0.006037792153770963
87,1.720000000000001,0.08503461055080455,-0.0075399636336102825,0.2730030589879203,0.0841324934897527,-0.0058956420960225644,0.2740253352824222,-0.000902117061051852,0.001644321537587718,0.001022276294501856,0.0021360377649086906,-0.0013108711971197922,-0.015953396559863327,0.0018359798402111565,none,False,False,-0.0013108711971197922,-0.015953396559863327,0.0018359798402111565,0.00967093469604738,0.6090446265656733,1.0359163672151614,-0.004219570733069983,-0.005129584270042262,0.003514039732997206
88,1.740000000000001,0.08577689997571847,-0.008940700627092207,0.2719401170218616,0.08486983068252839,-0.007341474896699226,0.2730625427007844,-0.0009070692931900798,0.0015992257303929815,0.0011224256789227893,0.002154097733183107,-0.0016427517823703888,-0.01635609104942203,0.0017931835102070368,none,False,False,-0.0016427517823703888,-0.01635609104942203,0.0017931835102070368,0.008806279851922541,0.6032622784104458,1.029554411666353,0.000923919080789901,-0.008545328358620003,0.0009715517601774894
89,1.7600000000000011,0.08652614339016781,-0.010290387762545927,0.2707844943398213,0.08561511367457447,-0.00874377983301632,0.27200598802940074,-0.0009110297155933422,0.001546607929529608,0.0012214936895794115,0.002171178957170567,-0.001991739894502631,-0.016744327449471075,0.0017405682440575047,none,False,False,-0.001991739894502631,-0.016744327449471075,0.0017405682440575047,0.007893109296513847,0.597094712199932,1.0226522435605245,0.006065362150072299,-0.011821712149702962,-0.001588465901578828
90,1.7800000000000011,0.0872820924414765,-0.011581984190748604,0.2695380640560224,0.08636817428495015,-0.010095482772366396,0.2708569339940436,-0.0009139181565263471,0.0014865014183822085,0.0013188699380212165,0.0021873158841596066,-0.0023573525050303757,-0.017117765477633714,0.0016787951959089853,none,False,False,-0.0023573525050303757,-0.017117765477633714,0.0016787951959089853,0.006924249167034174,0.5905473311101493,1.0152123962723378,0.01119801125351707,-0.014934929258688638,-0.004164816887948088
91,1.8000000000000012,0.08804449545320986,-0.012808457474746324,0.26820329145975097,0.08712884105919144,-0.01138946938194077,0.26961721351790807,-0.000915654394018417,0.0014189880928055544,0.0014139220581571021,0.0022025271311274224,-0.0027389922972396097,-0.01747608689607447,0.0016086389801123551,none,False,False,-0.0027389922972396097,-0.01747608689607447,0.0016086389801123551,0.005892345390591969,0.5836276206795048,1.0072400474616046,0.016315130209695806,-0.017861356765639314,-0.0067562909418992095
92,1.8200000000000012,0.08881309946451926,-0.013962832598625342,0.266783244982311,0.08789693935778471,-0.012618632459310445,0.26828924473770804,-0.000916160106734551,0.0013442001393148967,0.0015059997553970583,0.002216812716257747,-0.003135945541479574,-0.017818998963550964,0.0015309711351845228,none,False,False,-0.003135945541479574,-0.017818998963550964,0.0015309711351845228,0.004789917345582619,0.5763451694165381,0.9987431312166531,0.02140997297687021,-0.02057773696474921,-0.009361640559267404
93,1.8400000000000012,0.08958765240373578,-0.015038243099254658,0.26528160260617284,0.0886722914446404,-0.013775921677254027,0.2668760419554406,-0.0009153609590953904,0.001262321422000631,0.0015944393492677844,0.0022301519895225087,-0.0035473807359820263,-0.018146237768548307,0.0014467407959530322,none,False,False,-0.0035473807359820263,-0.018146237768548307,0.0014467407959530322,0.003609415682256485,0.568711674649404,0.9897324401579313,0.02647576302555234,-0.023061364916115188,-0.011979558188146828
94,1.8600000000000012,0.09036790533278473,-0.016027983937354034,0.2637026534023067,0.08945471657556647,-0.014854395386025395,0.26538122219416566,-0.0009131887572182557,0.0011735885513286387,0.0016785687918589587,0.0022425023931140673,-0.003972348024253634,-0.01845757134744831,0.0013569528361262462,none,False,False,-0.003972348024253634,-0.01845757134744831,0.0013569528361262462,0.0023432841686388543,0.5607409344138182,0.9802217169735185,0.03150567380605603,-0.025290280185003143,-0.014608654490520265
95,1.8800000000000012,0.09115361469263511,-0.01692556568317579,0.26205129392356996,0.09024403108674216,-0.015847274072403814,0.2638090070574576,-0.0009095836058929524,0.0010782916107719767,0.0017577131338876173,0.0022537991469985695,-0.004409779382623453,-0.018752802488120335,0.001262643838506704,none,False,False,-0.004409779382623453,-0.018752802488120335,0.001262643838506704,0.0009840253994724592,0.5524488265267367,0.9702277350096653,0.036492811171580944,-0.027243460998117003,-0.017247438159279326
96,1.9000000000000012,0.09194454447573576,-0.01772476955394283,0.2603330192301703,0.09104004848319144,-0.016747995033680796,0.2621642196292871,-0.0009044959925443158,0.0009767745202620345,0.0018312003991167725,0.002263955910720719,-0.004858489553711152,-0.019031771118167187,0.0011648563542181886,none,False,False,-0.004858489553711152,-0.019031771118167187,0.0011648563542181886,-0.0004757298230755288,0.5438532763016788,0.9597703676776682,0.041430198656670296,-0.028901018906459096,-0.01989429776411945
97,1.9200000000000013,0.09274046825296352,-0.018419702805541165,0.2585539083771574,0.09184257952725672,-0.017550267786984517,0.26045227619377376,-0.0008978887257067997,0.0008694350185566475,0.001898367816616342,0.002272866424233654,-0.0053171776849159766,-0.019294356178547082,0.0010646120228939026,none,False,False,-0.0053171776849159766,-0.019294356178547082,0.0010646120228939026,-0.0020431496594195842,0.5349742146031348,0.9488726465481901,0.04631076655516763,-0.030244391922770196,-0.02254748607875502
98,1.9400000000000013,0.09354117098556367,-0.01900485395093539,0.2567206042533191,0.0926514323270724,-0.018248129700788727,0.2586791726022225,-0.0008897386584912625,0.0007567242501466641,0.0019585683489034,0.0022804070795583962,-0.005784429615847397,-0.019540476887600123,0.0009628842362942434,none,False,False,-0.005784429615847397,-0.019540476887600123,0.0009628842362942434,-0.003725125214048645,0.5258335281075602,0.9375608080780079,0.051127345795244354,-0.03125653400307124,-0.025205107322867636
99,1.9600000000000013,0.09434645055840465,-0.019475147251205353,0.25484028772456757,0.09346641242503848,-0.018836001306839958,0.25685146516768903,-0.0008800381333661789,0.0006391459443653956,0.002011177443121459,0.002286440325505551,-0.00625872074640805,-0.01977009330770619,0.000860571132295363,none,False,False,-0.00625872074640805,-0.01977009330770619,0.000860571132295363,-0.005528191640284081,0.516455003716815,0.9258643289336369,0.05587266767240256,-0.03192209866217374,-0.02786510773749334
100,1.9800000000000013,0.09515611898175233,-0.01982599590471457,0.2529206461010912,0.09428732288629416,-0.019308740727763635,0.2549762460245085,-0.0008687960954581742,0.0005172551769509343,0.002055599923417306,0.0022908187660133977,-0.0067384194098584075,-0.019983206137058986,0.0007584698012132038,none,False,False,-0.0067384194098584075,-0.019983206137058986,0.0007584698012132038,-0.007458446738690762,0.5068642690330173,0.9138159498168463,0.06053937057524247,-0.03222761446093046,-0.030525269903514396
101,2.0000000000000013,0.09597000322250912,-0.020053353343784237,0.2509698360180204,0.09511396438719144,-0.01966169663892577,0.2530611129511339,-0.0008560388353176795,0.0003916567048584674,0.002091276933113506,0.002293389777819129,-0.007221790673022058,-0.020179855662280803,0.0006572526610373282,none,False,False,-0.007221790673022058,-0.020179855662280803,0.0006572526610373282,-0.009521467495941119,0.4970887306551978,0.9014516875590338,0.06512001491958966,-0.03216165007090163,-0.03318321121128968
102,2.0200000000000014,0.09678794564150536,-0.02015376203827374,0.24899644089039014,0.09594613530376872,-0.01989075917330556,0.2511141337185554,-0.0008418103377366426,0.0002630028649681822,0.002117692828165263,0.0022940004503409195,-0.007707000490457212,-0.020360119823872376,0.0005574470085078664,none,False,False,-0.007707000490457212,-0.020360119823872376,0.0005574470085078664,-0.011722225098576391,0.48715751177881744,0.8888108350020965,0.06960710758826018,-0.031714966614872525,-0.03583638689431705
103,2.0400000000000014,0.09760980403084514,-0.020124399201819573,0.24700942317417585,0.0967836318002244,-0.019992408175669857,0.24914380509270284,-0.0008261722306207447,0.00013199102614971578,0.002134381918526995,0.0022925026411692285,-0.008192120151931687,-0.020524111365718543,0.00045941877210252255,none,False,False,-0.008192120151931687,-0.020524111365718543,0.00045941877210252255,-0.014064999053826027,0.47710139016265424,0.8759359478073446,0.0739931372455074,-0.030880654997897633,-0.03848209804956517
104,2.0600000000000014,0.09843545126650192,-0.019963118799144728,0.2450180717366367,0.09762624791739047,-0.019963758217624982,0.24715900668668447,-0.0008092033491114564,-6.39418480254117e-07,0.0021409349500477737,0.002288757944695169,-0.00867513098378845,-0.020671974061942724,0.0003633614747732136,none,False,False,-0.00867513098378845,-0.020671974061942724,0.0003633614747732136,-0.016553291154378903,0.4669527369698955,0.8628728168220569,0.07827062194130854,-0.029654255981779124,-0.041117505078215176
105,2.0800000000000014,0.09926477460888833,-0.019668489263666912,0.243031944708281,0.09847377566120616,-0.019802599798438108,0.245168949926535,-0.0007909989476821699,-0.00013411053477119586,0.0021370052182540233,0.0022826423884647023,-0.009153929294482147,-0.020803878039197317,0.00026929135326262576,none,False,False,-0.009153929294482147,-0.020803878039197317,0.00026929135326262576,-0.01918974012903592,0.4567454563012511,0.849670423970853,0.0824321704217561,-0.0280338608212039,-0.04373964698784023
106,2.1000000000000014,0.10009767470163344,-0.019239826351917823,0.24106080825507392,0.09932600509119144,-0.01950743617803051,0.24318312246133772,-0.0007716696104420051,-0.0002676098261126872,0.002122314206263798,0.0022740507023417296,-0.009626331593245809,-0.02092001423975327,0.00017704947320613547,none,False,False,-0.009626331593245809,-0.02092001423975327,0.00017704947320613547,-0.021976037922742022,0.4465149244155745,0.8363808788205745,0.08647055848971053,-0.02602019036664946,-0.046345466991755575
107,2.1200000000000014,0.10093406433571023,-0.018677220587485402,0.2391145717717646,0.10018272440892072,-0.01907751531827861,0.2412112284141085,-0.0007513399267895099,-0.0004002947307932096,0.0020966566423439026,0.0022629000492672413,-0.010090080158069368,-0.0210205881003282,8.631152394314132e-05,none,False,False,-0.010090080158069368,-0.0210205881003282,8.631152394314132e-05,-0.024912848635543522,0.43629792668909095,0.8230593319961694,0.09037882158398665,-0.023616650658016283,-0.048931844812334924
108,2.1400000000000015,0.1017738670565128,-0.01798155878257008,0.23720322005482478,0.1010437200464964,-0.018512856446609584,0.23926312493263138,-0.0007301470100164048,-0.000531297664039504,0.0020599048778066065,0.002249133159610871,-0.010542849082717179,-0.021105812553102055,-3.3942292731267003e-06,none,False,False,-0.010542849082717179,-0.021105812553102055,-3.3942292731267003e-06,-0.027999731217230883,0.4261325893349552,0.8097638605299292,0.09415036442928233,-0.02082936318952364,-0.0514956360282731
109,2.1600000000000015,0.10261701569737293,-0.01715453916836883,0.23533674306423374,0.1019087767550225,-0.01781427080159847,0.2373487555584642,-0.0007082389423504337,-0.0006597316332296425,0.002012012494230442,0.0022327208746918893,-0.010982250990937366,-0.021175900488343665,-9.266061373610032e-05,none,False,False,-0.010982250990937366,-0.021175900488343665,-9.266061373610032e-05,-0.031235067059548677,0.416058301813792,0.7965553190367244,0.09777908811184836,-0.01766716822349205,-0.05403371868285574
110,2.1800000000000015,0.10346345092360228,-0.016198679719476566,0.23352506392694694,0.10277767769307816,-0.016983376173472807,0.23547808098655681,-0.0006857732305241143,-0.0007846964539962413,0.001953017059609874,0.0022136641759185048,-0.011405844666085916,-0.02123105685199278,-0.00018216691877894964,none,False,False,-0.011405844666085916,-0.02123105685199278,-0.00018216691877894964,-0.03461599364373012,0.4061156247667072,0.7834971493944995,0.10125953421996368,-0.014141599790317894,-0.05654304717085393
111,2.2000000000000015,0.10431311986416539,-0.015117319319450997,0.2317779658697867,0.10365020451519144,-0.01602260491257719,0.23366100783635613,-0.000662915348973947,-0.0009052855931261927,0.0018830419665694376,0.0021919958514761808,-0.011811143901668923,-0.02127147058551551,-0.000272636393944878,none,False,False,-0.011811143901668923,-0.02127147058551551,-0.000272636393944878,-0.03813834539892391,0.3963461772659148,0.7706551404675324,0.10458704471839166,-0.010266831339079043,-0.059020713124257156
112,2.2200000000000015,0.10516597489181045,-0.01391461148787232,0.2301050187951957,0.10452613746031274,-0.014935205145276732,0.23190731609698068,-0.0006398374314977168,-0.0010205936574044124,0.0018022973017849664,0.002167782026934692,-0.012195627926970378,-0.02129730664834468,-0.0003647866901003532,none,False,False,-0.012195627926970378,-0.02129730664834468,-0.0003647866901003532,-0.04179660291134505,0.38679249630177737,0.7580971284801266,0.10775793498427866,-0.006059591425440895,-0.0614640126024638
113,2.2400000000000015,0.10602197259233605,-0.012595510470006482,0.22851550622773384,0.1054052554402884,-0.013725235008686394,0.23022658594319123,-0.0006167171520476411,-0.0011297245386799118,0.001711079715457392,0.002141123857130886,-0.012556753796428873,-0.021308698393753586,-0.0004592744761441247,none,False,False,-0.012556753796428873,-0.021308698393753586,-0.0004592744761441247,-0.045583851615912566,0.3774978608037423,0.7458926280880456,0.11076967591794665,-0.001539049346132112,-0.06387051834643068
114,2.2600000000000016,0.10688107293431408,-0.011165749581673622,0.22701835336270726,0.10628733612833449,-0.012397549792089159,0.22862812464471166,-0.0005937368059795861,-0.0012318002104155373,0.001609771282004402,0.0021121597320090868,-0.012891971142680009,-0.021305740595229435,-0.0005566359068479304,none,False,False,-0.012891971142680009,-0.021305740595229435,-0.0005566359068479304,-0.04949175112306745,0.3685060722819078,0.7341123842282615,0.1136210792973646,0.0032733287234778252,-0.06623815517900632
115,2.2800000000000016,0.10774323861349966,-0.009631811800414364,0.22562205693949172,0.10717215604751018,-0.01095778195292818,0.22712089430834254,-0.000571082565989478,-0.0013259701525138168,0.0014988373688508139,0.0020810683796546117,-0.013198739672797515,-0.02128848343987633,-0.0006572250736364873,none,False,False,-0.013198739672797515,-0.02128848343987633,-0.0006572250736364873,-0.053510516416674,0.3598611845234017,0.7228278356840708,0.11631247865022978,0.008353951766200378,-0.06856527584180822
116,2.3000000000000016,0.10860843451010654,-0.008000892702555681,0.22433461764288984,0.10805949065919146,-0.009412314057715126,0.22571344119975645,-0.0005489438509150846,-0.0014114213551594448,0.0013788235568666096,0.0020480732394687192,-0.013474549727350571,-0.021256927815339603,-0.0007611530203771897,none,False,False,-0.013474549727350571,-0.021256927815339603,-0.0007611530203771897,-0.05762891231925515,0.35160717583162115,0.712110483229605,0.11884589601551315,0.013677301923120198,-0.07085073369616328
117,2.3200000000000016,0.10947662715725273,-0.0062808559595560285,0.22316347570483508,0.10894911445154476,-0.007768244781909784,0.22441382738952564,-0.000527512705707972,-0.0014873888223537555,0.001250351684690565,0.0020134484098071077,-0.013716946113917486,-0.021211022213782328,-0.0008682303304301435,none,False,False,-0.013716946113917486,-0.021211022213782328,-0.0008682303304301435,-0.061834262882813094,0.3437875592087829,0.7020311584280992,0.12122518325343534,0.019216155276716024,-0.07309394785507047
118,2.3400000000000016,0.11034778408128457,-0.004480181728489694,0.2221154503405468,0.10984080102800041,-0.006033348186560764,0.22322956545560851,-0.0005069830532841574,-0.0015531664580710706,0.001114115115061709,0.001977526321545007,-0.01392355526523207,-0.021150661557056846,-0.0009779166565826666,none,False,False,-0.01392355526523207,-0.021150661557056846,-0.0009779166565826666,-0.06611247771143461,0.3364449287619263,0.6926591938188238,0.12345612529574683,0.024941821229179026,-0.07529495556065062
119,2.3600000000000017,0.11122187284865484,-0.002607908395723951,0.22119668361007033,0.1107343231957265,-0.004216026571991485,0.22216755695218715,-0.0004875496529283402,-0.001608118176267534,0.0009708733421168181,0.0019407070307868842,-0.014092115557494555,-0.02107568820794671,-0.00108928082809794,none,False,False,-0.014092115557494555,-0.02107568820794671,-0.00108928082809794,-0.07044809761608913,0.3296204444678104,0.6840615013494706,0.1255464921894732,0.030824395334377957,-0.07745444610684134
