step,time_s,tip_x,tip_y,tip_z,des_x,des_y,des_z,err_x,err_y,err_z,err_norm,q_platform_x,q_platform_y,q_platform_psi,fail_reason,fallback_applied,hold_active
58,1.1400000000000006,0.08952308738388087,0.060506820225980695,0.2570740429550494,0.09180388527879499,0.05889165783916609,0.25666856608802446,0.002280797894914116,-0.0016151623868146045,-0.00040547686702491204,0.002824039670917824,0.0017755247592306299,0.0004283641625592166,-0.0008453023248512632,none,False,False
59,1.1600000000000006,0.08714623479237464,0.061953133596902646,0.2574677156430253,0.08955701737004741,0.06041485271036561,0.25705262276397506,0.002410782577672771,-0.0015382808865370343,-0.0004150928790502273,0.002889720197689378,0.001878407684718929,0.00043645403772864835,-0.0007764687226854851,none,False,False
60,1.1800000000000006,0.08464032234232996,0.06331978712729384,0.25787134033482173,0.08718123189796535,0.061871151306316624,0.2574468820354812,0.0025409095556353928,-0.0014486358209772204,-0.00042445829934051327,0.002955491830409388,0.0019848503662744156,0.00044346871897187187,-0.0006973214448413068,none,False,False
61,1.2000000000000006,0.08200597027562484,0.06459459943981216,0.2582849044987731,0.08467628133484648,0.06324891596270754,0.25785136458402447,0.002670311059221636,-0.00134568347710462,-0.0004335399147486485,0.0030214867253115676,0.0020946871057754024,0.00044921805908426047,-0.000607110368981555,none,False,False
62,1.2200000000000006,0.07924474184838866,0.06576495022386111,0.2587083915007987,0.08204277853881593,0.06453601997163405,0.2582660867770121,0.0027980366904272747,-0.0012289302522270618,-0.0004423047237865907,0.003087865339437589,0.002207696350139352,0.00045349333855975924,-0.0005050568061191984,none,False,False
63,1.2400000000000007,0.07635922731519607,0.06681784103267693,0.2591417812910594,0.07928228078937907,0.06571989734869461,0.25869106071518494,0.002923053474183007,-0.0010979436839823192,-0.0004507205758744748,0.0031548171077966838,0.0023235910150635787,0.0004560680118439639,-0.00039037231249395324,none,False,False
64,1.2600000000000007,0.07335312673664063,0.06773996717411815,0.2595850512213416,0.0763973735251593,0.06678760293762905,0.2591262942800244,0.0030442467885186675,-0.0009523642364891033,-0.00045875694131719547,0.003222560174699055,0.002442007536559899,0.0004566993715535029,-0.00026228460226630096,none,False,False
65,1.2800000000000007,0.07023133044773927,0.06851780120917539,0.2600381770028508,0.07339175272036016,0.06772588341190446,0.25957179118116025,0.003160422272620894,-0.0007919177972709329,-0.00046638582169056253,0.0032913399206989614,0.0025624937410160874,0.00045513134706664366,-0.00012007120126018294,none,False,False
66,1.3000000000000007,0.06699999589573521,0.06913768847132307,0.26050113381010004,0.07027030471316964,0.06852125964989647,0.26002755100377756,0.0032703088174344253,-0.0006164288214265956,-0.0004735828063224812,0.003361426025918019,0.0026844957427798154,0.00045109865273688113,3.6898726395445e-05,none,False,False
67,1.3200000000000007,0.06366686568224392,0.06958613126532837,0.2609738756830525,0.06703918217786889,0.06916012085805565,0.26049356925602446,0.003372316495624972,-0.00042601040727272,-0.0004803064270280655,0.0034328847457515124,0.0028070016233171036,0.0004447252185155384,0.00017256084631805133,none,False,False
68,1.3400000000000007,0.06024097934101705,0.0698493479080874,0.26145638177570674,0.06370587481535542,0.06962883069366486,0.2609698374164195,0.0034648954743383698,-0.0002205172144225387,-0.00048654435928724427,0.003505831414016,0.0029290702236065324,0.00043596997148470065,0.00027699012500584846,none,False,False
69,1.3600000000000008,0.056732412077724434,0.0699136753385812,0.2619487064185603,0.06027927322697116,0.0699138454947204,0.261456342981259,0.0035468611492467245,1.7015613920645656e-07,-0.0004923634373012464,0.003580872211540089,0.003050383938565436,0.0004243807844001918,0.0003993386926445907,none,False,False
70,1.3800000000000008,0.05315288361900668,0.06976623607144858,0.26245081973740714,0.05676972433706642,0.07000184455866595,0.26195306951202446,0.0036168407180597398,0.00023560848721737582,-0.000497750225382676,0.0036585247608745606,0.003169892102642986,0.0004095420403993921,0.0005458072406930922,none,False,False
71,1.4000000000000008,0.04951571114974068,0.06939470702631041,0.262962693403632,0.05318907664402049,0.06987987222411626,0.2624599966827899,0.0036733654942798094,0.00048516519780585077,-0.0005026967208420774,0.0037392115902784794,0.003286310540680687,0.00039105991894580966,0.0007204904780400418,none,False,False
72,1.4200000000000008,0.0458358140432248,0.06878747063586227,0.2634843043146252,0.04955071351109053,0.0695354913007161,0.2629771003276294,0.003714899467865726,0.0007480206648538268,-0.00050720398699583,0.003823253700164545,0.003398123702167969,0.0003685729396873051,0.0009262071237813916,none,False,False
73,1.4400000000000008,0.04212970908224433,0.0679337875647979,0.2640156368619603,0.0458695726612682,0.06895694716278486,0.26350435248802445,0.0037398635790238666,0.0010231595979869612,-0.0005112843739358275,0.003910862675125911,0.0035035823510151188,0.00034176537745521287,0.001164782611250835,none,False,False
74,1.4600000000000009,0.038415503849385454,0.06682399529839987,0.26455669343364696,0.0421621500182073,0.06813334157386258,0.2640417214602714,0.0037466461688218447,0.001309346275462711,-0.0005149719733755775,0.004002117104330884,0.00360074662899133,0.00031045699854758725,0.0014346085764978876,none,False,False
75,1.4800000000000009,0.0347128590117429,0.06544967568815305,0.2651074986982314,0.03844648604220249,0.06705481504378198,0.26458917184288866,0.0037336270304595964,0.0016051393556289345,-0.0005183268553427545,0.00409696300722095,0.0036875323712055657,0.000274637147072021,0.001730686965009902,none,False,False
76,1.5000000000000009,0.03104291645634783,0.06380382500526581,0.26566809852755624,0.034742132750080965,0.06571273624019533,0.26514666458402447,0.0036992162937331333,0.0019089112349295195,-0.0005214339435317683,0.004195239760505701,0.003761751102464818,0.0002344410540920022,0.00204665171378497,none,False,False
77,1.520000000000001,0.027428210188063754,0.06188105812950133,0.26623856098782,0.031070099684501726,0.06409989668604041,0.265714157028864,0.003641889496437973,0.0022188385565390795,-0.0005244039589560323,0.004296696772686946,0.0038211668391653947,0.00019015382114285516,0.002375056730622259,none,False,False
78,1.540000000000001,0.023892554622797435,0.05967781456795495,0.26681897465209814,0.027452777215088466,0.06221070867742144,0.2662916029670368,0.0035602225922910305,0.0025328941094664922,-0.0005273716850613397,0.004401006517904053,0.003863556819217168,0.00014220502078114046,0.0027077221613828334,none,False,False
79,1.560000000000001,0.020460909320807356,0.057192564552872874,0.26740944381484594,0.0239138357142318,0.06004140405773425,0.2668789526800245,0.0034529263934244443,0.0028488395048613738,-0.0005304911348214536,0.0045077719604024,0.003886770574633117,9.115330206653971e-05,0.003036124263088558,none,False,False
80,1.580000000000001,0.017159229445397585,0.054426000722720164,0.26801004132658174,0.020478099356964104,0.05759023118923498,0.26747615298856764,0.0033188699115665188,0.003164230466514817,-0.0005338883380140991,0.004616523442222468,0.0038885214049725527,3.738827700057721e-05,0.003351773150216511,none,False,False
81,1.600000000000001,0.014014345455449474,0.051381212966397645,0.2686206751222937,0.017171393549096005,0.054857647178999366,0.2680831473000739,0.0031570480936465306,0.0034764342126017214,-0.0005375278222198299,0.004726677867149964,0.003865424538974617,-1.996407788063037e-05,0.0036464453192558855,none,False,False
82,1.620000000000001,0.011053763078939592,0.04806393097036206,0.2692412190801763,0.014020365292077196,0.051846502149357834,0.2686998756560245,0.0029666022131376035,0.003782571178995775,-0.0005413434241517967,0.004837522725324896,0.0038133704177769822,-8.274191922680932e-05,0.003912458651595313,none,False,False
83,1.640000000000001,0.00830533767681628,0.04448272444692261,0.2698716986671701,0.011052276147174682,0.04856221210100725,0.2693262747793825,0.0027469384703584024,0.00407948765408464,-0.0005454238877876105,0.004948270172204961,0.0037287522141824297,-0.00015251843742343635,0.0041430022555953355,none,False,False
84,1.660000000000001,0.005796929924718995,0.04064911839936514,0.2705122869956227,0.008294767864862218,0.04501291670816635,0.2699622781219998,0.002497837940143223,0.004363798308801209,-0.000550008873622887,0.005058106346863335,0.0036091212133251473,-0.00022993706188341627,0.0043324210381677705,none,False,False
85,1.680000000000001,0.0035566923101794006,0.036577991160715376,0.27116295946724955,0.00577560119590842,0.04120961821776442,0.2706078159120245,0.002218908885729019,0.004631627057049045,-0.0005551435552250683,0.005165627764915309,0.003451752508941721,-0.0003138901013600879,0.004476455880902997,none,False,False
86,1.700000000000001,0.0016125369908372043,0.03228746471967689,0.27182347595366807,0.0035223688953651897,0.03716629750733873,0.2712628152013084,0.0019098319045279854,0.004878832787661838,-0.0005606607523596652,0.005269232178672115,0.00325325201612674,-0.00040199893819019836,0.004572406672189013,none,False,False
87,1.720000000000001,-8.818318009723436e-06,0.027798602908724792,0.272493611368661,0.0015621844649188824,0.03290000329767606,0.2719271999128146,0.0015710027829286058,0.0051014003889512695,-0.0005664114558464051,0.005367788893918578,0.0030105376052510227,-0.0004915392831079639,0.004619295121815568,none,False,False
88,1.740000000000001,-0.0012821725463240275,0.023135470104214215,0.2731731503575048,-7.865125319055782e-05,0.028430910524667407,0.27260089088802447,0.0012035212931334697,0.005295440420453192,-0.0005722594694803074,0.005460552504097458,0.0027210035389820587,-0.0005795945503041962,0.004617954969032104,none,False,False
89,1.7600000000000011,-0.0021841156910602033,0.018325173654974172,0.27386186097594056,-0.0013750029238337597,0.023782343958319307,0.2732838059343455,0.0008091127672264437,0.0054571703033451345,-0.0005780550415950825,0.005547027926819402,0.0023825619233678983,-0.0006630945768477875,0.0045709620214212055,none,False,False
90,1.7800000000000011,-0.0026937126794337627,0.013397650117996516,0.27455965926626474,-0.00230326969097934,0.018980763322650154,0.2739758598725183,0.00039044298845442287,0.0055831132046536384,-0.0005837993937464203,0.00562711475939044,0.0019945756751697814,-0.0007398251819229178,0.0044822755523575945,none,False,False
91,1.8000000000000012,-0.0027930143713535797,0.00838549953570068,0.2752667391040463,-0.0028417663402129506,0.01405570642460234,0.27467696458402446,-4.875196885937086e-05,0.005670206888901661,-0.0005897745200218463,0.005701004902811654,0.0015588653290007765,-0.0008095495131438886,0.00435676849055267,none,False,False
92,1.8200000000000012,-0.0024666544263514077,0.003324205478680422,0.2759832640367044,-0.0029711121074421643,0.009039687148173804,0.2753870290584936,-0.0005044576810907565,0.005715481669493382,-0.0005962349782108189,0.00576859639908777,0.0010788016035883827,-0.0008730579234756872,0.004199848953158449,none,False,False
93,1.8400000000000012,-0.0017017929621786273,-0.0017479046391600701,0.2767091710885819,-0.0026746219982901748,0.003968045615248776,0.2761059594411109,-0.0009728290361115475,0.0057159502544088464,-0.0006032116474710136,0.005829438046331994,0.0005583978968228659,-0.0009311453908745512,0.004016859929007053,none,False,False
94,1.8600000000000012,-0.0004886286449929935,-0.006790041575794846,0.2774442525619614,-0.0019386949255201166,-0.0011212516411990246,0.2768336590800245,-0.001450066280527123,0.005668789934595821,-0.0006105934819369274,0.00588308557992152,2.3081052474498737e-06,-0.000984544881239193,0.003812340951654499,none,False,False
95,1.8800000000000012,0.0011791374417186333,-0.011759352576906206,0.2781882197581774,-0.0007531924641849264,-0.006187863003110319,0.27757002857375285,-0.0019323299059035596,0.0055714895737958865,-0.0006181911844245769,0.0059293806823871404,-0.0005841920667305141,-0.0010338681451421607,0.003589397109221224,none,False,False
96,1.9000000000000012,0.003303872362312342,-0.016611342458196628,0.2789407552765848,0.000888198417753748,-0.011189375365515234,0.2783149658185924,-0.002415673944558594,0.005421967092681394,-0.0006257894579924095,0.005968653131676663,-0.0011952257431702671,-0.001079557532800914,0.0033491833380273036,none,False,False
